rep,source_root,phase,dataset,mode,baseline,seed,path,n_requests,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_rps,prompt_tokens_total,total_tokens_total,cached_tokens_total_response_usage,vllm_prefix_cache_queries_delta,vllm_prefix_cache_hits_delta,vllm_prompt_tokens_cached_delta,vllm_local_cache_hit_tokens_delta,gpu_energy_j,idle_adjusted_gpu_energy_j,gpu_joules_per_request,idle_adjusted_joules_per_request,gpu_joules_per_prompt_token,energy_source,energy_error,admission_controller_enabled,admission_selected_preset,admission_allow_total,admission_bypass_total,admission_write_through_bypass_total,admission_bypass_store_successes
1,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,rag,lmcache_meritkv,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/ag_news/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,9.300177,8.556163,9.579181,11.016058,107.517819,40000,40256,0,40000.0,24400.0,0.0,0.0,925.754,796.148,3.616227,3.109955,0.023144,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,rag,lmcache_meritkv,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/ag_news/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,9.188237,8.453178,9.440944,10.857086,108.827696,40000,40256,0,40000.0,24400.0,0.0,0.0,917.4,788.964,3.583594,3.081891,0.022935,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,rag,lmcache_meritkv,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/ag_news/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,9.194571,8.459005,9.447573,10.864709,108.75273,40000,40256,0,40000.0,24400.0,0.0,0.0,917.845,789.347,3.585332,3.083386,0.022946,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,rag,lmcache_meritkv,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/ag_news/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,9.19528,8.459658,9.448423,10.865686,108.744341,40000,40256,0,40000.0,24400.0,0.0,0.0,917.897,789.391,3.585535,3.08356,0.022947,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,rag,lmcache_meritkv,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/ag_news/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,9.190177,8.454963,9.443256,10.859744,108.804723,40000,40256,0,40000.0,24400.0,0.0,0.0,917.543,789.087,3.584152,3.082371,0.022939,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_no_cache,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/ag_news/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,11.374459,10.464502,11.715693,13.473047,87.910255,40000,40256,0,0.0,0.0,0.0,0.0,1145.399,985.043,4.474215,3.847825,0.028635,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_no_cache,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/ag_news/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,11.183147,10.288495,11.49072,13.214328,89.414147,40000,40256,0,0.0,0.0,0.0,0.0,1129.546,971.41,4.412289,3.794569,0.028239,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_no_cache,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/ag_news/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,11.244524,10.344962,11.553933,13.287023,88.926094,40000,40256,0,0.0,0.0,0.0,0.0,1135.728,976.726,4.436438,3.815336,0.028393,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_no_cache,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/ag_news/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,11.243598,10.34411,11.553131,13.286101,88.933415,40000,40256,0,0.0,0.0,0.0,0.0,1135.616,976.63,4.436,3.81496,0.02839,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_no_cache,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/ag_news/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,11.179742,10.285363,11.48761,13.210751,89.441381,40000,40256,0,0.0,0.0,0.0,0.0,1129.155,971.073,4.410762,3.793255,0.028229,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/ag_news/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.414309,8.661164,9.696738,11.151249,106.214019,40000,40256,0,40000.0,24400.0,0.0,0.0,911.551,783.934,3.560746,3.062242,0.022789,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/ag_news/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.301555,8.557431,9.557376,10.990982,105.196359,40000,40256,0,40000.0,24400.0,0.0,0.0,903.363,776.892,3.528762,3.034735,0.022584,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/ag_news/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.302144,8.557972,9.558104,10.99182,105.201674,40000,40256,0,40000.0,24400.0,0.0,0.0,903.406,776.929,3.52893,3.03488,0.022585,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/ag_news/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.302732,8.558513,9.558832,10.992657,105.206989,40000,40256,0,40000.0,24400.0,0.0,0.0,903.449,776.966,3.529098,3.035024,0.022586,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/ag_news/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.303104,8.558856,9.559291,10.993185,105.210341,40000,40256,0,40000.0,24400.0,0.0,0.0,903.476,776.989,3.529203,3.035115,0.022587,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_meritkv,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/ag_news/templated/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.394836,8.643249,9.676681,11.128183,106.434172,40000,40256,0,40000.0,24400.0,0.0,0.0,910.231,782.799,3.55559,3.057807,0.022756,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_meritkv,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/ag_news/templated/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.286652,8.54372,9.542065,10.973375,107.674066,40000,40256,0,40000.0,24400.0,0.0,0.0,902.35,776.021,3.524805,3.031332,0.022559,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_meritkv,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/ag_news/templated/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.282474,8.539876,9.537894,10.968578,107.722535,40000,40256,0,40000.0,24400.0,0.0,0.0,902.069,775.779,3.523707,3.030388,0.022552,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_meritkv,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/ag_news/templated/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.28319,8.540535,9.538753,10.969566,107.714224,40000,40256,0,40000.0,24400.0,0.0,0.0,902.12,775.823,3.523906,3.030559,0.022553,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_lmcache_5rep,full,ag_news,templated,lmcache_meritkv,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/ag_news/templated/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.288613,8.545524,9.544402,10.976062,107.651341,40000,40256,0,40000.0,24400.0,0.0,0.0,902.49,776.141,3.525352,3.031802,0.022562,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_no_cache,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/daily_dialog/rag/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,12.208471,11.231793,12.574726,14.460935,81.905562,40000,40256,0,0.0,0.0,0.0,0.0,1307.153,1124.152,5.106066,4.391217,0.032679,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_no_cache,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/daily_dialog/rag/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,12.069977,11.104379,12.401942,14.262233,82.845367,40000,40256,0,0.0,0.0,0.0,0.0,1296.241,1114.767,5.063441,4.35456,0.032406,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_no_cache,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/daily_dialog/rag/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,12.06899,11.103471,12.401086,14.261249,82.852148,40000,40256,0,0.0,0.0,0.0,0.0,1296.114,1114.658,5.062945,4.354133,0.032403,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_no_cache,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/daily_dialog/rag/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,11.990614,11.031365,12.320712,14.168819,83.393705,40000,40256,0,0.0,0.0,0.0,0.0,1287.676,1107.401,5.029984,4.325787,0.032192,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_no_cache,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/daily_dialog/rag/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,12.06635,11.101042,12.398633,14.258428,82.870273,40000,40256,0,0.0,0.0,0.0,0.0,1295.797,1114.385,5.061707,4.353068,0.032395,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/daily_dialog/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,10.073864,9.267955,10.37608,11.932492,99.260989,40000,40256,256,40000.0,24400.0,256.0,256.0,1037.117,891.921,4.051238,3.484065,0.025928,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/daily_dialog/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.95321,9.156953,10.226954,11.760997,98.309948,40000,40256,256,40000.0,24400.0,256.0,256.0,1027.801,883.909,4.014848,3.452769,0.025695,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/daily_dialog/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.95384,9.157533,10.227733,11.761893,98.314915,40000,40256,256,40000.0,24400.0,256.0,256.0,1027.85,883.951,4.015039,3.452934,0.025696,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/daily_dialog/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.954471,9.158113,10.228512,11.762789,98.319882,40000,40256,256,40000.0,24400.0,256.0,256.0,1027.899,883.993,4.01523,3.453098,0.025697,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/daily_dialog/rag/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.954868,9.158479,10.229003,11.763353,98.323014,40000,40256,256,40000.0,24400.0,256.0,256.0,1027.929,884.019,4.015348,3.453199,0.025698,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_meritkv,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/daily_dialog/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,10.050085,9.246078,10.351588,11.904326,99.495841,40000,40256,256,40000.0,24400.0,256.0,256.0,1035.403,890.447,4.044543,3.478307,0.025885,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_meritkv,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/daily_dialog/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.929119,9.134789,10.202203,11.732533,100.707995,40000,40256,256,40000.0,24400.0,256.0,256.0,1026.06,882.412,4.008047,3.44692,0.025651,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_meritkv,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/daily_dialog/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.929886,9.135495,10.203121,11.733589,100.700222,40000,40256,256,40000.0,24400.0,256.0,256.0,1026.118,882.461,4.008273,3.447115,0.025653,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_meritkv,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/daily_dialog/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.936738,9.141799,10.210294,11.741838,100.630778,40000,40256,256,40000.0,24400.0,256.0,256.0,1026.617,882.891,4.010223,3.448791,0.025665,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,rag,lmcache_meritkv,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/daily_dialog/rag/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.931216,9.136719,10.204702,11.735407,100.686731,40000,40256,256,40000.0,24400.0,256.0,256.0,1026.22,882.549,4.008672,3.447458,0.025656,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache_no_cache,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/daily_dialog/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,12.156634,11.184103,12.521333,14.399533,82.253864,40000,40256,0,0.0,0.0,0.0,0.0,1275.376,1096.823,4.981937,4.284466,0.031884,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache_no_cache,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/daily_dialog/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,12.018749,11.057249,12.349305,14.201701,83.197517,40000,40256,0,0.0,0.0,0.0,0.0,1264.731,1087.669,4.940355,4.248706,0.031618,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache_no_cache,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/daily_dialog/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,12.017762,11.056341,12.348449,14.200716,83.204355,40000,40256,0,0.0,0.0,0.0,0.0,1264.607,1087.562,4.939871,4.248289,0.031615,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache_no_cache,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/daily_dialog/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,11.939488,10.984329,12.268179,14.108406,83.749832,40000,40256,0,0.0,0.0,0.0,0.0,1256.35,1080.461,4.907617,4.220551,0.031409,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache_no_cache,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/daily_dialog/templated/lmcache_no_cache/benchmark_lmcache_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,12.015122,11.053912,12.345995,14.197894,83.222636,40000,40256,0,0.0,0.0,0.0,0.0,1264.296,1087.295,4.938656,4.247244,0.031607,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/daily_dialog/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,10.060457,9.25562,10.362271,11.916612,99.392117,40000,40256,256,40000.0,24400.0,256.0,256.0,1014.867,872.786,3.964324,3.409319,0.025372,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/daily_dialog/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.939964,9.144767,10.213344,11.745346,98.43982,40000,40256,256,40000.0,24400.0,256.0,256.0,1005.751,864.946,3.928715,3.378695,0.025144,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/daily_dialog/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.940593,9.145346,10.214122,11.74624,98.444793,40000,40256,256,40000.0,24400.0,256.0,256.0,1005.799,864.987,3.928902,3.378856,0.025145,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache,789,/home/benchmark/gemma4_lmcache_5rep/full/rep_789/daily_dialog/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.941222,9.145924,10.214899,11.747134,98.449766,40000,40256,256,40000.0,24400.0,256.0,256.0,1005.846,865.028,3.929086,3.379014,0.025146,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache,999,/home/benchmark/gemma4_lmcache_5rep/full/rep_999/daily_dialog/templated/lmcache/benchmark_lmcache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.941619,9.146289,10.21539,11.747698,98.452903,40000,40256,256,40000.0,24400.0,256.0,256.0,1005.876,865.053,3.929203,3.379115,0.025147,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache_meritkv,42,/home/benchmark/gemma4_lmcache_5rep/full/rep_42/daily_dialog/templated/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,10.039509,9.236348,10.340695,11.891799,99.599504,40000,40256,256,40000.0,24400.0,256.0,256.0,1013.388,871.514,3.958547,3.40435,0.025335,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache_meritkv,123,/home/benchmark/gemma4_lmcache_5rep/full/rep_123/daily_dialog/templated/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.918671,9.125177,10.191467,11.720187,100.812918,40000,40256,256,40000.0,24400.0,256.0,256.0,1004.243,863.649,3.922824,3.373629,0.025106,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_lmcache_5rep,full,daily_dialog,templated,lmcache_meritkv,456,/home/benchmark/gemma4_lmcache_5rep/full/rep_456/daily_dialog/templated/lmcache_meritkv/benchmark_lmcache_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.919436,9.125881,10.192384,11.721242,100.805139,40000,40256,256,40000.0,24400.0,256.0,256.0,1004.3,863.698,3.923047,3.37382,0.025107,nvml,,True,balanced,200,56,56,0
