"model_instance","backend","backend_reuse_latency_total_ms","bypassed_matches","dataset","device","dtype","early_layer_attempts","early_layer_hits","energy_source","engine","fast_exact_path_hits","gpu_energy_j","gpu_joules_per_request","gpu_joules_per_total_token","hit_rate","idle_adjusted_gpu_energy_j","idle_adjusted_joules_per_request","logit_guard_attempts","logit_guard_hits","mean_latency_ms","model","n_requests","p50_latency_ms","p95_latency_ms","p99_latency_ms","policy_bypass_total","policy_exact_total","policy_plans_total","policy_semantic_partial_total","prompt_mode","recompute_tokens_total","reuse_attempts","reuse_successes","reused_prefix_tokens_total","scaffold_bypass_store_successes","scaffold_only_attempts","scaffold_only_hits","seed","semantic_blocked_by_backend_total","semantic_matches_total","semantic_opportunity_estimated_savings_ms","semantic_opportunity_plans_total","semantic_opportunity_reused_tokens_total","semantic_partial_hits","semantic_partial_reused_tokens_total","semantic_quality_divergence_events","semantic_quality_divergence_sum","semantic_queries_total","semantic_scaffold_store_successes","service_throughput_rps","source_json","speedup_vs_no_cache_mean","speedup_vs_no_cache_p95","throughput_rps","wasted_compute_ratio"
"google_gemma-4-12B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","shadow_kv","","6138.103567","48.024483","0.081799","0.0","5001.638504","39.436325","","","66.601954","google/gemma-4-12B-it","128","70.770711","69.45663","72.196336","","","","","semantic","72474","0","0","0","","","","789","","","","","","","","","","","","15.014574","raw_results\google_gemma-4-12B-it\semantic\seed_789\ag_news\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_ag_news_semantic_cuda.json","0.962008637164009","0.932252025472586","8.716","0.0"
"google_gemma-4-12B-it","hf","8065.326092","0","ag_news","cuda","float16","0","0","nvml","shadow_kv_plus","127","5364.999542","41.844679","0.068785","0.9921875","4530.001668","32.73206","","","67.230979","google/gemma-4-12B-it","128","66.239054","65.700236","62.889924","1","127","128","0","semantic","56218","127","127","16256","1","0","0","789","0","255","0.0","0","0","0","0","0","0.0","128","0","14.874095","raw_results\google_gemma-4-12B-it\semantic\seed_789\ag_news\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_ag_news_semantic_cuda.json","0.953007913212152","0.985553293902932","8.321734","0.0"
"google_gemma-4-12B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","no_cache","","6006.505464","47.083474","0.085558","0.0","5160.605786","41.652677","","","68.768548","google/gemma-4-12B-it","128","63.793079","66.882188","64.711268","","","","","semantic","72474","0","0","0","","","","999","","","","","","","","","","","","14.541531","raw_results\google_gemma-4-12B-it\semantic\seed_999\ag_news\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_ag_news_semantic_cuda.json","1","1","8.165403","0.0"
"google_gemma-4-12B-it","hf","0.0","0","ag_news","cuda","float16","","","nvml","shadow_kv","","6082.697248","45.044195","0.080949","0.0","5178.006671","40.458086","","","68.845581","google/gemma-4-12B-it","128","67.329975","67.456178","70.662775","","","","","semantic","72474","0","0","0","","","","999","","","","","","","","","","","","14.525261","raw_results\google_gemma-4-12B-it\semantic\seed_999\ag_news\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_ag_news_semantic_cuda.json","0.998881075606","0.991490920223793","8.431952","0.0"
"google_gemma-4-12B-it","hf","8148.316131","0","ag_news","cuda","float16","0","0","nvml","shadow_kv_plus","127","5173.361185","40.892641","0.072158","0.9921875","4283.650267","33.260024","","","65.864185","google/gemma-4-12B-it","128","64.6529","64.547938","66.519286","1","127","128","0","semantic","56218","127","127","16256","1","0","0","999","0","255","0.0","0","0","0","0","0","0.0","128","0","15.182758","raw_results\google_gemma-4-12B-it\semantic\seed_999\ag_news\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_ag_news_semantic_cuda.json","1.04409624137913","1.03616304520835","8.494424","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5841.595","45.6374609375","0.08508994639631766","0.0","4961.837704958316","38.76435706998684","","","67.34549533496192","google/gemma-4-12B-it","128","67.20196700189263","68.66955214936752","68.97314457164612","","","","","semantic","68652","0","0","0","","","","42","","","","","","","","","","","","14.84880310147273","raw_results\google_gemma-4-12B-it\semantic\seed_42\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","8.532076301394666","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","5913.322","46.197828125","0.08613473751675116","0.0","5019.56478693341","39.215349897917264","","","67.3755294054672","google/gemma-4-12B-it","128","67.22600699868053","68.7233881893917","69.0775918266445","","","","","semantic","68652","0","0","0","","","","42","","","","","","","","","","","","14.842183932715113","raw_results\google_gemma-4-12B-it\semantic\seed_42\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","0.999554228801313","0.999216627098248","8.53226025826638","0.0"
"google_gemma-4-12B-it","hf","7936.217880007462","0","alpaca_eval","cuda","float16","0","0","nvml","shadow_kv_plus","127","5135.835","40.1237109375","0.07480969236147526","0.9921875","4292.469522462536","33.53491814423856","","","62.428607180322615","google/gemma-4-12B-it","128","62.23855900316266","64.30801363458158","65.05819622398121","1","127","128","0","semantic","52396","127","127","16256","1","0","0","42","0","255","0.0","0","0","0","0","0","0.0","128","0","16.018297462756756","raw_results\google_gemma-4-12B-it\semantic\seed_42\alpaca_eval\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.07876017705212","1.06782262844518","8.82620945579544","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5758.432119","44.998008","0.087032","0.0","4898.221719","36.332635","","","67.977938","google/gemma-4-12B-it","128","65.461419","69.666816","68.804321","","","","","semantic","68652","0","0","0","","","","123","","","","","","","","","","","","14.710655","raw_results\google_gemma-4-12B-it\semantic\seed_123\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","8.452697","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","5886.595616","46.271988","0.089158","0.0","5074.83652","40.491933","","","63.926601","google/gemma-4-12B-it","128","69.971582","66.548981","67.229148","","","","","semantic","68652","0","0","0","","","","123","","","","","","","","","","","","15.64294","raw_results\google_gemma-4-12B-it\semantic\seed_123\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.06337482263448","1.04685022900651","8.992587","0.0"
"google_gemma-4-12B-it","hf","7842.042762","0","alpaca_eval","cuda","float16","0","0","nvml","shadow_kv_plus","127","5100.35064","39.486266","0.074241","0.9921875","4284.311742","32.294973","","","61.240456","google/gemma-4-12B-it","128","58.495589","62.428143","66.016348","1","127","128","0","semantic","52396","127","127","16256","1","0","0","123","0","255","0.0","0","0","0","0","0","0.0","128","0","16.329075","raw_results\google_gemma-4-12B-it\semantic\seed_123\alpaca_eval\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.11001684899276","1.11595207949722","8.99745","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5741.742994","45.870942","0.086707","0.0","4977.538284","38.013286","","","67.654222","google/gemma-4-12B-it","128","69.232523","66.0512","68.902178","","","","","semantic","68652","0","0","0","","","","456","","","","","","","","","","","","14.781044","raw_results\google_gemma-4-12B-it\semantic\seed_456\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","8.493142","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","6072.319488","47.527859","0.083391","0.0","4723.003841","38.189201","","","66.669688","google/gemma-4-12B-it","128","69.038321","71.12669","72.886917","","","","","semantic","68652","0","0","0","","","","456","","","","","","","","","","","","14.99932","raw_results\google_gemma-4-12B-it\semantic\seed_456\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.01476734074412","0.928641554949345","8.622593","0.0"
"google_gemma-4-12B-it","hf","8339.095721","0","alpaca_eval","cuda","float16","0","0","nvml","shadow_kv_plus","127","5053.497946","40.957034","0.074341","0.9921875","4496.112595","34.384533","","","63.638098","google/gemma-4-12B-it","128","62.051562","63.640609","63.657823","1","127","128","0","semantic","52396","127","127","16256","1","0","0","456","0","255","0.0","0","0","0","0","0","0.0","128","0","15.713857","raw_results\google_gemma-4-12B-it\semantic\seed_456\alpaca_eval\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.06310880001473","1.03787818875209","8.658461","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5850.979668","44.408588","0.084541","0.0","4957.908633","37.318732","","","69.40733","google/gemma-4-12B-it","128","70.5453","67.702029","69.73565","","","","","semantic","68652","0","0","0","","","","789","","","","","","","","","","","","14.4077","raw_results\google_gemma-4-12B-it\semantic\seed_789\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","8.27862","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","5956.373472","46.406059","0.089071","0.0","5036.651045","40.398489","","","64.152195","google/gemma-4-12B-it","128","72.162779","69.621373","69.71441","","","","","semantic","68652","0","0","0","","","","789","","","","","","","","","","","","15.587931","raw_results\google_gemma-4-12B-it\semantic\seed_789\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.08191668266378","0.972431684161127","8.960965","0.0"
"google_gemma-4-12B-it","hf","8082.117405","0","alpaca_eval","cuda","float16","0","0","nvml","shadow_kv_plus","127","5156.339335","36.947871","0.076089","0.9921875","4143.344565","34.709339","","","63.655771","google/gemma-4-12B-it","128","60.345532","60.286884","66.621238","1","127","128","0","semantic","52396","127","127","16256","1","0","0","789","0","255","0.0","0","0","0","0","0","0.0","128","0","15.709495","raw_results\google_gemma-4-12B-it\semantic\seed_789\alpaca_eval\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.09035408588484","1.12299764904088","8.656057","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","no_cache","","5765.288176","45.980437","0.084487","0.0","5008.489217","36.858693","","","66.713143","google/gemma-4-12B-it","128","66.387325","70.452332","65.794607","","","","","semantic","68652","0","0","0","","","","999","","","","","","","","","","","","14.98955","raw_results\google_gemma-4-12B-it\semantic\seed_999\alpaca_eval\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1","1","8.612949","0.0"
"google_gemma-4-12B-it","hf","0.0","0","alpaca_eval","cuda","float16","","","nvml","shadow_kv","","5729.423283","47.115973","0.085163","0.0","5280.785925","40.755365","","","71.105506","google/gemma-4-12B-it","128","65.863726","68.451374","70.871702","","","","","semantic","68652","0","0","0","","","","999","","","","","","","","","","","","14.063609","raw_results\google_gemma-4-12B-it\semantic\seed_999\alpaca_eval\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","0.938227526290299","1.02923181644243","8.084684","0.0"
"google_gemma-4-12B-it","hf","7871.288521","0","alpaca_eval","cuda","float16","0","0","nvml","shadow_kv_plus","127","5383.870383","39.238062","0.071726","0.9921875","4179.083787","34.37288","","","63.730858","google/gemma-4-12B-it","128","61.867098","62.880534","65.567576","1","127","128","0","semantic","52396","127","127","16256","1","0","0","999","0","255","0.0","0","0","0","0","0","0.0","128","0","15.690986","raw_results\google_gemma-4-12B-it\semantic\seed_999\alpaca_eval\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_alpaca_eval_semantic_cuda.json","1.04679499215278","1.12041561224655","8.645858","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","no_cache","","5817.835","45.4518359375","0.08458737405312668","0.0","4919.46068238348","38.43328658112094","","","67.48561500035066","google/gemma-4-12B-it","128","67.4071445100708","68.10612744884565","68.52854886630666","","","","","semantic","68779","0","0","0","","","","42","","","","","","","","","","","","14.81797268936208","raw_results\google_gemma-4-12B-it\semantic\seed_42\banking77\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1","1","8.531898090042324","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","shadow_kv","","5875.006","45.898484375","0.08541860160804897","0.0","5011.931756332264","39.15571684634581","","","67.4948500713981","google/gemma-4-12B-it","128","67.39091448980616","68.22028945753118","68.30821566443774","","","","","semantic","68779","0","0","0","","","","42","","","","","","","","","","","","14.81594520088821","raw_results\google_gemma-4-12B-it\semantic\seed_42\banking77\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","0.999863173693435","0.998326568098826","8.531894548757444","0.0"
"google_gemma-4-12B-it","hf","7964.937749115052","0","banking77","cuda","float16","0","0","nvml","shadow_kv_plus","127","5141.329","40.1666328125","0.07475143575800752","0.9921875","4288.766312431597","33.50598681587185","","","62.652240234228884","google/gemma-4-12B-it","128","62.506072004907764","63.732323094882304","64.61367142663221","1","127","128","0","semantic","52523","127","127","16256","1","0","0","42","0","255","0.0","0","0","0","0","0","0.0","128","0","15.961121202712695","raw_results\google_gemma-4-12B-it\semantic\seed_42\banking77\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1.0771460804602","1.06862772517254","8.825883959263464","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","no_cache","","5941.207724","46.326956","0.087557","0.0","4790.547514","38.047724","","","64.877329","google/gemma-4-12B-it","128","68.604769","68.756879","67.328845","","","","","semantic","68779","0","0","0","","","","123","","","","","","","","","","","","15.413705","raw_results\google_gemma-4-12B-it\semantic\seed_123\banking77\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1","1","8.874909","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","shadow_kv","","5820.105412","46.372915","0.086791","0.0","4863.242882","40.74692","","","68.272009","google/gemma-4-12B-it","128","63.342455","68.152627","67.473281","","","","","semantic","68779","0","0","0","","","","123","","","","","","","","","","","","14.647291","raw_results\google_gemma-4-12B-it\semantic\seed_123\banking77\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","0.950277133341718","1.00886615860017","8.434774","0.0"
"google_gemma-4-12B-it","hf","7983.062212","0","banking77","cuda","float16","0","0","nvml","shadow_kv_plus","127","5218.894827","42.259196","0.076488","0.9921875","4273.669585","33.349892","","","63.491621","google/gemma-4-12B-it","128","61.006199","66.339308","60.398945","1","127","128","0","semantic","52523","127","127","16256","1","0","0","123","0","255","0.0","0","0","0","0","0","0.0","128","0","15.75011","raw_results\google_gemma-4-12B-it\semantic\seed_123\banking77\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1.02182505310425","1.03644251158001","8.709203","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","no_cache","","5565.259454","46.510937","0.084082","0.0","5018.312942","37.738684","","","65.724202","google/gemma-4-12B-it","128","69.589993","69.850807","69.187612","","","","","semantic","68779","0","0","0","","","","456","","","","","","","","","","","","15.215095","raw_results\google_gemma-4-12B-it\semantic\seed_456\banking77\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1","1","8.760554","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","shadow_kv","","6040.494668","47.394111","0.085223","0.0","4919.929605","38.909776","","","65.647567","google/gemma-4-12B-it","128","66.999469","69.574356","63.729075","","","","","semantic","68779","0","0","0","","","","456","","","","","","","","","","","","15.232857","raw_results\google_gemma-4-12B-it\semantic\seed_456\banking77\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1.0011673699956","1.00397346114134","8.771977","0.0"
"google_gemma-4-12B-it","hf","7751.571853","0","banking77","cuda","float16","0","0","nvml","shadow_kv_plus","127","5227.436875","40.924566","0.07382","0.9921875","4301.173454","32.679211","","","61.865422","google/gemma-4-12B-it","128","62.848657","65.53914","65.433262","1","127","128","0","semantic","52523","127","127","16256","1","0","0","456","0","255","0.0","0","0","0","0","0","0.0","128","0","16.164118","raw_results\google_gemma-4-12B-it\semantic\seed_456\banking77\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1.0623737764207","1.06578766520281","8.938134","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","no_cache","","5626.532939","46.633192","0.084206","0.0","4677.350506","39.220345","","","63.939959","google/gemma-4-12B-it","128","67.330225","67.873496","66.011652","","","","","semantic","68779","0","0","0","","","","789","","","","","","","","","","","","15.639672","raw_results\google_gemma-4-12B-it\semantic\seed_789\banking77\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1","1","9.005017","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","shadow_kv","","5770.470202","45.928333","0.087466","0.0","4966.147037","40.646709","","","67.769629","google/gemma-4-12B-it","128","63.23004","67.678448","67.598529","","","","","semantic","68779","0","0","0","","","","789","","","","","","","","","","","","14.755872","raw_results\google_gemma-4-12B-it\semantic\seed_789\banking77\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","0.943489878039616","1.0028819809816","8.497301","0.0"
"google_gemma-4-12B-it","hf","8986.392381","0","banking77","cuda","float16","0","0","nvml","shadow_kv_plus","127","5177.504438","37.954086","0.077734","0.9921875","4286.27005","31.610807","","","66.903285","google/gemma-4-12B-it","128","61.560601","65.099673","66.367961","1","127","128","0","semantic","52523","127","127","16256","1","0","0","789","0","255","0.0","0","0","0","0","0","0.0","128","0","14.946949","raw_results\google_gemma-4-12B-it\semantic\seed_789\banking77\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","0.955707316912765","1.04260886225957","8.265086","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","no_cache","","5871.885974","44.73803","0.083807","0.0","4884.43235","39.191257","","","69.846163","google/gemma-4-12B-it","128","70.080723","70.523799","68.804693","","","","","semantic","68779","0","0","0","","","","999","","","","","","","","","","","","14.317179","raw_results\google_gemma-4-12B-it\semantic\seed_999\banking77\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1","1","8.243551","0.0"
"google_gemma-4-12B-it","hf","0.0","0","banking77","cuda","float16","","","nvml","shadow_kv","","6079.823701","45.205056","0.085898","0.0","4917.70615","39.701212","","","64.532565","google/gemma-4-12B-it","128","65.407316","65.866213","66.468332","","","","","semantic","68779","0","0","0","","","","999","","","","","","","","","","","","15.496052","raw_results\google_gemma-4-12B-it\semantic\seed_999\banking77\shadow_kv\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1.08233979232036","1.070712825102","8.92354","0.0"
"google_gemma-4-12B-it","hf","8364.635041","0","banking77","cuda","float16","0","0","nvml","shadow_kv_plus","127","5041.598586","39.785281","0.075577","0.9921875","4379.536478","35.092761","","","61.290334","google/gemma-4-12B-it","128","62.958011","66.02177","64.87292","1","127","128","0","semantic","52523","127","127","16256","1","0","0","999","0","255","0.0","0","0","0","0","0","0.0","128","0","16.315786","raw_results\google_gemma-4-12B-it\semantic\seed_999\banking77\shadow_kv_plus\benchmark_hf_google_gemma-4-12B-it_public_dataset_banking77_semantic_cuda.json","1.13959507872807","1.06819006821538","9.022","0.0"
"google_gemma-4-12B-it","hf","0.0","0","cnn_dailymail","cuda","float16","","","nvml","no_cache","","8477.879","66.2334296875","0.07557658500927115","0.0","7331.152588730098","57.27462959945389","","","96.97800060075679","google/gemma-4-12B-it","128","95.7324559931294","103.43752744520316","104.00911671502399","","","","","semantic","112176","0","0","0","","","","42","","","","","","","","","","","","10.311617003910435","raw_results\google_gemma-4-12B-it\semantic\seed_42\cnn_dailymail\no_cache\benchmark_hf_google_gemma-4-12B-it_public_dataset_cnn_dailymail_semantic_cuda.json","1","1","6.735650677138302","0.0"
