rep,source_root,phase,dataset,mode,baseline,seed,path,n_requests,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_rps,prompt_tokens_total,total_tokens_total,cached_tokens_total_response_usage,vllm_prefix_cache_queries_delta,vllm_prefix_cache_hits_delta,vllm_prompt_tokens_cached_delta,vllm_local_cache_hit_tokens_delta,gpu_energy_j,idle_adjusted_gpu_energy_j,gpu_joules_per_request,idle_adjusted_joules_per_request,gpu_joules_per_prompt_token,energy_source,energy_error,admission_controller_enabled,admission_selected_preset,admission_allow_total,admission_bypass_total,admission_write_through_bypass_total,admission_bypass_store_successes
1,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc_meritkv,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/ag_news/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.422877,6.829047,8.16569,9.390543,134.707084,43476,43732,25606,43476.0,26520.36,25606.0,25606.0,603.956,519.402,2.359203,2.028915,0.013892,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc_meritkv,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/ag_news/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.311733,6.726794,8.018977,9.221824,136.754721,43476,43732,25606,43476.0,26520.36,25606.0,25606.0,597.927,514.217,2.335652,2.008661,0.013753,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc_meritkv,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/ag_news/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.312192,6.727217,8.01961,9.222551,136.746141,43476,43732,25606,43476.0,26520.36,25606.0,25606.0,597.952,514.239,2.33575,2.008745,0.013754,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc_meritkv,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/ag_news/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.312776,6.727754,8.02038,9.223437,136.735227,43476,43732,25606,43476.0,26520.36,25606.0,25606.0,597.983,514.265,2.335871,2.008849,0.013754,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_vllm_5rep,full,ag_news,rag,vllm_apc_meritkv,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/ag_news/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,7.313271,6.728209,8.021004,9.224155,136.725975,43476,43732,25606,43476.0,26520.36,25606.0,25606.0,598.011,514.289,2.33598,2.008943,0.013755,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_no_cache,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/ag_news/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.208124,8.471474,10.190386,11.718944,108.589758,40916,41172,0,0.0,0.0,0.0,0.0,770.837,662.92,3.011082,2.589531,0.01884,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_no_cache,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/ag_news/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.076112,8.350023,10.013764,11.515829,110.169188,40916,41172,0,0.0,0.0,0.0,0.0,763.635,656.726,2.982949,2.565336,0.018663,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_no_cache,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/ag_news/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.075505,8.349465,10.013256,11.515244,110.176556,40916,41172,0,0.0,0.0,0.0,0.0,763.564,656.665,2.982672,2.565098,0.018662,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_no_cache,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/ag_news/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.074899,8.348907,10.012749,11.514661,110.183917,40916,41172,0,0.0,0.0,0.0,0.0,763.492,656.603,2.982391,2.564856,0.01866,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_no_cache,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/ag_news/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,9.073736,8.347837,10.011567,11.513302,110.19804,40916,41172,0,0.0,0.0,0.0,0.0,763.382,656.509,2.981961,2.564486,0.018657,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.496655,6.896923,8.29635,9.540802,133.380534,40916,41172,25184,40916.0,24958.76,25184.0,25184.0,603.428,518.948,2.357141,2.027141,0.014748,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.384422,6.793668,8.147305,9.369401,131.783049,40916,41172,25184,40916.0,24958.76,25184.0,25184.0,597.406,513.769,2.333617,2.006911,0.014601,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.385008,6.794207,8.148084,9.370297,131.791392,40916,41172,25184,40916.0,24958.76,25184.0,25184.0,597.437,513.796,2.333738,2.007015,0.014602,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.385594,6.794746,8.148862,9.371191,131.799735,40916,41172,25184,40916.0,24958.76,25184.0,25184.0,597.468,513.822,2.333859,2.007119,0.014602,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.385964,6.795087,8.149353,9.371756,131.804996,40916,41172,25184,40916.0,24958.76,25184.0,25184.0,597.488,513.84,2.333938,2.007186,0.014603,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc_meritkv,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/ag_news/templated/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.473492,6.875613,8.270715,9.511322,133.793938,40916,41172,25494,40916.0,24958.76,25494.0,25494.0,602.123,517.826,2.352043,2.022757,0.014716,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc_meritkv,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/ag_news/templated/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.361591,6.772664,8.122115,9.340432,135.827698,40916,41172,25494,40916.0,24958.76,25494.0,25494.0,596.113,512.657,2.328566,2.002567,0.014569,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc_meritkv,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/ag_news/templated/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.362178,6.773204,8.122895,9.341329,135.816856,40916,41172,25494,40916.0,24958.76,25494.0,25494.0,596.144,512.684,2.328688,2.002671,0.01457,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc_meritkv,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/ag_news/templated/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.362766,6.773745,8.123674,9.342225,135.806016,40916,41172,25494,40916.0,24958.76,25494.0,25494.0,596.176,512.711,2.328813,2.002779,0.014571,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_vllm_5rep,full,ag_news,templated,vllm_apc_meritkv,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/ag_news/templated/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,7.363138,6.774087,8.124168,9.342793,135.799145,40916,41172,25494,40916.0,24958.76,25494.0,25494.0,596.196,512.729,2.328891,2.002846,0.014571,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_no_cache,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/daily_dialog/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.387683,8.636668,11.00671,12.657716,106.513511,53705,53961,0,0.0,0.0,0.0,0.0,839.461,721.936,3.279145,2.820064,0.015631,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_no_cache,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/daily_dialog/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.201907,8.465754,10.756102,12.369517,108.663898,53705,53961,0,0.0,0.0,0.0,0.0,827.018,711.235,3.230539,2.778264,0.015399,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_no_cache,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/daily_dialog/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.252448,8.512252,10.815355,12.437658,108.070316,53705,53961,0,0.0,0.0,0.0,0.0,831.538,715.123,3.248195,2.793448,0.015483,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_no_cache,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/daily_dialog/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.251838,8.511691,10.814817,12.43704,108.077442,53705,53961,0,0.0,0.0,0.0,0.0,831.461,715.056,3.247895,2.793189,0.015482,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_no_cache,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/daily_dialog/rag/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,9.250665,8.510612,10.813555,12.435588,108.091157,53705,53961,0,0.0,0.0,0.0,0.0,831.341,714.953,3.247426,2.792786,0.01548,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.597742,6.989923,8.90807,10.244281,131.606877,53705,53961,33760,53705.0,32760.05,33760.0,33760.0,653.271,561.813,2.55184,2.194582,0.012164,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.483995,6.885275,8.748036,10.060241,130.030635,53705,53961,33760,53705.0,32760.05,33760.0,33760.0,646.751,556.206,2.526371,2.172679,0.012043,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.484589,6.885822,8.748872,10.061203,130.038867,53705,53961,33760,53705.0,32760.05,33760.0,33760.0,646.785,556.235,2.526504,2.172793,0.012043,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.485183,6.886368,8.749708,10.062164,130.047099,53705,53961,33760,53705.0,32760.05,33760.0,33760.0,646.819,556.264,2.526637,2.172908,0.012044,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.485557,6.886712,8.750235,10.06277,130.05229,53705,53961,33760,53705.0,32760.05,33760.0,33760.0,646.841,556.283,2.526723,2.172981,0.012044,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc_meritkv,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/daily_dialog/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.574446,6.96849,8.880757,10.212871,132.011645,53705,53961,34184,53705.0,32760.05,34184.0,34184.0,651.869,560.607,2.546363,2.189872,0.012138,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc_meritkv,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/daily_dialog/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.460884,6.864013,8.721022,10.029175,134.020982,53705,53961,34184,53705.0,32760.05,34184.0,34184.0,645.353,555.004,2.52091,2.167983,0.012017,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc_meritkv,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/daily_dialog/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.461628,6.864698,8.722033,10.030338,134.007615,53705,53961,34184,53705.0,32760.05,34184.0,34184.0,645.396,555.041,2.521078,2.168127,0.012017,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc_meritkv,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/daily_dialog/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.462224,6.865246,8.72287,10.031301,133.996919,53705,53961,34184,53705.0,32760.05,34184.0,34184.0,645.43,555.07,2.521211,2.168241,0.012018,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,rag,vllm_apc_meritkv,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/daily_dialog/rag/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,7.462602,6.865594,8.723401,10.031911,133.99014,53705,53961,34184,53705.0,32760.05,34184.0,34184.0,645.452,555.089,2.521297,2.168315,0.012018,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_no_cache,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/daily_dialog/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.210289,8.473466,11.139094,12.809958,108.565142,50377,50633,0,0.0,0.0,0.0,0.0,788.506,678.115,3.080102,2.648887,0.015652,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_no_cache,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/daily_dialog/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.078205,8.351949,10.945978,12.587875,110.144719,50377,50633,0,0.0,0.0,0.0,0.0,781.135,671.776,3.051309,2.624125,0.015506,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_no_cache,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/daily_dialog/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.077608,8.351399,10.945435,12.58725,110.151963,50377,50633,0,0.0,0.0,0.0,0.0,781.063,671.714,3.051027,2.623884,0.015504,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_no_cache,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/daily_dialog/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.01877,8.297268,10.874667,12.505867,110.870581,50377,50633,0,0.0,0.0,0.0,0.0,775.98,667.343,3.031172,2.606808,0.015403,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_no_cache,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/daily_dialog/templated/vllm_no_cache/benchmark_vllm_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,9.075858,8.349789,10.943615,12.585157,110.173194,50377,50633,0,0.0,0.0,0.0,0.0,780.879,671.556,3.050309,2.623265,0.015501,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_apc,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,7.422911,6.829078,8.977406,10.324017,134.706766,50377,50633,33472,50377.0,30729.969999999998,33472.0,33472.0,611.044,525.498,2.386891,2.052726,0.012129,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_apc,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,7.311781,6.726839,8.816127,10.138546,133.093397,50377,50633,33472,50377.0,30729.969999999998,33472.0,33472.0,604.946,520.254,2.36307,2.03224,0.012008,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_apc,456,/home/benchmark/gemma4_vllm_5rep/full/rep_456/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,7.312362,6.727373,8.816969,10.139514,133.101823,50377,50633,33472,50377.0,30729.969999999998,33472.0,33472.0,604.977,520.28,2.363191,2.032345,0.012009,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_apc,789,/home/benchmark/gemma4_vllm_5rep/full/rep_789/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,7.312942,6.727907,8.817811,10.140483,133.110249,50377,50633,33472,50377.0,30729.969999999998,33472.0,33472.0,605.009,520.308,2.363316,2.032452,0.01201,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_apc,999,/home/benchmark/gemma4_vllm_5rep/full/rep_999/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,7.313308,6.728243,8.818342,10.141093,133.115562,50377,50633,33472,50377.0,30729.969999999998,33472.0,33472.0,605.029,520.325,2.363395,2.032519,0.01201,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_apc_meritkv,42,/home/benchmark/gemma4_vllm_5rep/full/rep_42/daily_dialog/templated/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,7.39996,6.807963,8.94965,10.292097,135.124545,50377,50633,33916,50377.0,30729.969999999998,33916.0,33916.0,609.722,524.361,2.381727,2.048285,0.012103,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_vllm_5rep,full,daily_dialog,templated,vllm_apc_meritkv,123,/home/benchmark/gemma4_vllm_5rep/full/rep_123/daily_dialog/templated/vllm_apc_meritkv/benchmark_vllm_apc_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,7.28916,6.706027,8.788851,10.107179,137.178532,50377,50633,33916,50377.0,30729.969999999998,33916.0,33916.0,603.635,519.126,2.357949,2.027836,0.011982,nvml,,True,balanced,200,56,56,0
