model_slug,model,rep,dataset,mode,baseline,runner_baseline,seed,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_rps,idle_adjusted_joules_per_request,gpu_energy_j,prompt_tokens_total,completion_tokens_total,cached_tokens_total,cached_tokens_mean,admission_plans_total,admission_allow_total,admission_bypass_total,admission_bypass_store_successes,store_successes,lmcache_retrieve_events,lmcache_store_events,benchmark_path
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,daily_dialog,templated,sglang_radix_attention,sglang_radix_attention,20261000,43.78411837205931,43.43314055586234,47.59941893280484,49.13716114242561,22.83933163852733,17.20793895301441,5502.468,54350,256,36325,141.89453125,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_daily_dialog_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,daily_dialog,templated,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20261000,42.99874757634825,42.79604653129354,46.4443072269205,48.04785716114566,23.256491325111448,17.438195348394313,5528.919,54350,256,36325,141.89453125,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/daily_dialog/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_daily_dialog_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,dolly,rag,lmcache_no_native_radix,lmcache,20261061,48.919180452685396,46.079833002295345,66.32644424098544,71.37311264523305,20.44187966246081,23.04740862715582,7118.019,52765,256,512,2.0,0,0,0,0,0,2,55,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/dolly/rag/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,dolly,rag,sglang_radix_attention,sglang_radix_attention,20261061,43.898551397887786,42.882460926193744,49.98576399520971,55.70858779246918,22.779794962621835,16.95473734334826,5454.628,52765,256,36517,142.64453125,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/dolly/rag/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,dolly,rag,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20261061,43.12179255339288,42.221038485877216,48.96024148911238,54.34402134851552,23.19013057636257,17.015652711112793,5479.099,52765,256,36517,142.64453125,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/dolly/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,dolly,templated,lmcache_no_native_radix,lmcache,20261060,48.52743381343316,45.83156353328377,62.14120480581187,69.64000889565794,20.606900497655907,22.512710103566548,6998.274,50282,256,512,2.0,0,0,0,0,0,2,63,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/dolly/templated/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,dolly,templated,sglang_radix_attention,sglang_radix_attention,20261060,43.89693182247356,42.89135197177529,49.62444325792603,55.02816989901475,22.780635422178594,17.151367257185253,5476.583,50282,256,31886,124.5546875,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/dolly/templated/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,dolly,templated,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20261060,43.19790578028915,42.279635032173246,48.019077512435615,53.93599331728183,23.1492703624603,17.069236081987373,5463.18,50282,256,31886,124.5546875,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/dolly/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,samsum,rag,lmcache_no_native_radix,lmcache,20261021,54.08316338343866,54.75685599958524,70.52529000793584,72.88336848141626,18.490042694252235,25.485033807544735,7944.267,74479,256,768,3.0,0,0,0,0,0,3,150,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/samsum/rag/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_samsum_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,samsum,rag,sglang_radix_attention,sglang_radix_attention,20261021,46.459268304715806,45.27350148418918,56.15261971252039,56.78204789874144,21.52423050318457,20.08357334698818,6293.528,74479,256,39727,155.18359375,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/samsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_samsum_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,samsum,rag,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20261021,45.67375330543655,44.53760897740722,54.654761450365186,56.25980845070444,21.894412603068684,19.99367611183352,6281.038,74479,256,39727,155.18359375,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/samsum/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_samsum_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,samsum,templated,lmcache_no_native_radix,lmcache,20261020,53.16454644798796,54.015514557249844,70.23195529473014,72.13210579939185,18.809527529371888,25.101381728065167,7844.199,71360,256,1024,4.0,0,0,0,0,0,4,138,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/samsum/templated/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_samsum_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,samsum,templated,sglang_radix_attention,sglang_radix_attention,20261020,46.55586329636208,45.46888102777302,55.88857547263615,56.86849488411099,21.479571619889626,20.179359503359255,6301.09,71360,256,35886,140.1796875,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/samsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_samsum_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,samsum,templated,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20261020,45.636009247118636,44.469175045378506,54.374036291847005,55.38199614966288,21.912520759319854,20.05952804799164,6295.109,71360,256,35886,140.1796875,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/samsum/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_samsum_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,xsum,rag,lmcache_no_native_radix,lmcache,20261081,64.85735774640489,66.56698056031018,78.19655997445807,81.72364556230605,15.418451117143006,31.769973333929208,9877.906,112828,256,2048,8.0,0,0,0,0,0,7,241,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/xsum/rag/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_xsum_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,xsum,rag,sglang_radix_attention,sglang_radix_attention,20261081,54.50632730662619,56.09919456765056,64.5920455281157,65.8873072359711,18.346493873536634,26.177730084049774,8035.07,112828,256,35934,140.3671875,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/xsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_xsum_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,xsum,rag,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20261081,53.26073159858424,54.75631699664518,63.33906474174,65.1364873861894,18.775558840175258,25.874391529887085,8060.892,112828,256,35934,140.3671875,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/xsum/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_xsum_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,xsum,templated,lmcache_no_native_radix,lmcache,20261080,63.039951184237,66.10552192432806,77.20911243814044,86.6609440243337,15.86295644610283,30.715859860964187,9531.665,106176,256,1792,7.0,0,0,0,0,0,6,223,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/xsum/templated/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_xsum_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,xsum,templated,sglang_radix_attention,sglang_radix_attention,20261080,53.93165789109844,55.56972656631842,64.2972347268369,67.25129241822286,18.541985154976157,25.70497204930603,7929.578,106176,256,32077,125.30078125,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/xsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_xsum_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,1,xsum,templated,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20261080,52.82389542708188,54.445752524770796,63.79994467715733,65.70733481203206,18.930826511657028,25.33355165247759,7907.439,106176,256,32077,125.30078125,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_1/xsum/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_xsum_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,ag_news,rag,lmcache_no_native_radix,lmcache,20262041,46.92020385618889,46.706873981747776,49.06807251973078,56.09236234449778,21.31278037633883,21.79686883966897,6753.449,48880,256,0,0.0,0,0,0,0,0,0,2,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/ag_news/rag/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_ag_news_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,ag_news,rag,sglang_radix_attention,sglang_radix_attention,20262041,43.41734734680358,43.304143473505974,45.57270629447885,47.217637690482654,23.032268462011896,16.78756680303147,5427.749,48880,256,33204,129.703125,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/ag_news/rag/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_ag_news_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,ag_news,rag,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20262041,42.77485434749906,42.64951194636524,44.89166851271875,46.58816699520685,23.37822104258007,16.771627080021535,5393.658,48880,256,33204,129.703125,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/ag_news/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_ag_news_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,ag_news,templated,lmcache_no_native_radix,lmcache,20262040,46.44967792046373,46.34221806190908,48.295626271283254,54.17907395167274,21.52867457363882,21.199981523924556,6669.312,45789,256,0,0.0,0,0,0,0,0,0,2,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/ag_news/templated/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_ag_news_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,ag_news,templated,sglang_radix_attention,sglang_radix_attention,20262040,43.13504774472676,42.93922148644924,45.18820100929588,46.9235747703351,23.18300436151133,16.846366477744183,5388.956,45789,256,30388,118.703125,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_ag_news_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,ag_news,templated,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20262040,42.51218209083163,42.38514002645388,44.17865475988947,46.436534944223226,23.522669287203314,16.89630638227483,5401.312,45789,256,30388,118.703125,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/ag_news/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_ag_news_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,daily_dialog,rag,lmcache_no_native_radix,lmcache,20262001,49.20238823297041,47.32625850010663,61.65494554443285,66.12292298814279,20.324216687715623,23.021130944296054,7116.568,58051,256,1024,4.0,0,0,0,0,0,4,61,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/daily_dialog/rag/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_daily_dialog_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,daily_dialog,rag,sglang_radix_attention,sglang_radix_attention,20262001,43.85357231967646,43.42588648432866,47.6266160258092,50.12572709820232,22.803159403078197,17.299221855077185,5519.13,58051,256,39936,156.0,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_daily_dialog_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,daily_dialog,rag,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20262001,43.169046472485206,42.809291975572705,47.25703728036024,52.5507516635116,23.164746078822315,17.363550396033503,5530.466,58051,256,39936,156.0,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/daily_dialog/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_daily_dialog_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,daily_dialog,templated,lmcache_no_native_radix,lmcache,20262000,48.56237391686591,47.21322550904006,60.5868564452976,63.01051187328994,20.59207405535618,22.86885834489144,7044.345,54558,256,256,1.0,0,0,0,0,0,1,44,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/daily_dialog/templated/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_daily_dialog_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,daily_dialog,templated,sglang_radix_attention,sglang_radix_attention,20262000,43.84526275453027,43.55096205836162,46.943711437052116,49.52419805922544,22.807481063542628,17.5174366603258,5561.838,54558,256,36182,141.3359375,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_daily_dialog_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,daily_dialog,templated,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20262000,43.10086658688306,42.88330103736371,46.05043347692117,47.89775602403096,23.201389651509498,17.315822999107873,5572.599,54558,256,36182,141.3359375,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/daily_dialog/templated/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_daily_dialog_templated.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,dolly,rag,lmcache_no_native_radix,lmcache,20262061,49.57431302227633,46.25704698264599,64.82310630963184,71.48307058378121,20.171736914450992,23.224258961860233,7180.514,55674,256,0,0.0,0,0,0,0,0,0,69,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/dolly/rag/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,dolly,rag,sglang_radix_attention,sglang_radix_attention,20262061,44.13023909501135,43.00300352042541,49.7178029618226,55.861549510154866,22.66019900429327,17.46131949483853,5577.314,55674,256,36455,142.40234375,0,0,0,0,0,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/dolly/rag/sglang_radix_attention/benchmark_sglang_radix_attention_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,dolly,rag,sglang_radix_attention_shadowkv_plus,sglang_radix_attention_shadowkv_plus,20262061,43.48452621616161,42.58680052589625,48.689163726521656,55.54528633947484,22.99668610919202,17.323076651921426,5589.505,55674,256,36455,142.40234375,256,255,1,1,256,0,0,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/dolly/rag/sglang_radix_attention_shadowkv_plus/benchmark_sglang_radix_attention_shadowkv_plus_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_rag.json
qwen25_14b,Qwen/Qwen2.5-14B-Instruct,2,dolly,templated,lmcache_no_native_radix,lmcache,20262060,48.4075439476328,45.7242174888961,61.91206877701916,67.96042826026674,20.657937140578714,22.56607608982719,7020.553,49539,256,768,3.0,0,0,0,0,0,3,61,/home/jade_hand/research/shadowkv/results_sglang_lmcache_shadowkv_qwen14b_identical_blocks_3reps_2026-06-17/qwen25_14b/rep_2/dolly/templated/lmcache_no_native_radix/benchmark_lmcache_Qwen_Qwen2_5-14B-Instruct_public_dataset_dolly_templated.json
