dataset,early_layer_attempts,early_layer_hits,engine,exact_non_scaffold_policy_total,exact_policy_total,exact_scaffold_hits,hit_rate,logit_guard_attempts,logit_guard_hits,model,n_requests,path_reading,prompt_mode,reuse_successes,reused_prefix_tokens_total,scaffold_bypass_store_successes,scaffold_only_attempts,scaffold_only_hits,seed,semantic_opportunity_estimated_savings_ms,semantic_opportunity_plans_total,semantic_opportunity_reused_tokens_total,semantic_partial_hits,semantic_partial_policy_total,semantic_partial_reused_tokens_total,semantic_scaffold_store_successes,source_json
alpaca_eval,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,,,native_prefix_cache,0,0,0,1.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
alpaca_eval,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/alpaca_eval/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_alpaca_eval_semantic_cuda.json
banking77,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,,,native_prefix_cache,0,0,0,1.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
banking77,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/banking77/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_banking77_semantic_cuda.json
cnn_dailymail,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,,,native_prefix_cache,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
cnn_dailymail,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/cnn_dailymail/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_cnn_dailymail_semantic_cuda.json
daily_dialog,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,,,native_prefix_cache,0,0,0,1.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,3712,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
daily_dialog,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/daily_dialog/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_daily_dialog_semantic_cuda.json
dolly,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,,,native_prefix_cache,0,0,0,1.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,10880,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,0,0,shadow_kv_plus_best_latency,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/shadow_kv_plus_best_latency/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,0,0,shadow_kv_plus_lite,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/shadow_kv_plus_lite/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,0,0,shadow_kv_plus_raw_observer,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/shadow_kv_plus_raw_observer/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
dolly,,,strict_reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/dolly/strict_reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_dolly_semantic_cuda.json
oasst1,,,frequency_speculative,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/frequency_speculative/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
oasst1,,,greedy_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/greedy_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
oasst1,,,native_prefix_cache,0,0,0,1.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,5120,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/native_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
oasst1,,,reactive_prefix_cache,0,0,0,0.9921875,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,127,16256,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/reactive_prefix_cache/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
oasst1,,,shadow_kv,0,0,0,0.0,,,google/gemma-4-31B-it,128,no_reuse_path_executed,semantic,0,0,,,,42,,,,0,0,,,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/shadow_kv/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
oasst1,0,0,shadow_kv_plus,0,127,127,0.9921875,,,google/gemma-4-31B-it,128,exact_scaffold_only,semantic,127,16256,1,0,0,42,0.0,0,0,0,0,0,0,results_blackwell_semantic_gemma31_all_engines_longprefix_n128_20260714/google_gemma-4-31B-it/semantic/seed_42/oasst1/shadow_kv_plus/benchmark_hf_google_gemma-4-31B-it_public_dataset_oasst1_semantic_cuda.json
