model_slug,model_params_B,dataset,mode,engine,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_lmcache_pct
google_gemma-4-E2B-it,2.3,dolly,rag,sglang_radix_attention_shadowkv_plus,35.0487,34.5034,35.5941,28.9188,100,9.41,25.4902
google_gemma-4-E2B-it,2.3,dolly,templated,lmcache_no_native_radix,45.4977,44.852,46.1433,21.467,100,14.84,0.0
google_gemma-4-E2B-it,2.3,dolly,templated,sglang_radix_attention,44.1595,43.1456,45.1734,22.8923,100,12.38,2.9412
google_gemma-4-E2B-it,2.3,dolly,templated,sglang_radix_attention_shadowkv_plus,33.9002,33.0669,34.7336,28.5054,100,9.13,25.4902
google_gemma-4-E2B-it,2.3,daily_dialog,rag,lmcache_no_native_radix,50.0325,48.8918,51.1733,20.1008,105,15.56,0.0
google_gemma-4-E2B-it,2.3,daily_dialog,rag,sglang_radix_attention,48.561,47.2568,49.8652,21.161,105,13.78,2.9412
google_gemma-4-E2B-it,2.3,daily_dialog,rag,sglang_radix_attention_shadowkv_plus,37.2791,36.8824,37.6758,26.3296,105,9.81,25.4902
google_gemma-4-E2B-it,2.3,daily_dialog,templated,lmcache_no_native_radix,46.3191,44.9824,47.6557,22.4019,105,13.38,0.0
google_gemma-4-E2B-it,2.3,daily_dialog,templated,sglang_radix_attention,44.9567,43.9178,45.9956,22.0115,105,14.61,2.9412
google_gemma-4-E2B-it,2.3,daily_dialog,templated,sglang_radix_attention_shadowkv_plus,34.5122,33.8504,35.1741,28.294,105,9.04,25.4902
google_gemma-4-E2B-it,2.3,samsum,rag,lmcache_no_native_radix,58.6963,57.8009,59.5917,17.181,140,19.01,0.0
google_gemma-4-E2B-it,2.3,samsum,rag,sglang_radix_attention,56.9699,55.9452,57.9947,17.0604,140,18.79,2.9412
google_gemma-4-E2B-it,2.3,samsum,rag,sglang_radix_attention_shadowkv_plus,43.7345,42.8515,44.6175,21.9299,140,10.98,25.4902
google_gemma-4-E2B-it,2.3,samsum,templated,lmcache_no_native_radix,56.061,54.7969,57.3252,18.3587,140,16.56,0.0
google_gemma-4-E2B-it,2.3,samsum,templated,sglang_radix_attention,54.4122,53.7989,55.0254,18.1607,140,17.94,2.9412
google_gemma-4-E2B-it,2.3,samsum,templated,sglang_radix_attention_shadowkv_plus,41.771,40.9112,42.6307,25.0678,140,12.36,25.4902
google_gemma-4-E2B-it,2.3,xsum,rag,lmcache_no_native_radix,76.1392,74.2803,77.998,13.3725,220,23.01,0.0
google_gemma-4-E2B-it,2.3,xsum,rag,sglang_radix_attention,73.8998,72.7664,75.0331,13.7226,220,20.45,2.9412
google_gemma-4-E2B-it,2.3,xsum,rag,sglang_radix_attention_shadowkv_plus,56.7311,55.6705,57.7917,17.5454,220,17.08,25.4902
google_gemma-4-E2B-it,2.3,xsum,templated,lmcache_no_native_radix,83.0584,81.7903,84.3265,12.0404,220,23.32,0.0
google_gemma-4-E2B-it,2.3,xsum,templated,sglang_radix_attention,80.6155,78.3379,82.8931,12.8642,220,23.21,2.9412
google_gemma-4-E2B-it,2.3,xsum,templated,sglang_radix_attention_shadowkv_plus,61.8867,60.477,63.2964,16.3346,220,15.89,25.4902
google_gemma-4-E2B-it,2.3,alpaca_eval,rag,lmcache_no_native_radix,55.3038,54.1541,56.4534,18.5858,125,16.69,0.0
google_gemma-4-E2B-it,2.3,alpaca_eval,rag,sglang_radix_attention,53.6772,53.1398,54.2146,18.3023,125,14.56,2.9412
google_gemma-4-E2B-it,2.3,alpaca_eval,rag,sglang_radix_attention_shadowkv_plus,41.2067,40.029,42.3845,25.187,125,12.13,25.4902
google_gemma-4-E2B-it,2.3,alpaca_eval,templated,lmcache_no_native_radix,52.8518,52.2621,53.4416,19.636,125,17.27,0.0
google_gemma-4-E2B-it,2.3,alpaca_eval,templated,sglang_radix_attention,51.2974,50.6965,51.8982,19.4669,125,14.06,2.9412
google_gemma-4-E2B-it,2.3,alpaca_eval,templated,sglang_radix_attention_shadowkv_plus,39.3798,38.3869,40.3726,26.0688,125,10.06,25.4902
google_gemma-4-E2B-it,2.3,oasst1,rag,lmcache_no_native_radix,61.0735,59.7912,62.3558,15.989,150,19.69,0.0
google_gemma-4-E2B-it,2.3,oasst1,rag,sglang_radix_attention,59.2773,58.1828,60.3717,16.3837,150,17.92,2.9412
google_gemma-4-E2B-it,2.3,oasst1,rag,sglang_radix_attention_shadowkv_plus,45.5058,44.3864,46.6252,21.3185,150,12.09,25.4902
google_gemma-4-E2B-it,2.3,oasst1,templated,lmcache_no_native_radix,64.2564,62.7787,65.7342,15.4663,150,19.34,0.0
google_gemma-4-E2B-it,2.3,oasst1,templated,sglang_radix_attention,62.3665,61.5919,63.1411,15.5928,150,18.1,2.9412
google_gemma-4-E2B-it,2.3,oasst1,templated,sglang_radix_attention_shadowkv_plus,47.8773,46.8352,48.9194,20.323,150,12.47,25.4902
google_gemma-4-E2B-it,2.3,ultrachat,rag,lmcache_no_native_radix,65.2751,63.7985,66.7518,14.9045,175,21.17,0.0
google_gemma-4-E2B-it,2.3,ultrachat,rag,sglang_radix_attention,63.3553,61.6325,65.0781,15.1066,175,18.01,2.9412
google_gemma-4-E2B-it,2.3,ultrachat,rag,sglang_radix_attention_shadowkv_plus,48.6364,47.4993,49.7735,19.9732,175,12.44,25.4902
google_gemma-4-E2B-it,2.3,ultrachat,templated,lmcache_no_native_radix,71.1712,69.6467,72.6958,14.0122,175,22.57,0.0
google_gemma-4-E2B-it,2.3,ultrachat,templated,sglang_radix_attention,69.078,67.2716,70.8843,14.0282,175,19.05,2.9412
google_gemma-4-E2B-it,2.3,ultrachat,templated,sglang_radix_attention_shadowkv_plus,53.0295,52.0421,54.017,18.7133,175,14.54,25.4902
google_gemma-4-E2B-it,2.3,cnn_dailymail,rag,lmcache_no_native_radix,76.5987,74.8011,78.3963,13.6871,200,21.13,0.0
google_gemma-4-E2B-it,2.3,cnn_dailymail,rag,sglang_radix_attention,74.3458,73.0037,75.6879,13.2345,200,23.92,2.9412
google_gemma-4-E2B-it,2.3,cnn_dailymail,rag,sglang_radix_attention_shadowkv_plus,57.0735,56.219,57.9281,16.9785,200,15.59,25.4902
google_gemma-4-E2B-it,2.3,cnn_dailymail,templated,lmcache_no_native_radix,74.2983,73.1414,75.4552,13.1225,200,24.18,0.0
google_gemma-4-E2B-it,2.3,cnn_dailymail,templated,sglang_radix_attention,72.1131,70.7528,73.4733,14.3682,200,21.85,2.9412
google_gemma-4-E2B-it,2.3,cnn_dailymail,templated,sglang_radix_attention_shadowkv_plus,55.3595,54.7499,55.9691,18.9656,200,16.31,25.4902
google_gemma-4-12B-it,12.0,ag_news,rag,lmcache_no_native_radix,70.0247,68.0271,72.0223,14.7786,90,86.71,0.0
google_gemma-4-12B-it,12.0,ag_news,rag,sglang_radix_attention,52.1753,51.1467,53.2038,18.6175,90,67.86,25.4902
google_gemma-4-12B-it,12.0,ag_news,rag,sglang_radix_attention_shadowkv_plus,49.4292,48.8769,49.9815,19.9861,90,66.2,29.4118
google_gemma-4-12B-it,12.0,ag_news,templated,lmcache_no_native_radix,65.3172,63.6397,66.9946,15.241,90,85.33,0.0
google_gemma-4-12B-it,12.0,ag_news,templated,sglang_radix_attention,48.6677,47.2492,50.0862,21.5655,90,65.3,25.4902
google_gemma-4-12B-it,12.0,ag_news,templated,sglang_radix_attention_shadowkv_plus,46.1063,44.9827,47.2298,20.9403,90,53.99,29.4118
google_gemma-4-12B-it,12.0,banking77,rag,lmcache_no_native_radix,61.6329,60.3026,62.9631,16.2936,75,85.83,0.0
google_gemma-4-12B-it,12.0,banking77,rag,sglang_radix_attention,45.9225,45.4108,46.4343,21.9591,75,60.97,25.4902
google_gemma-4-12B-it,12.0,banking77,rag,sglang_radix_attention_shadowkv_plus,43.5056,42.3285,44.6826,22.1982,75,58.0,29.4118
google_gemma-4-12B-it,12.0,banking77,templated,lmcache_no_native_radix,56.4014,55.6278,57.175,17.8986,75,77.46,0.0
google_gemma-4-12B-it,12.0,banking77,templated,sglang_radix_attention,42.0246,41.4066,42.6425,22.8911,75,60.11,25.4902
google_gemma-4-12B-it,12.0,banking77,templated,sglang_radix_attention_shadowkv_plus,39.8128,39.2186,40.4069,25.355,75,49.76,29.4118
google_gemma-4-12B-it,12.0,dolly,rag,lmcache_no_native_radix,71.4256,69.8776,72.9737,14.0325,100,103.01,0.0
google_gemma-4-12B-it,12.0,dolly,rag,sglang_radix_attention,53.2191,52.4695,53.9687,19.1965,100,66.92,25.4902
google_gemma-4-12B-it,12.0,dolly,rag,sglang_radix_attention_shadowkv_plus,50.4181,49.5148,51.3214,20.1747,100,59.08,29.4118
google_gemma-4-12B-it,12.0,dolly,templated,lmcache_no_native_radix,70.6836,68.9139,72.4534,13.5428,100,93.01,0.0
google_gemma-4-12B-it,12.0,dolly,templated,sglang_radix_attention,52.6662,51.0879,54.2446,19.9295,100,63.92,25.4902
google_gemma-4-12B-it,12.0,dolly,templated,sglang_radix_attention_shadowkv_plus,49.8943,49.1827,50.606,19.5718,100,66.18,29.4118
google_gemma-4-12B-it,12.0,daily_dialog,rag,lmcache_no_native_radix,77.3468,75.2132,79.4805,12.7601,105,95.6,0.0
google_gemma-4-12B-it,12.0,daily_dialog,rag,sglang_radix_attention,57.631,56.0937,59.1683,17.705,105,78.18,25.4902
google_gemma-4-12B-it,12.0,daily_dialog,rag,sglang_radix_attention_shadowkv_plus,54.5978,52.9738,56.2217,18.5978,105,60.09,29.4118
google_gemma-4-12B-it,12.0,daily_dialog,templated,lmcache_no_native_radix,76.8717,75.6428,78.1007,13.2212,105,110.95,0.0
google_gemma-4-12B-it,12.0,daily_dialog,templated,sglang_radix_attention,57.277,56.5504,58.0036,16.7876,105,70.03,25.4902
google_gemma-4-12B-it,12.0,daily_dialog,templated,sglang_radix_attention_shadowkv_plus,54.2624,53.1194,55.4054,18.0094,105,67.63,29.4118
google_gemma-4-12B-it,12.0,samsum,rag,lmcache_no_native_radix,93.1141,91.8038,94.4244,10.8837,140,117.72,0.0
google_gemma-4-12B-it,12.0,samsum,rag,sglang_radix_attention,69.3791,68.0075,70.7508,14.9978,140,98.43,25.4902
google_gemma-4-12B-it,12.0,samsum,rag,sglang_radix_attention_shadowkv_plus,65.7276,64.949,66.5062,15.098,140,76.65,29.4118
google_gemma-4-12B-it,12.0,samsum,templated,lmcache_no_native_radix,86.6067,84.405,88.8085,11.7048,140,109.45,0.0
google_gemma-4-12B-it,12.0,samsum,templated,sglang_radix_attention,64.5305,62.9286,66.1325,15.5766,140,84.39,25.4902
google_gemma-4-12B-it,12.0,samsum,templated,sglang_radix_attention_shadowkv_plus,61.1342,60.511,61.7573,15.6627,140,80.35,29.4118
google_gemma-4-12B-it,12.0,xsum,rag,lmcache_no_native_radix,130.0977,127.3771,132.8183,7.9437,220,175.47,0.0
google_gemma-4-12B-it,12.0,xsum,rag,sglang_radix_attention,96.9356,95.6791,98.192,9.9318,220,123.69,25.4902
google_gemma-4-12B-it,12.0,xsum,rag,sglang_radix_attention_shadowkv_plus,91.8337,89.2642,94.4032,11.2117,220,120.19,29.4118
google_gemma-4-12B-it,12.0,xsum,templated,lmcache_no_native_radix,130.0351,128.1884,131.8818,7.4976,220,158.83,0.0
google_gemma-4-12B-it,12.0,xsum,templated,sglang_radix_attention,96.8889,94.4084,99.3695,10.7176,220,126.15,25.4902
google_gemma-4-12B-it,12.0,xsum,templated,sglang_radix_attention_shadowkv_plus,91.7895,89.7322,93.8468,10.5181,220,121.68,29.4118
google_gemma-4-12B-it,12.0,alpaca_eval,rag,lmcache_no_native_radix,87.2502,84.6742,89.8261,11.8175,125,124.6,0.0
google_gemma-4-12B-it,12.0,alpaca_eval,rag,sglang_radix_attention,65.0099,64.3276,65.6923,15.7462,125,83.36,25.4902
google_gemma-4-12B-it,12.0,alpaca_eval,rag,sglang_radix_attention_shadowkv_plus,61.5883,59.8259,63.3508,16.7276,125,80.66,29.4118
google_gemma-4-12B-it,12.0,alpaca_eval,templated,lmcache_no_native_radix,86.7968,85.4657,88.1279,11.8523,125,106.14,0.0
google_gemma-4-12B-it,12.0,alpaca_eval,templated,sglang_radix_attention,64.6721,62.8973,66.4469,16.0171,125,81.05,25.4902
google_gemma-4-12B-it,12.0,alpaca_eval,templated,sglang_radix_attention_shadowkv_plus,61.2683,59.655,62.8816,16.2569,125,71.88,29.4118
google_gemma-4-12B-it,12.0,oasst1,rag,lmcache_no_native_radix,98.4649,97.032,99.8977,9.6721,150,122.63,0.0
google_gemma-4-12B-it,12.0,oasst1,rag,sglang_radix_attention,73.366,72.1506,74.5813,14.1269,150,106.44,25.4902
google_gemma-4-12B-it,12.0,oasst1,rag,sglang_radix_attention_shadowkv_plus,69.5046,68.4215,70.5877,14.5911,150,83.14,29.4118
google_gemma-4-12B-it,12.0,oasst1,templated,lmcache_no_native_radix,100.2419,98.1644,102.3193,10.414,150,122.78,0.0
google_gemma-4-12B-it,12.0,oasst1,templated,sglang_radix_attention,74.69,72.4936,76.8865,12.9583,150,108.27,25.4902
google_gemma-4-12B-it,12.0,oasst1,templated,sglang_radix_attention_shadowkv_plus,70.759,69.6757,71.8423,13.5791,150,85.25,29.4118
google_gemma-4-12B-it,12.0,ultrachat,rag,lmcache_no_native_radix,108.9725,107.1991,110.7459,9.2741,175,144.92,0.0
google_gemma-4-12B-it,12.0,ultrachat,rag,sglang_radix_attention,81.1952,79.7577,82.6327,12.4103,175,102.45,25.4902
google_gemma-4-12B-it,12.0,ultrachat,rag,sglang_radix_attention_shadowkv_plus,76.9218,75.0621,78.7814,12.3524,175,101.89,29.4118
google_gemma-4-12B-it,12.0,ultrachat,templated,lmcache_no_native_radix,106.9473,104.339,109.5556,9.5766,175,146.75,0.0
google_gemma-4-12B-it,12.0,ultrachat,templated,sglang_radix_attention,79.6862,78.3089,81.0636,12.0096,175,109.21,25.4902
google_gemma-4-12B-it,12.0,ultrachat,templated,sglang_radix_attention_shadowkv_plus,75.4922,74.2387,76.7457,12.9999,175,98.57,29.4118
google_gemma-4-12B-it,12.0,cnn_dailymail,rag,lmcache_no_native_radix,119.5468,117.6333,121.4603,8.2054,200,155.72,0.0
google_gemma-4-12B-it,12.0,cnn_dailymail,rag,sglang_radix_attention,89.0741,87.4665,90.6817,10.9972,200,109.38,25.4902
google_gemma-4-12B-it,12.0,cnn_dailymail,rag,sglang_radix_attention_shadowkv_plus,84.386,82.8325,85.9394,12.3722,200,106.67,29.4118
google_gemma-4-12B-it,12.0,cnn_dailymail,templated,lmcache_no_native_radix,121.688,118.9731,124.4029,8.0542,200,163.01,0.0
google_gemma-4-12B-it,12.0,cnn_dailymail,templated,sglang_radix_attention,90.6695,89.7621,91.577,10.794,200,118.62,25.4902
google_gemma-4-12B-it,12.0,cnn_dailymail,templated,sglang_radix_attention_shadowkv_plus,85.8974,84.0421,87.7528,11.8219,200,104.12,29.4118
google_gemma-4-26B-A4B-it,26.0,ag_news,rag,lmcache_no_native_radix,82.7424,81.5613,83.9234,12.0533,90,237.84,0.0
google_gemma-4-26B-A4B-it,26.0,ag_news,rag,sglang_radix_attention,71.4958,69.6426,73.349,13.5248,90,174.45,13.5922
google_gemma-4-26B-A4B-it,26.0,ag_news,rag,sglang_radix_attention_shadowkv_plus,65.8726,64.5347,67.2104,15.3826,90,155.95,20.3883
google_gemma-4-26B-A4B-it,26.0,ag_news,templated,lmcache_no_native_radix,85.8738,83.725,88.0226,11.8462,90,215.92,0.0
google_gemma-4-26B-A4B-it,26.0,ag_news,templated,sglang_radix_attention,74.2016,73.1641,75.2391,12.8359,90,187.37,13.5922
google_gemma-4-26B-A4B-it,26.0,ag_news,templated,sglang_radix_attention_shadowkv_plus,68.3655,67.0322,69.6988,15.1388,90,153.07,20.3883
google_gemma-4-26B-A4B-it,26.0,banking77,rag,lmcache_no_native_radix,72.6254,70.9844,74.2664,13.3485,75,200.84,0.0
google_gemma-4-26B-A4B-it,26.0,banking77,rag,sglang_radix_attention,62.754,61.506,64.002,15.5273,75,172.2,13.5922
google_gemma-4-26B-A4B-it,26.0,banking77,rag,sglang_radix_attention_shadowkv_plus,57.8183,57.2337,58.4029,17.7296,75,149.19,20.3883
google_gemma-4-26B-A4B-it,26.0,banking77,templated,lmcache_no_native_radix,70.3703,69.0682,71.6724,13.75,75,204.41,0.0
google_gemma-4-26B-A4B-it,26.0,banking77,templated,sglang_radix_attention,60.8054,59.5675,62.0433,15.7062,75,153.69,13.5922
google_gemma-4-26B-A4B-it,26.0,banking77,templated,sglang_radix_attention_shadowkv_plus,56.023,54.5122,57.5337,17.7721,75,145.42,20.3883
google_gemma-4-26B-A4B-it,26.0,dolly,rag,lmcache_no_native_radix,91.0951,88.3843,93.8059,11.0823,100,264.22,0.0
google_gemma-4-26B-A4B-it,26.0,dolly,rag,sglang_radix_attention,78.7132,76.5227,80.9037,12.8475,100,218.64,13.5922
google_gemma-4-26B-A4B-it,26.0,dolly,rag,sglang_radix_attention_shadowkv_plus,72.5223,71.0649,73.9797,14.2447,100,179.24,20.3883
google_gemma-4-26B-A4B-it,26.0,dolly,templated,lmcache_no_native_radix,93.1524,90.8354,95.4694,10.7079,100,235.94,0.0
google_gemma-4-26B-A4B-it,26.0,dolly,templated,sglang_radix_attention,80.4909,79.288,81.6938,12.5948,100,225.57,13.5922
google_gemma-4-26B-A4B-it,26.0,dolly,templated,sglang_radix_attention_shadowkv_plus,74.1602,72.6454,75.675,13.6552,100,173.37,20.3883
google_gemma-4-26B-A4B-it,26.0,daily_dialog,rag,lmcache_no_native_radix,88.7894,87.3941,90.1847,11.0055,105,227.75,0.0
google_gemma-4-26B-A4B-it,26.0,daily_dialog,rag,sglang_radix_attention,76.721,75.1249,78.317,12.5629,105,193.18,13.5922
google_gemma-4-26B-A4B-it,26.0,daily_dialog,rag,sglang_radix_attention_shadowkv_plus,70.6867,68.9988,72.3747,14.4389,105,157.97,20.3883
google_gemma-4-26B-A4B-it,26.0,daily_dialog,templated,lmcache_no_native_radix,91.8498,89.9345,93.7651,10.7956,105,230.08,0.0
google_gemma-4-26B-A4B-it,26.0,daily_dialog,templated,sglang_radix_attention,79.3654,77.9048,80.8259,13.11,105,214.74,13.5922
google_gemma-4-26B-A4B-it,26.0,daily_dialog,templated,sglang_radix_attention_shadowkv_plus,73.1232,71.3747,74.8716,14.1634,105,188.52,20.3883
google_gemma-4-26B-A4B-it,26.0,samsum,rag,lmcache_no_native_radix,112.0316,110.8981,113.1652,8.7937,140,313.23,0.0
google_gemma-4-26B-A4B-it,26.0,samsum,rag,sglang_radix_attention,96.804,94.1837,99.4244,10.7985,140,253.42,13.5922
google_gemma-4-26B-A4B-it,26.0,samsum,rag,sglang_radix_attention_shadowkv_plus,89.1902,86.9649,91.4156,11.2637,140,222.86,20.3883
google_gemma-4-26B-A4B-it,26.0,samsum,templated,lmcache_no_native_radix,110.2192,108.6333,111.8051,9.0146,140,265.66,0.0
google_gemma-4-26B-A4B-it,26.0,samsum,templated,sglang_radix_attention,95.238,93.6453,96.8306,10.6881,140,248.58,13.5922
google_gemma-4-26B-A4B-it,26.0,samsum,templated,sglang_radix_attention_shadowkv_plus,87.7473,86.5802,88.9145,11.3592,140,198.82,20.3883
google_gemma-4-26B-A4B-it,26.0,xsum,rag,lmcache_no_native_radix,157.4891,155.8293,159.149,6.2824,220,424.47,0.0
google_gemma-4-26B-A4B-it,26.0,xsum,rag,sglang_radix_attention,136.0828,134.6483,137.5174,7.4534,220,335.73,13.5922
google_gemma-4-26B-A4B-it,26.0,xsum,rag,sglang_radix_attention_shadowkv_plus,125.3797,122.9682,127.7912,7.6171,220,299.52,20.3883
google_gemma-4-26B-A4B-it,26.0,xsum,templated,lmcache_no_native_radix,151.1008,148.602,153.5995,6.791,220,392.36,0.0
google_gemma-4-26B-A4B-it,26.0,xsum,templated,sglang_radix_attention,130.5628,127.2935,133.8321,7.9134,220,330.21,13.5922
google_gemma-4-26B-A4B-it,26.0,xsum,templated,sglang_radix_attention_shadowkv_plus,120.2938,118.8938,121.6938,7.9134,220,296.81,20.3883
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,rag,lmcache_no_native_radix,109.9765,108.107,111.846,9.2294,125,309.11,0.0
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,rag,sglang_radix_attention,95.0282,92.8392,97.2172,10.7907,125,275.61,13.5922
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,rag,sglang_radix_attention_shadowkv_plus,87.5541,86.3295,88.7787,10.8737,125,199.44,20.3883
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,templated,lmcache_no_native_radix,100.8255,98.4672,103.1837,9.9816,125,253.16,0.0
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,templated,sglang_radix_attention,87.121,85.0311,89.211,11.7846,125,216.42,13.5922
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,templated,sglang_radix_attention_shadowkv_plus,80.2688,78.4913,82.0464,12.767,125,181.36,20.3883
google_gemma-4-26B-A4B-it,26.0,oasst1,rag,lmcache_no_native_radix,122.7981,119.2008,126.3954,7.8243,150,295.77,0.0
google_gemma-4-26B-A4B-it,26.0,oasst1,rag,sglang_radix_attention,106.1071,104.384,107.8302,9.5916,150,308.22,13.5922
google_gemma-4-26B-A4B-it,26.0,oasst1,rag,sglang_radix_attention_shadowkv_plus,97.7616,96.0084,99.5147,10.4489,150,219.04,20.3883
google_gemma-4-26B-A4B-it,26.0,oasst1,templated,lmcache_no_native_radix,121.2667,118.5328,124.0007,7.918,150,340.27,0.0
google_gemma-4-26B-A4B-it,26.0,oasst1,templated,sglang_radix_attention,104.7839,101.9541,107.6136,9.6393,150,257.7,13.5922
google_gemma-4-26B-A4B-it,26.0,oasst1,templated,sglang_radix_attention_shadowkv_plus,96.5424,93.6774,99.4075,10.6509,150,229.12,20.3883
google_gemma-4-26B-A4B-it,26.0,ultrachat,rag,lmcache_no_native_radix,131.608,129.3165,133.8995,7.6029,175,339.09,0.0
google_gemma-4-26B-A4B-it,26.0,ultrachat,rag,sglang_radix_attention,113.7195,110.6501,116.789,9.077,175,278.73,13.5922
google_gemma-4-26B-A4B-it,26.0,ultrachat,rag,sglang_radix_attention_shadowkv_plus,104.7753,101.7142,107.8364,9.6736,175,273.36,20.3883
google_gemma-4-26B-A4B-it,26.0,ultrachat,templated,lmcache_no_native_radix,135.3054,132.7739,137.837,7.5635,175,393.56,0.0
google_gemma-4-26B-A4B-it,26.0,ultrachat,templated,sglang_radix_attention,116.9144,115.1137,118.7151,8.8169,175,313.48,13.5922
google_gemma-4-26B-A4B-it,26.0,ultrachat,templated,sglang_radix_attention_shadowkv_plus,107.7189,105.6001,109.8377,9.2236,175,275.89,20.3883
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,rag,lmcache_no_native_radix,142.1745,138.3309,146.018,7.2662,200,347.05,0.0
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,rag,sglang_radix_attention,122.8498,119.4551,126.2444,7.9315,200,324.59,13.5922
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,rag,sglang_radix_attention_shadowkv_plus,113.1874,110.6739,115.7009,8.728,200,250.98,20.3883
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,templated,lmcache_no_native_radix,150.6533,148.5989,152.7077,6.4467,200,424.77,0.0
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,templated,sglang_radix_attention,130.1762,127.9883,132.364,7.9741,200,360.33,13.5922
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,templated,sglang_radix_attention_shadowkv_plus,119.9376,118.0755,121.7997,7.9292,200,319.93,20.3883
google_gemma-4-31B-it,31.0,ag_news,rag,lmcache_no_native_radix,83.655,81.6137,85.6963,11.9402,90,274.25,0.0
google_gemma-4-31B-it,31.0,ag_news,rag,sglang_radix_attention,55.2285,53.9134,56.5437,18.3708,90,171.85,33.9806
google_gemma-4-31B-it,31.0,ag_news,rag,sglang_radix_attention_shadowkv_plus,51.9798,50.6357,53.3239,18.4553,90,140.78,37.8641
google_gemma-4-31B-it,31.0,ag_news,templated,lmcache_no_native_radix,88.9452,87.511,90.3793,11.3346,90,275.79,0.0
google_gemma-4-31B-it,31.0,ag_news,templated,sglang_radix_attention,58.7211,57.5103,59.9318,16.9028,90,192.06,33.9806
google_gemma-4-31B-it,31.0,ag_news,templated,sglang_radix_attention_shadowkv_plus,55.2669,54.3486,56.1852,18.4611,90,151.24,37.8641
google_gemma-4-31B-it,31.0,banking77,rag,lmcache_no_native_radix,74.9052,73.9754,75.8351,12.9398,75,215.74,0.0
google_gemma-4-31B-it,31.0,banking77,rag,sglang_radix_attention,49.452,48.4275,50.4765,20.7518,75,144.45,33.9806
google_gemma-4-31B-it,31.0,banking77,rag,sglang_radix_attention_shadowkv_plus,46.5431,45.8762,47.2099,21.4515,75,139.48,37.8641
google_gemma-4-31B-it,31.0,banking77,templated,lmcache_no_native_radix,80.4759,78.8267,82.1251,12.1564,75,230.83,0.0
google_gemma-4-31B-it,31.0,banking77,templated,sglang_radix_attention,53.1297,52.3921,53.8673,18.3089,75,155.01,33.9806
google_gemma-4-31B-it,31.0,banking77,templated,sglang_radix_attention_shadowkv_plus,50.0044,49.4902,50.5186,20.0665,75,136.94,37.8641
google_gemma-4-31B-it,31.0,dolly,rag,lmcache_no_native_radix,98.4072,96.3341,100.4804,10.3625,100,283.84,0.0
google_gemma-4-31B-it,31.0,dolly,rag,sglang_radix_attention,64.9679,63.1898,66.746,15.3782,100,217.63,33.9806
