[2026-06-17 05:56:16] INFO:     127.0.0.1:43388 - "GET /health HTTP/1.1" 503 Service Unavailable
[2026-06-17 05:56:39] INFO:     127.0.0.1:47736 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47738 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47742 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47744 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47760 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47766 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47774 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47790 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47796 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47804 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47818 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47820 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47834 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47848 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47852 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47866 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47880 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47886 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47900 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47906 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47922 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47932 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47942 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47952 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47968 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47978 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47980 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:47990 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:48006 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:48010 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:48026 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:48038 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:48044 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:48054 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:39] INFO:     127.0.0.1:48066 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48072 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48088 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48092 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48098 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48114 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48128 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48138 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48152 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48160 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48164 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48178 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48190 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48198 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48208 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48212 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48214 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48216 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48228 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48238 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48242 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48258 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48264 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48278 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48292 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48298 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48304 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48312 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48324 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48336 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48352 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48358 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48374 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48390 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48392 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48408 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48424 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48436 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48438 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48446 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48460 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:40] INFO:     127.0.0.1:48464 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48476 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48484 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48490 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48500 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48508 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48518 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48532 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48534 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48538 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48542 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48544 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48556 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48560 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48566 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48568 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48584 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48596 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48602 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48612 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48626 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48636 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48646 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48652 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48666 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48682 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48686 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48698 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48704 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48706 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48718 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48730 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48740 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48754 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48760 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48770 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48786 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48796 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48802 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48810 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:41] INFO:     127.0.0.1:48824 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48836 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48852 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48856 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48858 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48866 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48880 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48886 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48896 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48912 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48916 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48920 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48924 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48926 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48936 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48962 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48964 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48972 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48980 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48986 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:48996 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49000 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49004 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49010 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49020 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49026 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49038 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49046 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49048 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49052 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49056 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49070 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49078 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49092 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49096 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49100 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49114 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49128 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49144 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49146 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:42] INFO:     127.0.0.1:49154 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49162 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49176 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49178 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49186 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49196 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49200 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49216 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49218 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49228 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49236 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49248 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49262 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49272 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49278 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49288 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49296 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49298 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49302 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49318 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49322 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49336 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49340 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49354 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49360 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49376 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49388 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49404 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49410 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49424 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49430 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49440 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49456 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49464 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49470 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49474 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49486 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49498 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49510 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49526 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49540 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:43] INFO:     127.0.0.1:49542 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49554 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49560 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49562 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49566 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49580 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49596 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49600 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49616 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49622 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49634 - "POST /v1/chat/completions HTTP/1.1" 200 OK
[2026-06-17 05:56:44] INFO:     127.0.0.1:49638 - "POST /v1/chat/completions HTTP/1.1" 200 OK
