rep,source_root,phase,dataset,mode,baseline,seed,path,n_requests,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_rps,prompt_tokens_total,total_tokens_total,cached_tokens_total_response_usage,vllm_prefix_cache_queries_delta,vllm_prefix_cache_hits_delta,vllm_prompt_tokens_cached_delta,vllm_local_cache_hit_tokens_delta,gpu_energy_j,idle_adjusted_gpu_energy_j,gpu_joules_per_request,idle_adjusted_joules_per_request,gpu_joules_per_prompt_token,energy_source,energy_error,admission_controller_enabled,admission_selected_preset,admission_allow_total,admission_bypass_total,admission_write_through_bypass_total,admission_bypass_store_successes
1,/home/benchmark/gemma4_sglang_5rep,full,ag_news,rag,sglang_radix_attention_meritkv,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/ag_news/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,19.808164,18.223511,21.435454,24.650772,50.481655,45780,46036,30796,45780.0,27925.8,30796.0,30796.0,1260.793,1084.282,4.924973,4.235476,0.02754,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_sglang_5rep,full,ag_news,rag,sglang_radix_attention_meritkv,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/ag_news/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,19.452199,17.896023,20.973235,24.11922,51.405441,45780,46036,30796,45780.0,27925.8,30796.0,30796.0,1245.689,1071.293,4.865973,4.184736,0.02721,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_sglang_5rep,full,ag_news,rag,sglang_radix_attention_meritkv,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/ag_news/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,19.454081,17.897755,20.975674,24.122025,51.400468,45780,46036,30796,45780.0,27925.8,30796.0,30796.0,1245.768,1071.36,4.866281,4.185002,0.027212,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_sglang_5rep,full,ag_news,rag,sglang_radix_attention_meritkv,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/ag_news/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,19.455065,17.89866,20.977143,24.123714,51.397871,45780,46036,30796,45780.0,27925.8,30796.0,30796.0,1245.808,1071.395,4.866437,4.185136,0.027213,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_sglang_5rep,full,ag_news,rag,sglang_radix_attention_meritkv,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/ag_news/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_rag.json,256,19.457164,17.900591,20.979666,24.126616,51.392324,45780,46036,30796,45780.0,27925.8,30796.0,30796.0,1245.899,1071.473,4.866793,4.185442,0.027215,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_no_cache,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/ag_news/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,24.306227,22.361729,26.417735,30.380395,41.139961,43220,43476,0,0.0,0.0,0.0,0.0,1594.255,1371.059,6.227559,5.3557,0.036887,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_no_cache,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/ag_news/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,23.88497,21.974172,25.864911,29.744648,41.865542,43220,43476,0,0.0,0.0,0.0,0.0,1576.179,1355.514,6.156949,5.294976,0.036469,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_no_cache,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/ag_news/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,24.016966,22.095609,26.008356,29.909609,41.635451,43220,43476,0,0.0,0.0,0.0,0.0,1584.838,1362.961,6.190773,5.324065,0.036669,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_no_cache,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/ag_news/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,24.015759,22.094498,26.007557,29.908691,41.637543,43220,43476,0,0.0,0.0,0.0,0.0,1584.708,1362.849,6.190266,5.323628,0.036666,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_no_cache,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/ag_news/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,23.87971,21.969333,25.860543,29.739624,41.874763,43220,43476,0,0.0,0.0,0.0,0.0,1575.698,1355.1,6.15507,5.29336,0.036458,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,20.011827,18.410881,21.750276,25.012817,49.968312,43220,43476,27843,43220.0,26364.2,27843.0,27843.0,1262.1,1085.406,4.930078,4.239867,0.029202,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.652308,18.080123,21.281382,24.473589,49.250154,43220,43476,27843,43220.0,26364.2,27843.0,27843.0,1246.984,1072.406,4.871031,4.189087,0.028852,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.654185,18.08185,21.283831,24.476406,49.253904,43220,43476,27843,43220.0,26364.2,27843.0,27843.0,1247.063,1072.474,4.87134,4.189352,0.028854,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.656063,18.083578,21.28628,24.479222,49.257655,43220,43476,27843,43220.0,26364.2,27843.0,27843.0,1247.142,1072.542,4.871648,4.189618,0.028856,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.657247,18.084667,21.287824,24.480998,49.26002,43220,43476,27843,43220.0,26364.2,27843.0,27843.0,1247.192,1072.585,4.871844,4.189786,0.028857,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention_meritkv,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/ag_news/templated/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.846739,18.259,21.570847,24.806474,50.383956,43220,43476,28201,43220.0,26364.2,28201.0,28201.0,1254.812,1079.138,4.901609,4.215384,0.029033,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention_meritkv,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/ag_news/templated/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.490081,17.930875,21.105708,24.271564,51.305955,43220,43476,28201,43220.0,26364.2,28201.0,28201.0,1239.779,1066.21,4.842887,4.164883,0.028685,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention_meritkv,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/ag_news/templated/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.491064,17.931779,21.107185,24.273263,51.303366,43220,43476,28201,43220.0,26364.2,28201.0,28201.0,1239.818,1066.243,4.843039,4.165014,0.028686,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention_meritkv,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/ag_news/templated/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.49295,17.933514,21.109639,24.276085,51.298403,43220,43476,28201,43220.0,26364.2,28201.0,28201.0,1239.898,1066.312,4.843352,4.165282,0.028688,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_sglang_5rep,full,ag_news,templated,sglang_radix_attention_meritkv,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/ag_news/templated/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_ag_news_templated.json,256,19.495056,17.935452,21.112179,24.279006,51.292863,43220,43476,28201,43220.0,26364.2,28201.0,28201.0,1239.989,1066.391,4.843707,4.165588,0.02869,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_no_cache,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/daily_dialog/rag/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,25.115837,23.10657,27.313531,31.410561,39.813809,56009,56265,0,0.0,0.0,0.0,0.0,1705.916,1467.088,6.663734,5.730812,0.030458,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_no_cache,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/daily_dialog/rag/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,24.680444,22.706008,26.741847,30.753124,40.516174,56009,56265,0,0.0,0.0,0.0,0.0,1686.566,1450.447,6.588148,5.665808,0.030112,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_no_cache,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/daily_dialog/rag/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,24.679208,22.704871,26.74103,30.752184,40.518202,56009,56265,0,0.0,0.0,0.0,0.0,1686.428,1450.328,6.587609,5.665344,0.03011,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_no_cache,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/daily_dialog/rag/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,24.677975,22.703737,26.740216,30.751248,40.520227,56009,56265,0,0.0,0.0,0.0,0.0,1686.289,1450.209,6.587066,5.664877,0.030107,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_no_cache,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/daily_dialog/rag/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,24.675083,22.701076,26.737412,30.748024,40.524976,56009,56265,0,0.0,0.0,0.0,0.0,1686.057,1450.009,6.58616,5.664098,0.030103,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.556779,18.912237,22.355545,25.708877,48.643669,56009,56265,37462,56009.0,34165.49,37462.0,37462.0,1342.554,1154.596,5.244352,4.510142,0.02397,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.187469,18.572471,21.873602,25.154642,47.944549,56009,56265,37462,56009.0,34165.49,37462.0,37462.0,1326.475,1140.768,5.181543,4.456127,0.023683,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.189398,18.574246,21.876119,25.157537,47.9482,56009,56265,37462,56009.0,34165.49,37462.0,37462.0,1326.559,1140.841,5.181871,4.456409,0.023685,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.191327,18.576021,21.878636,25.160431,47.951851,56009,56265,37462,56009.0,34165.49,37462.0,37462.0,1326.643,1140.913,5.182199,4.456691,0.023686,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.192543,18.57714,21.880223,25.162256,47.954154,56009,56265,37462,56009.0,34165.49,37462.0,37462.0,1326.696,1140.959,5.182406,4.456869,0.023687,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention_meritkv,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/daily_dialog/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.386241,18.755342,22.170084,25.495597,49.05059,56009,56265,37963,56009.0,34165.49,37963.0,37963.0,1334.758,1147.892,5.213898,4.483953,0.023831,nvml,,True,balanced,200,56,56,0
2,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention_meritkv,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/daily_dialog/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.019888,18.418297,21.692024,24.945828,49.948189,56009,56265,37963,56009.0,34165.49,37963.0,37963.0,1318.767,1134.14,5.151434,4.430233,0.023546,nvml,,True,balanced,200,56,56,0
3,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention_meritkv,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/daily_dialog/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.021825,18.420079,21.694546,24.948728,49.943356,56009,56265,37963,56009.0,34165.49,37963.0,37963.0,1318.852,1134.213,5.151766,4.430518,0.023547,nvml,,True,balanced,200,56,56,0
4,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention_meritkv,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/daily_dialog/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.023762,18.421861,21.697069,24.951629,49.938525,56009,56265,37963,56009.0,34165.49,37963.0,37963.0,1318.936,1134.285,5.152094,4.430801,0.023549,nvml,,True,balanced,200,56,56,0
5,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,rag,sglang_radix_attention_meritkv,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/daily_dialog/rag/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_rag.json,256,20.024998,18.422998,21.698675,24.953476,49.935443,56009,56265,37963,56009.0,34165.49,37963.0,37963.0,1318.99,1134.331,5.152305,4.430982,0.02355,nvml,,True,balanced,200,56,56,0
1,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_no_cache,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/daily_dialog/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,25.177073,23.162907,27.155094,31.228358,39.717,52681,52937,0,0.0,0.0,0.0,0.0,1720.961,1480.026,6.722504,5.781353,0.032668,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_no_cache,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/daily_dialog/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,24.740663,22.76141,26.586774,30.57479,40.417584,52681,52937,0,0.0,0.0,0.0,0.0,1701.443,1463.241,6.646262,5.715785,0.032297,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_no_cache,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/daily_dialog/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,24.876872,22.886722,26.733669,30.743719,40.196283,52681,52937,0,0.0,0.0,0.0,0.0,1710.756,1471.25,6.682641,5.747071,0.032474,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_no_cache,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/daily_dialog/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,24.875639,22.885588,26.732866,30.742796,40.198277,52681,52937,0,0.0,0.0,0.0,0.0,1710.616,1471.13,6.682094,5.746601,0.032471,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_no_cache,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/daily_dialog/templated/sglang_no_cache/benchmark_sglang_no_cache_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,24.735257,22.756436,26.58233,30.569679,40.426418,52681,52937,0,0.0,0.0,0.0,0.0,1700.927,1462.797,6.644246,5.714052,0.032287,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_radix_attention,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,20.585019,18.938217,22.202268,25.532608,48.576969,52681,52937,34147,52681.0,32135.41,34147.0,34147.0,1352.956,1163.542,5.284984,4.545087,0.025682,nvml,,False,,0,0,0,0
2,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_radix_attention,123,/home/benchmark/gemma4_sglang_5rep/full/rep_123/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,20.215202,18.597986,21.72363,24.982174,47.878807,52681,52937,34147,52681.0,32135.41,34147.0,34147.0,1336.752,1149.607,5.221687,4.490651,0.025374,nvml,,False,,0,0,0,0
3,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_radix_attention,456,/home/benchmark/gemma4_sglang_5rep/full/rep_456/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,20.217133,18.599762,21.72613,24.985049,47.882454,52681,52937,34147,52681.0,32135.41,34147.0,34147.0,1336.837,1149.68,5.22202,4.490937,0.025376,nvml,,False,,0,0,0,0
4,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_radix_attention,789,/home/benchmark/gemma4_sglang_5rep/full/rep_789/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,20.219064,18.601539,21.728629,24.987923,47.8861,52681,52937,34147,52681.0,32135.41,34147.0,34147.0,1336.922,1149.753,5.222352,4.491222,0.025378,nvml,,False,,0,0,0,0
5,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_radix_attention,999,/home/benchmark/gemma4_sglang_5rep/full/rep_999/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,20.220282,18.602659,21.730206,24.989737,47.888399,52681,52937,34147,52681.0,32135.41,34147.0,34147.0,1336.975,1149.798,5.222559,4.4914,0.025379,nvml,,False,,0,0,0,0
1,/home/benchmark/gemma4_sglang_5rep,full,daily_dialog,templated,sglang_radix_attention_meritkv,42,/home/benchmark/gemma4_sglang_5rep/full/rep_42/daily_dialog/templated/sglang_radix_attention_meritkv/benchmark_sglang_radix_attention_meritkv_google_gemma-4-E2B-it_public_dataset_daily_dialog_templated.json,256,20.414475,18.781317,22.018325,25.321074,48.982785,52681,52937,34589,52681.0,32135.41,34589.0,34589.0,1345.11,1156.795,5.254336,4.518729,0.025533,nvml,,True,balanced,200,56,56,0
