model_slug,model_params_B,dataset,mode,engine,seed,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_no_cache_pct
gemma4_e2b,2.3,ag_news,templated,lmcache,999,9.303104,9.024011,9.582197,105.210341,0,903.476,16.7861
gemma4_e2b,2.3,ag_news,templated,lmcache_meritkv,999,9.288613,9.009955,9.567271,107.651341,0,902.49,16.9157
gemma4_e2b,2.3,daily_dialog,rag,lmcache_no_cache,42,12.208471,11.842217,12.574725,81.905562,0,1307.153,0.0
gemma4_e2b,2.3,daily_dialog,rag,lmcache,42,10.073864,9.771648,10.37608,99.260989,256,1037.117,17.4846
gemma4_e2b,2.3,daily_dialog,rag,lmcache_meritkv,42,10.050085,9.748582,10.351588,99.495841,256,1035.403,17.6794
gemma4_e2b,2.3,daily_dialog,rag,lmcache_no_cache,123,12.069977,11.707878,12.432076,82.845367,0,1296.241,0.0
gemma4_e2b,2.3,daily_dialog,rag,lmcache,123,9.95321,9.654614,10.251806,98.309948,256,1027.801,17.5375
gemma4_e2b,2.3,daily_dialog,rag,lmcache_meritkv,123,9.929119,9.631245,10.226993,100.707995,256,1026.06,17.7371
gemma4_e2b,2.3,daily_dialog,rag,lmcache_no_cache,456,12.06899,11.70692,12.43106,82.852148,0,1296.114,0.0
gemma4_e2b,2.3,daily_dialog,rag,lmcache,456,9.95384,9.655225,10.252455,98.314915,256,1027.85,17.5255
gemma4_e2b,2.3,daily_dialog,rag,lmcache_meritkv,456,9.929886,9.631989,10.227783,100.700222,256,1026.118,17.724
gemma4_e2b,2.3,daily_dialog,rag,lmcache_no_cache,789,11.990614,11.630896,12.350332,83.393705,0,1287.676,0.0
gemma4_e2b,2.3,daily_dialog,rag,lmcache,789,9.954471,9.655837,10.253105,98.319882,256,1027.899,16.9811
gemma4_e2b,2.3,daily_dialog,rag,lmcache_meritkv,789,9.936738,9.638636,10.23484,100.630778,256,1026.617,17.129
gemma4_e2b,2.3,daily_dialog,rag,lmcache_no_cache,999,12.06635,11.704359,12.428341,82.870273,0,1295.797,0.0
gemma4_e2b,2.3,daily_dialog,rag,lmcache,999,9.954868,9.656222,10.253514,98.323014,256,1027.929,17.4989
gemma4_e2b,2.3,daily_dialog,rag,lmcache_meritkv,999,9.931216,9.63328,10.229152,100.686731,256,1026.22,17.6949
gemma4_e2b,2.3,daily_dialog,templated,lmcache_no_cache,42,12.156634,11.791935,12.521333,82.253864,0,1275.376,0.0
gemma4_e2b,2.3,daily_dialog,templated,lmcache,42,10.060457,9.758643,10.362271,99.392117,256,1014.867,17.2431
gemma4_e2b,2.3,daily_dialog,templated,lmcache_meritkv,42,10.039509,9.738324,10.340694,99.599504,256,1013.388,17.4154
gemma4_e2b,2.3,daily_dialog,templated,lmcache_no_cache,123,12.018749,11.658187,12.379311,83.197517,0,1264.731,0.0
gemma4_e2b,2.3,daily_dialog,templated,lmcache,123,9.939964,9.641765,10.238163,98.43982,256,1005.751,17.2962
gemma4_e2b,2.3,daily_dialog,templated,lmcache_meritkv,123,9.918671,9.621111,10.216231,100.812918,256,1004.243,17.4733
gemma4_e2b,2.3,daily_dialog,templated,lmcache_no_cache,456,12.017762,11.657229,12.378295,83.204355,0,1264.607,0.0
gemma4_e2b,2.3,daily_dialog,templated,lmcache,456,9.940593,9.642375,10.238811,98.444793,256,1005.799,17.2842
gemma4_e2b,2.3,daily_dialog,templated,lmcache_meritkv,456,9.919436,9.621853,10.217019,100.805139,256,1004.3,17.4602
gemma4_e2b,2.3,daily_dialog,templated,lmcache_no_cache,789,11.939488,11.581303,12.297673,83.749832,0,1256.35,0.0
gemma4_e2b,2.3,daily_dialog,templated,lmcache,789,9.941222,9.642985,10.239459,98.449766,256,1005.846,16.7366
gemma4_e2b,2.3,daily_dialog,templated,lmcache_meritkv,789,9.926279,9.628491,10.224067,100.73564,256,1004.788,16.8618
gemma4_e2b,2.3,daily_dialog,templated,lmcache_no_cache,999,12.015122,11.654668,12.375576,83.222636,0,1264.296,0.0
gemma4_e2b,2.3,daily_dialog,templated,lmcache,999,9.941619,9.64337,10.239868,98.452903,256,1005.876,17.2574
gemma4_e2b,2.3,daily_dialog,templated,lmcache_meritkv,999,9.920765,9.623142,10.218388,100.791634,256,1004.399,17.431
gemma4_e2b,2.3,dolly,rag,lmcache_no_cache,42,11.558827,11.212062,11.905592,86.508611,0,1235.365,0.0
gemma4_e2b,2.3,dolly,rag,lmcache,42,9.611031,9.3227,9.899362,104.040662,768,987.684,16.8512
gemma4_e2b,2.3,dolly,rag,lmcache_meritkv,42,9.595292,9.307433,9.883151,104.211318,768,986.552,16.9873
gemma4_e2b,2.3,dolly,rag,lmcache_no_cache,123,11.427758,11.084925,11.770591,87.500803,0,1225.058,0.0
gemma4_e2b,2.3,dolly,rag,lmcache,123,9.495921,9.211043,9.780799,103.043826,768,978.812,16.9048
gemma4_e2b,2.3,dolly,rag,lmcache_meritkv,123,9.479799,9.195405,9.764193,105.480929,768,977.649,17.0459
gemma4_e2b,2.3,dolly,rag,lmcache_no_cache,456,11.426811,11.084007,11.769615,87.508054,0,1224.937,0.0
gemma4_e2b,2.3,dolly,rag,lmcache,456,9.496522,9.211626,9.781418,103.049032,768,978.859,16.8926
gemma4_e2b,2.3,dolly,rag,lmcache_meritkv,456,9.480531,9.196115,9.764947,105.472787,768,977.705,17.0326
gemma4_e2b,2.3,dolly,rag,lmcache_no_cache,789,11.425863,11.083087,11.768639,87.515316,0,1224.816,0.0
gemma4_e2b,2.3,dolly,rag,lmcache,789,9.497123,9.212209,9.782037,103.054238,768,978.905,16.8805
gemma4_e2b,2.3,dolly,rag,lmcache_meritkv,789,9.481263,9.196825,9.765701,105.464646,768,977.761,17.0193
gemma4_e2b,2.3,dolly,rag,lmcache_no_cache,999,11.424283,11.081555,11.767011,87.527423,0,1224.634,0.0
gemma4_e2b,2.3,dolly,rag,lmcache,999,9.497502,9.212577,9.782427,103.057521,768,978.934,16.8657
gemma4_e2b,2.3,dolly,rag,lmcache_meritkv,999,9.481802,9.197348,9.766256,105.458651,768,977.801,17.0031
gemma4_e2b,2.3,dolly,templated,lmcache_no_cache,42,11.292571,10.953794,11.631348,88.548231,0,1118.17,0.0
gemma4_e2b,2.3,dolly,templated,lmcache,42,9.417343,9.134823,9.699863,106.180392,768,896.623,16.6059
gemma4_e2b,2.3,dolly,templated,lmcache_meritkv,42,9.404546,9.12241,9.686682,106.324869,768,895.77,16.7192
gemma4_e2b,2.3,dolly,templated,lmcache_no_cache,123,11.164543,10.829607,11.499479,89.563645,0,1108.843,0.0
gemma4_e2b,2.3,dolly,templated,lmcache,123,9.304552,9.025415,9.583689,105.163055,768,888.569,16.6598
gemma4_e2b,2.3,dolly,templated,lmcache_meritkv,123,9.29135,9.012609,9.57009,107.620227,768,887.687,16.7781
gemma4_e2b,2.3,dolly,templated,lmcache_no_cache,456,11.163612,10.828704,11.49852,89.571115,0,1108.733,0.0
gemma4_e2b,2.3,dolly,templated,lmcache,456,9.305141,9.025987,9.584295,105.168368,768,888.611,16.6476
gemma4_e2b,2.3,dolly,templated,lmcache_meritkv,456,9.292067,9.013305,9.570829,107.61192,768,887.737,16.7647
gemma4_e2b,2.3,dolly,templated,lmcache_no_cache,789,11.162682,10.827802,11.497562,89.578579,0,1108.622,0.0
gemma4_e2b,2.3,dolly,templated,lmcache,789,9.305731,9.026559,9.584903,105.173681,768,888.653,16.6353
gemma4_e2b,2.3,dolly,templated,lmcache_meritkv,789,9.292784,9.014,9.571568,107.603614,768,887.788,16.7513
gemma4_e2b,2.3,dolly,templated,lmcache_no_cache,999,11.161132,10.826298,11.495966,89.591017,0,1108.457,0.0
gemma4_e2b,2.3,dolly,templated,lmcache,999,9.306102,9.026919,9.585285,105.177032,768,888.68,16.6204
gemma4_e2b,2.3,dolly,templated,lmcache_meritkv,999,9.293312,9.014513,9.572111,107.597499,768,887.825,16.735
gemma4_e2b,2.3,samsum,rag,lmcache_no_cache,42,14.068671,13.646611,14.490731,71.075458,0,1528.847,0.0
gemma4_e2b,2.3,samsum,rag,lmcache,42,11.616502,11.268007,11.964997,86.079034,2049,1213.816,17.43
gemma4_e2b,2.3,samsum,rag,lmcache_meritkv,42,11.589626,11.241937,11.937315,86.278651,2051,1211.85,17.621
gemma4_e2b,2.3,samsum,rag,lmcache_no_cache,123,13.909081,13.491809,14.326353,71.890965,0,1516.085,0.0
gemma4_e2b,2.3,samsum,rag,lmcache,123,11.477372,11.133051,11.821693,85.254292,2049,1202.913,17.4829
gemma4_e2b,2.3,samsum,rag,lmcache_meritkv,123,11.450124,11.10662,11.793628,87.329818,2051,1200.914,17.6788
gemma4_e2b,2.3,samsum,rag,lmcache_no_cache,456,13.907941,13.490703,14.325179,71.896857,0,1515.936,0.0
gemma4_e2b,2.3,samsum,rag,lmcache,456,11.478099,11.133756,11.822442,85.258599,2049,1202.97,17.4709
gemma4_e2b,2.3,samsum,rag,lmcache_meritkv,456,11.451009,11.107479,11.794539,87.32307,2051,1200.983,17.6657
gemma4_e2b,2.3,samsum,rag,lmcache_no_cache,789,13.906803,13.489599,14.324007,71.902743,0,1515.788,0.0
gemma4_e2b,2.3,samsum,rag,lmcache,789,11.478826,11.134461,11.823191,85.262907,2049,1203.027,17.4589
gemma4_e2b,2.3,samsum,rag,lmcache_meritkv,789,11.451894,11.108337,11.795451,87.316323,2051,1201.051,17.6526
gemma4_e2b,2.3,samsum,rag,lmcache_no_cache,999,13.904897,13.48775,14.322044,71.912601,0,1515.565,0.0
gemma4_e2b,2.3,samsum,rag,lmcache,999,11.479284,11.134905,11.823663,85.265623,2049,1203.063,17.4443
gemma4_e2b,2.3,samsum,rag,lmcache_meritkv,999,11.452546,11.10897,11.796122,87.311351,2051,1201.101,17.6366
gemma4_e2b,2.3,samsum,templated,lmcache_no_cache,42,13.603822,13.195707,14.011937,73.504471,0,1471.238,0.0
gemma4_e2b,2.3,samsum,templated,lmcache,42,11.321825,10.98217,11.66148,88.31984,1536,1177.349,16.7747
gemma4_e2b,2.3,samsum,templated,lmcache_meritkv,42,11.304217,10.96509,11.643344,88.45741,1537,1176.067,16.9041
gemma4_e2b,2.3,samsum,templated,lmcache_no_cache,123,13.449574,13.046087,13.853061,74.347471,0,1458.965,0.0
gemma4_e2b,2.3,samsum,templated,lmcache,123,11.186225,10.850638,11.521812,87.473628,1536,1166.774,16.8284
gemma4_e2b,2.3,samsum,templated,lmcache_meritkv,123,11.168153,10.833108,11.503198,89.535106,1537,1165.454,16.9628
gemma4_e2b,2.3,samsum,templated,lmcache_no_cache,456,13.448457,13.045003,13.851911,74.353642,0,1458.82,0.0
gemma4_e2b,2.3,samsum,templated,lmcache,456,11.186933,10.851325,11.522541,87.478048,1536,1166.829,16.8162
gemma4_e2b,2.3,samsum,templated,lmcache_meritkv,456,11.169016,10.833946,11.504086,89.528191,1537,1165.521,16.9495
gemma4_e2b,2.3,samsum,templated,lmcache_no_cache,789,13.522273,13.116605,13.927941,73.947758,0,1466.804,0.0
gemma4_e2b,2.3,samsum,templated,lmcache,789,11.187641,10.852012,11.52327,87.482467,1536,1166.884,17.2651
gemma4_e2b,2.3,samsum,templated,lmcache_meritkv,789,11.163955,10.829036,11.498874,89.568772,1537,1165.155,17.4402
gemma4_e2b,2.3,samsum,templated,lmcache_no_cache,999,13.445479,13.042115,13.848843,74.370114,0,1458.459,0.0
gemma4_e2b,2.3,samsum,templated,lmcache,999,11.188088,10.852445,11.523731,87.485254,1536,1166.919,16.7892
gemma4_e2b,2.3,samsum,templated,lmcache_meritkv,999,11.170514,10.835399,11.505629,89.516185,1537,1165.636,16.9199
gemma4_e2b,2.3,xsum,rag,lmcache_no_cache,42,17.700831,17.169806,18.231856,56.491598,0,2046.265,0.0
gemma4_e2b,2.3,xsum,rag,lmcache,42,14.647499,14.208074,15.086924,68.267505,3842,1628.165,17.2497
gemma4_e2b,2.3,xsum,rag,lmcache_meritkv,42,14.616455,14.177961,15.054949,68.412498,3849,1625.749,17.425
gemma4_e2b,2.3,xsum,rag,lmcache_no_cache,123,17.500063,16.975061,18.025065,57.139692,0,2029.187,0.0
gemma4_e2b,2.3,xsum,rag,lmcache,123,14.472067,14.037905,14.906229,67.613419,3842,1613.54,17.3028
gemma4_e2b,2.3,xsum,rag,lmcache_meritkv,123,14.440514,14.007299,14.873729,69.246024,3849,1611.078,17.4831
gemma4_e2b,2.3,xsum,rag,lmcache_no_cache,456,17.498625,16.973666,18.023584,57.144387,0,2028.988,0.0
gemma4_e2b,2.3,xsum,rag,lmcache,456,14.472984,14.038794,14.907174,67.616835,3842,1613.617,17.2907
gemma4_e2b,2.3,xsum,rag,lmcache_meritkv,456,14.441632,14.008383,14.874881,69.240667,3849,1611.17,17.4699
gemma4_e2b,2.3,xsum,rag,lmcache_no_cache,789,17.384661,16.863121,17.906201,57.518994,0,2015.741,0.0
gemma4_e2b,2.3,xsum,rag,lmcache,789,14.4739,14.039683,14.908117,67.620251,3842,1613.693,16.7433
gemma4_e2b,2.3,xsum,rag,lmcache_meritkv,789,14.451724,14.018172,14.885276,69.192313,3849,1611.962,16.8708
gemma4_e2b,2.3,xsum,rag,lmcache_no_cache,999,17.49478,16.969937,18.019623,57.156947,0,2028.489,0.0
gemma4_e2b,2.3,xsum,rag,lmcache,999,14.474478,14.040244,14.908712,67.622406,3842,1613.741,17.264
gemma4_e2b,2.3,xsum,rag,lmcache_meritkv,999,14.443573,14.010266,14.87688,69.23136,3849,1611.329,17.4407
gemma4_e2b,2.3,xsum,templated,lmcache_no_cache,42,17.257487,16.739762,17.775212,57.943027,0,2000.986,0.0
gemma4_e2b,2.3,xsum,templated,lmcache,42,14.394219,13.962392,14.826046,69.468932,3842,1604.801,16.5915
gemma4_e2b,2.3,xsum,templated,lmcache_meritkv,42,14.37466,13.94342,14.8059,69.563454,3849,1603.275,16.7048
gemma4_e2b,2.3,xsum,templated,lmcache_no_cache,123,17.061835,16.54998,17.57369,58.607474,0,1984.295,0.0
gemma4_e2b,2.3,xsum,templated,lmcache,123,14.221821,13.795166,14.648476,68.803335,3842,1590.386,16.6454
gemma4_e2b,2.3,xsum,templated,lmcache_meritkv,123,14.201631,13.775582,14.62768,70.411,3849,1588.806,16.7638
gemma4_e2b,2.3,xsum,templated,lmcache_no_cache,456,17.060413,16.548601,17.572225,58.612357,0,1984.098,0.0
gemma4_e2b,2.3,xsum,templated,lmcache,456,14.222721,13.796039,14.649403,68.806811,3842,1590.462,16.6332
gemma4_e2b,2.3,xsum,templated,lmcache_meritkv,456,14.202729,13.776647,14.628811,70.405553,3849,1588.896,16.7504
gemma4_e2b,2.3,xsum,templated,lmcache_no_cache,789,17.154258,16.63963,17.668886,58.291711,0,1994.98,0.0
gemma4_e2b,2.3,xsum,templated,lmcache,789,14.223622,13.796913,14.650331,68.810287,3842,1590.537,17.084
gemma4_e2b,2.3,xsum,templated,lmcache_meritkv,789,14.19623,13.770343,14.622117,70.437789,3849,1588.393,17.2437
gemma4_e2b,2.3,xsum,templated,lmcache_no_cache,999,17.056622,16.544923,17.568321,58.625384,0,1983.606,0.0
gemma4_e2b,2.3,xsum,templated,lmcache,999,14.224189,13.797463,14.650915,68.81248,3842,1590.584,16.6061
gemma4_e2b,2.3,xsum,templated,lmcache_meritkv,999,14.204638,13.778499,14.630777,70.396092,3849,1589.054,16.7207
gemma4_e4b,4.0,ag_news,rag,lmcache_no_cache,42,15.533925,15.067907,15.999943,64.371891,0,2061.456,0.0
gemma4_e4b,4.0,ag_news,rag,lmcache,42,12.824815,12.440071,13.209559,77.969792,0,1636.48,17.44
gemma4_e4b,4.0,ag_news,rag,lmcache_meritkv,42,12.783475,12.399971,13.166979,78.221935,0,1632.787,17.7061
gemma4_e4b,4.0,ag_news,rag,lmcache_no_cache,123,15.272718,14.814536,15.7309,65.472837,0,2032.935,0.0
gemma4_e4b,4.0,ag_news,rag,lmcache,123,12.671238,12.291101,13.051375,77.222747,0,1621.781,17.0335
gemma4_e4b,4.0,ag_news,rag,lmcache_meritkv,123,12.639225,12.260048,13.018402,79.114672,0,1618.915,17.2431
gemma4_e4b,4.0,ag_news,rag,lmcache_no_cache,456,15.356468,14.895774,15.817162,65.115763,0,2044.05,0.0
gemma4_e4b,4.0,ag_news,rag,lmcache,456,12.67204,12.291879,13.052201,77.226648,0,1621.857,17.4808
gemma4_e4b,4.0,ag_news,rag,lmcache_meritkv,456,12.630286,12.251377,13.009195,79.170669,0,1618.119,17.7527
gemma4_e4b,4.0,ag_news,rag,lmcache_no_cache,789,15.355206,14.89455,15.815862,65.121115,0,2043.849,0.0
gemma4_e4b,4.0,ag_news,rag,lmcache,789,12.672842,12.292657,13.053027,77.23055,0,1621.934,17.4688
gemma4_e4b,4.0,ag_news,rag,lmcache_meritkv,789,12.631348,12.252408,13.010288,79.16401,0,1618.219,17.739
gemma4_e4b,4.0,ag_news,rag,lmcache_no_cache,999,15.353097,14.892504,15.81369,65.13006,0,2043.548,0.0
gemma4_e4b,4.0,ag_news,rag,lmcache,999,12.673348,12.293148,13.053548,77.23301,0,1621.983,17.4541
gemma4_e4b,4.0,ag_news,rag,lmcache_meritkv,999,12.632172,12.253207,13.011137,79.158843,0,1618.296,17.7223
gemma4_e4b,4.0,ag_news,templated,lmcache_no_cache,42,15.198541,14.742585,15.654497,65.792007,0,2017.865,0.0
gemma4_e4b,4.0,ag_news,templated,lmcache,42,12.647663,12.268233,13.027093,79.061444,0,1614.608,16.7837
gemma4_e4b,4.0,ag_news,templated,lmcache_meritkv,42,12.621108,12.242475,12.999741,79.227791,0,1612.235,16.9584
gemma4_e4b,4.0,ag_news,templated,lmcache_no_cache,123,15.026225,14.575438,15.477012,66.546488,0,2001.033,0.0
gemma4_e4b,4.0,ag_news,templated,lmcache,123,12.496207,12.121321,12.871093,78.303939,0,1600.105,16.8373
gemma4_e4b,4.0,ag_news,templated,lmcache_meritkv,123,12.468817,12.094752,12.842882,80.195461,0,1597.652,17.0196
gemma4_e4b,4.0,ag_news,templated,lmcache_no_cache,456,15.024974,14.574225,15.475723,66.552027,0,2000.834,0.0
gemma4_e4b,4.0,ag_news,templated,lmcache,456,12.496998,12.122088,12.871908,78.307895,0,1600.181,16.8252
gemma4_e4b,4.0,ag_news,templated,lmcache_meritkv,456,12.469865,12.095769,12.843961,80.188719,0,1597.751,17.0057
gemma4_e4b,4.0,ag_news,templated,lmcache_no_cache,789,15.023722,14.57301,15.474434,66.557574,0,2000.636,0.0
gemma4_e4b,4.0,ag_news,templated,lmcache,789,12.497789,12.122855,12.872723,78.311851,0,1600.257,16.813
gemma4_e4b,4.0,ag_news,templated,lmcache_meritkv,789,12.470914,12.096787,12.845041,80.181976,0,1597.85,16.9918
gemma4_e4b,4.0,ag_news,templated,lmcache_no_cache,999,15.021639,14.57099,15.472288,66.566804,0,2000.338,0.0
gemma4_e4b,4.0,ag_news,templated,lmcache,999,12.498288,12.123339,12.873237,78.314346,0,1600.304,16.7981
gemma4_e4b,4.0,ag_news,templated,lmcache_meritkv,999,12.471727,12.097575,12.845879,80.176746,0,1597.926,16.9749
gemma4_e4b,4.0,daily_dialog,rag,lmcache_no_cache,42,17.079429,16.567046,17.591812,58.547048,0,2218.218,0.0
gemma4_e4b,4.0,daily_dialog,rag,lmcache,42,14.099055,13.676083,14.522027,70.923204,256,1760.709,17.4501
gemma4_e4b,4.0,daily_dialog,rag,lmcache_meritkv,42,14.053315,13.631716,14.474914,71.154041,256,1756.711,17.7179
gemma4_e4b,4.0,daily_dialog,rag,lmcache_no_cache,123,16.885701,16.37913,17.392272,59.218752,0,2199.704,0.0
gemma4_e4b,4.0,daily_dialog,rag,lmcache,123,13.930219,13.512312,14.348126,70.243673,256,1744.894,17.5029
gemma4_e4b,4.0,daily_dialog,rag,lmcache_meritkv,123,13.88374,13.467228,14.300252,72.023114,256,1740.821,17.7781
gemma4_e4b,4.0,daily_dialog,rag,lmcache_no_cache,456,16.884316,16.377787,17.390845,59.223612,0,2199.488,0.0
gemma4_e4b,4.0,daily_dialog,rag,lmcache,456,13.9311,13.513167,14.349033,70.247222,256,1744.976,17.4909
gemma4_e4b,4.0,daily_dialog,rag,lmcache_meritkv,456,13.884908,13.468361,14.301455,72.017055,256,1740.928,17.7645
gemma4_e4b,4.0,daily_dialog,rag,lmcache_no_cache,789,16.774438,16.271205,17.277671,59.611546,0,2185.14,0.0
gemma4_e4b,4.0,daily_dialog,rag,lmcache,789,13.931982,13.514023,14.349941,70.250771,256,1745.059,16.9452
gemma4_e4b,4.0,daily_dialog,rag,lmcache_meritkv,789,13.898853,13.481887,14.315819,71.944797,256,1742.156,17.1427
gemma4_e4b,4.0,daily_dialog,rag,lmcache_no_cache,999,16.880611,16.374193,17.387029,59.236608,0,2198.948,0.0
gemma4_e4b,4.0,daily_dialog,rag,lmcache,999,13.932538,13.514562,14.350514,70.253009,256,1745.111,17.4643
gemma4_e4b,4.0,daily_dialog,rag,lmcache_meritkv,999,13.886982,13.470373,14.303591,72.006296,256,1741.119,17.7341
gemma4_e4b,4.0,daily_dialog,templated,lmcache_no_cache,42,16.598643,16.100684,17.096602,60.243231,0,2163.703,0.0
gemma4_e4b,4.0,daily_dialog,templated,lmcache,42,13.689158,13.278483,14.099833,73.047287,256,1715.807,17.5285
gemma4_e4b,4.0,daily_dialog,templated,lmcache_meritkv,42,13.642892,13.233605,14.052179,73.295006,256,1711.748,17.8072
gemma4_e4b,4.0,daily_dialog,templated,lmcache_no_cache,123,16.410358,15.918047,16.902669,60.934433,0,2145.642,0.0
gemma4_e4b,4.0,daily_dialog,templated,lmcache,123,13.52523,13.119473,13.930987,72.347405,256,1700.395,17.5811
gemma4_e4b,4.0,daily_dialog,templated,lmcache_meritkv,123,13.478269,13.073921,13.882617,74.190229,256,1696.264,17.8673
gemma4_e4b,4.0,daily_dialog,templated,lmcache_no_cache,456,16.303684,15.814573,16.792795,61.333123,0,2131.66,0.0
gemma4_e4b,4.0,daily_dialog,templated,lmcache,456,13.526086,13.120303,13.931869,72.35106,256,1700.476,17.0366
gemma4_e4b,4.0,daily_dialog,templated,lmcache_meritkv,456,13.491808,13.087054,13.896562,74.115781,256,1697.461,17.2469
gemma4_e4b,4.0,daily_dialog,templated,lmcache_no_cache,789,16.302331,15.813261,16.791401,61.338213,0,2131.449,0.0
gemma4_e4b,4.0,daily_dialog,templated,lmcache,789,13.526943,13.121135,13.932751,72.354716,256,1700.556,17.0245
gemma4_e4b,4.0,daily_dialog,templated,lmcache_meritkv,789,13.492942,13.088154,13.89773,74.109547,256,1697.566,17.2331
gemma4_e4b,4.0,daily_dialog,templated,lmcache_no_cache,999,16.405419,15.913256,16.897582,60.952778,0,2144.906,0.0
gemma4_e4b,4.0,daily_dialog,templated,lmcache,999,13.527483,13.121659,13.933307,72.357021,256,1700.607,17.5426
gemma4_e4b,4.0,daily_dialog,templated,lmcache_meritkv,999,13.481417,13.076974,13.88586,74.172905,256,1696.555,17.8234
gemma4_e4b,4.0,dolly,rag,lmcache_no_cache,42,17.104884,16.591737,17.618031,58.460037,0,2244.691,0.0
gemma4_e4b,4.0,dolly,rag,lmcache,42,14.173347,13.748147,14.598547,70.551588,768,1788.445,17.1386
gemma4_e4b,4.0,dolly,rag,lmcache_meritkv,42,14.13489,13.710843,14.558937,70.743541,768,1785.048,17.3634
gemma4_e4b,4.0,dolly,rag,lmcache_no_cache,123,16.910908,16.403581,17.418235,59.1306,0,2225.961,0.0
gemma4_e4b,4.0,dolly,rag,lmcache,123,14.003621,13.583512,14.42373,69.875618,768,1772.381,17.1918
gemma4_e4b,4.0,dolly,rag,lmcache_meritkv,123,13.964328,13.545398,14.383258,71.60761,768,1768.902,17.4241
gemma4_e4b,4.0,dolly,rag,lmcache_no_cache,456,17.003465,16.493361,17.513569,58.808726,0,2238.109,0.0
gemma4_e4b,4.0,dolly,rag,lmcache,456,14.004507,13.584372,14.424642,69.879148,768,1772.465,17.6373
gemma4_e4b,4.0,dolly,rag,lmcache_meritkv,456,13.954416,13.535784,14.373048,71.658475,768,1768.029,17.9319
