model_slug,model_params_B,dataset,mode,engine,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_lmcache_pct
google_gemma-4-12B-it,12.0,daily_dialog,rag,lmcache_no_native_radix,75.0925,74.2736,75.9115,13.1099,0,90.94,0.0
google_gemma-4-12B-it,12.0,daily_dialog,templated,lmcache_no_native_radix,75.0925,72.8486,77.3365,13.8956,0,91.05,0.0
google_gemma-4-12B-it,12.0,samsum,rag,lmcache_no_native_radix,95.084,94.0728,96.0952,10.4212,0,132.95,0.0
google_gemma-4-12B-it,12.0,samsum,templated,lmcache_no_native_radix,95.084,92.6768,97.4912,11.0201,0,129.85,0.0
google_gemma-4-12B-it,12.0,xsum,rag,lmcache_no_native_radix,124.0509,120.3471,127.7547,7.9665,0,176.77,0.0
google_gemma-4-12B-it,12.0,xsum,templated,lmcache_no_native_radix,124.0509,120.5607,127.5411,7.961,0,170.62,0.0
google_gemma-4-12B-it,12.0,alpaca_eval,rag,lmcache_no_native_radix,85.5429,83.7648,87.321,11.8695,0,110.05,0.0
google_gemma-4-12B-it,12.0,alpaca_eval,templated,lmcache_no_native_radix,85.5429,84.3821,86.7036,11.7336,0,114.16,0.0
google_gemma-4-12B-it,12.0,oasst1,rag,lmcache_no_native_radix,97.8194,96.4055,99.2333,9.7153,0,117.4,0.0
google_gemma-4-12B-it,12.0,oasst1,templated,lmcache_no_native_radix,97.8194,96.2575,99.3813,10.4003,0,130.95,0.0
google_gemma-4-12B-it,12.0,ultrachat,rag,lmcache_no_native_radix,106.8779,104.0491,109.7066,9.1202,0,137.45,0.0
google_gemma-4-12B-it,12.0,ultrachat,templated,lmcache_no_native_radix,106.8779,105.2199,108.5358,9.7657,0,148.2,0.0
google_gemma-4-12B-it,12.0,cnn_dailymail,rag,lmcache_no_native_radix,112.4474,109.5024,115.3923,8.8212,0,157.14,0.0
google_gemma-4-12B-it,12.0,cnn_dailymail,templated,lmcache_no_native_radix,112.4474,109.3354,115.5594,8.4623,0,140.43,0.0
google_gemma-4-26B-A4B-it,26.0,ag_news,rag,lmcache_no_native_radix,79.9022,79.0496,80.7549,12.6377,0,221.26,0.0
google_gemma-4-26B-A4B-it,26.0,ag_news,templated,lmcache_no_native_radix,79.9022,79.0254,80.779,12.8163,0,208.46,0.0
google_gemma-4-26B-A4B-it,26.0,banking77,rag,lmcache_no_native_radix,71.3061,70.2832,72.329,14.5341,0,172.91,0.0
google_gemma-4-26B-A4B-it,26.0,banking77,templated,lmcache_no_native_radix,71.3061,69.8744,72.7378,13.7285,0,201.73,0.0
google_gemma-4-26B-A4B-it,26.0,dolly,rag,lmcache_no_native_radix,91.6679,90.1666,93.1693,11.0158,0,252.34,0.0
google_gemma-4-26B-A4B-it,26.0,dolly,templated,lmcache_no_native_radix,91.6679,90.1634,93.1725,10.6927,0,226.52,0.0
google_gemma-4-26B-A4B-it,26.0,daily_dialog,rag,lmcache_no_native_radix,94.1917,92.8334,95.55,10.4048,0,228.63,0.0
google_gemma-4-26B-A4B-it,26.0,daily_dialog,templated,lmcache_no_native_radix,94.1917,91.4629,96.9205,11.0198,0,271.27,0.0
google_gemma-4-26B-A4B-it,26.0,samsum,rag,lmcache_no_native_radix,114.8166,112.6874,116.9457,8.7057,0,334.38,0.0
google_gemma-4-26B-A4B-it,26.0,samsum,templated,lmcache_no_native_radix,114.8166,111.5062,118.1269,8.8588,0,322.99,0.0
google_gemma-4-26B-A4B-it,26.0,xsum,rag,lmcache_no_native_radix,152.7667,149.967,155.5664,6.3163,0,396.47,0.0
google_gemma-4-26B-A4B-it,26.0,xsum,templated,lmcache_no_native_radix,152.7667,148.9341,156.5994,6.5286,0,434.91,0.0
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,rag,lmcache_no_native_radix,102.6533,100.1741,105.1326,10.0394,0,295.82,0.0
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,templated,lmcache_no_native_radix,102.6533,100.4722,104.8345,10.1972,0,276.29,0.0
google_gemma-4-26B-A4B-it,26.0,oasst1,rag,lmcache_no_native_radix,114.6442,112.9409,116.3475,8.4639,0,314.02,0.0
google_gemma-4-26B-A4B-it,26.0,oasst1,templated,lmcache_no_native_radix,114.6442,111.3832,117.9052,9.0254,0,280.2,0.0
google_gemma-4-26B-A4B-it,26.0,ultrachat,rag,lmcache_no_native_radix,135.5344,133.6628,137.4061,7.2074,0,373.18,0.0
google_gemma-4-26B-A4B-it,26.0,ultrachat,templated,lmcache_no_native_radix,135.5344,132.5448,138.5241,7.6539,0,338.16,0.0
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,rag,lmcache_no_native_radix,149.3542,145.6971,153.0113,6.7349,0,395.79,0.0
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,templated,lmcache_no_native_radix,149.3542,145.2635,153.445,6.5837,0,433.76,0.0
google_gemma-4-31B-it,31.0,ag_news,rag,lmcache_no_native_radix,83.0417,80.6548,85.4285,12.5986,0,239.06,0.0
google_gemma-4-31B-it,31.0,ag_news,templated,lmcache_no_native_radix,83.0417,80.5511,85.5322,12.0168,0,245.55,0.0
google_gemma-4-31B-it,31.0,banking77,rag,lmcache_no_native_radix,77.6168,76.5232,78.7104,13.4187,0,244.48,0.0
google_gemma-4-31B-it,31.0,banking77,templated,lmcache_no_native_radix,77.6168,75.6368,79.5968,12.7301,0,243.59,0.0
google_gemma-4-31B-it,31.0,dolly,rag,lmcache_no_native_radix,92.6289,91.218,94.0398,10.8096,0,288.6,0.0
google_gemma-4-31B-it,31.0,dolly,templated,lmcache_no_native_radix,92.6289,91.5199,93.7379,11.3154,0,287.0,0.0
google_gemma-4-31B-it,31.0,daily_dialog,rag,lmcache_no_native_radix,100.518,97.6747,103.3613,9.8198,0,307.96,0.0
google_gemma-4-31B-it,31.0,daily_dialog,templated,lmcache_no_native_radix,100.518,98.382,102.6541,9.6712,0,291.16,0.0
google_gemma-4-31B-it,31.0,samsum,rag,lmcache_no_native_radix,116.0583,112.728,119.3886,8.6846,0,355.84,0.0
google_gemma-4-31B-it,31.0,samsum,templated,lmcache_no_native_radix,116.0583,114.5439,117.5726,8.4698,0,353.1,0.0
google_gemma-4-31B-it,31.0,xsum,rag,lmcache_no_native_radix,168.5931,165.2236,171.9626,6.0231,0,545.0,0.0
google_gemma-4-31B-it,31.0,xsum,templated,lmcache_no_native_radix,168.5931,166.0395,171.1467,6.1222,0,574.61,0.0
google_gemma-4-31B-it,31.0,alpaca_eval,rag,lmcache_no_native_radix,111.3909,109.184,113.5978,8.6796,0,367.74,0.0
google_gemma-4-31B-it,31.0,alpaca_eval,templated,lmcache_no_native_radix,111.3909,109.8999,112.8819,9.1752,0,346.44,0.0
google_gemma-4-31B-it,31.0,oasst1,rag,lmcache_no_native_radix,129.9884,127.2791,132.6977,7.8021,0,369.46,0.0
google_gemma-4-31B-it,31.0,oasst1,templated,lmcache_no_native_radix,129.9884,128.6006,131.3762,7.9597,0,441.31,0.0
google_gemma-4-31B-it,31.0,ultrachat,rag,lmcache_no_native_radix,141.3428,137.7687,144.9169,7.013,0,470.81,0.0
google_gemma-4-31B-it,31.0,ultrachat,templated,lmcache_no_native_radix,141.3428,139.2751,143.4104,7.2216,0,397.36,0.0
google_gemma-4-31B-it,31.0,cnn_dailymail,rag,lmcache_no_native_radix,152.7116,150.0447,155.3786,6.6255,0,491.94,0.0
google_gemma-4-31B-it,31.0,cnn_dailymail,templated,lmcache_no_native_radix,152.7116,149.3015,156.1217,6.5373,0,474.91,0.0
