model_slug,model_params_B,dataset,mode,engine,seed,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_no_cache_pct
gemma4_e2b,2.3,ag_news,templated,vllm_no_cache,123,9.026007,8.755227,9.296787,110.780766,0,760.125,0.0
gemma4_e2b,2.3,ag_news,templated,vllm_apc,123,7.361605,7.140757,7.582453,132.191552,25494,596.114,18.4401
gemma4_e2b,2.3,ag_news,templated,vllm_apc_meritkv,123,7.337583,7.117456,7.55771,136.272103,25818,594.752,18.7062
gemma4_e2b,2.3,ag_news,templated,vllm_no_cache,456,9.025408,8.754646,9.29617,110.788118,0,760.055,0.0
gemma4_e2b,2.3,ag_news,templated,vllm_apc,456,7.36219,7.141324,7.583056,132.199921,25494,596.145,18.4282
gemma4_e2b,2.3,ag_news,templated,vllm_apc_meritkv,456,7.338334,7.118184,7.558484,136.258167,25818,594.793,18.6925
gemma4_e2b,2.3,ag_news,templated,vllm_no_cache,789,9.024808,8.754064,9.295552,110.795485,0,759.984,0.0
gemma4_e2b,2.3,ag_news,templated,vllm_apc,789,7.362774,7.141891,7.583657,132.208289,25494,596.176,18.4163
gemma4_e2b,2.3,ag_news,templated,vllm_apc_meritkv,789,7.339084,7.118911,7.559257,136.244232,25818,594.834,18.6788
gemma4_e2b,2.3,ag_news,templated,vllm_no_cache,999,9.023656,8.752946,9.294366,110.809619,0,759.874,0.0
gemma4_e2b,2.3,ag_news,templated,vllm_apc,999,7.363143,7.142249,7.584037,132.213567,25494,596.196,18.4018
gemma4_e2b,2.3,ag_news,templated,vllm_apc_meritkv,999,7.339656,7.119466,7.559846,136.233614,25818,594.865,18.6621
gemma4_e2b,2.3,daily_dialog,rag,vllm_no_cache,42,9.244158,8.966833,9.521483,108.16724,0,827.39,0.0
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc,42,7.574446,7.347213,7.801679,132.011645,34184,651.869,18.0623
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc_meritkv,42,7.554585,7.327947,7.781223,132.358699,34768,650.673,18.2772
gemma4_e2b,2.3,daily_dialog,rag,vllm_no_cache,123,9.111648,8.838299,9.384997,109.740315,0,819.661,0.0
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc,123,7.461048,7.237217,7.684879,130.430605,34184,645.363,18.1153
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc_meritkv,123,7.44072,7.217498,7.663942,134.384186,34768,644.132,18.3384
gemma4_e2b,2.3,daily_dialog,rag,vllm_no_cache,456,9.111038,8.837707,9.384369,109.747662,0,819.584,0.0
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc,456,7.46164,7.237791,7.685489,130.438862,34184,645.397,18.1033
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc_meritkv,456,7.441486,7.218241,7.664731,134.370349,34768,644.177,18.3245
gemma4_e2b,2.3,daily_dialog,rag,vllm_no_cache,789,9.161197,8.886361,9.436033,109.146777,0,824.074,0.0
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc,789,7.462232,7.238365,7.686099,130.447119,34184,645.431,18.5452
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc_meritkv,789,7.435565,7.212498,7.658632,134.477344,34768,643.816,18.8363
gemma4_e2b,2.3,daily_dialog,rag,vllm_no_cache,999,9.109258,8.83598,9.382536,109.769103,0,819.389,0.0
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc,999,7.462606,7.238728,7.686484,130.452326,34184,645.453,18.0767
gemma4_e2b,2.3,daily_dialog,rag,vllm_apc_meritkv,999,7.442839,7.219554,7.666124,134.345927,34768,644.256,18.2937
gemma4_e2b,2.3,daily_dialog,templated,vllm_no_cache,42,9.068311,8.796262,9.34036,110.264876,0,777.074,0.0
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc,42,7.39996,7.177961,7.621959,135.124545,33916,609.722,18.3976
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc_meritkv,42,7.375693,7.154422,7.596964,135.569131,34491,608.322,18.6652
gemma4_e2b,2.3,daily_dialog,templated,vllm_no_cache,123,8.938297,8.670148,9.206446,111.868763,0,769.813,0.0
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc,123,7.289174,7.070499,7.507849,133.506223,33916,603.637,18.4501
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc_meritkv,123,7.264524,7.046588,7.48246,137.643741,34491,602.208,18.7259
gemma4_e2b,2.3,daily_dialog,templated,vllm_no_cache,456,8.937704,8.669573,9.205835,111.876185,0,769.741,0.0
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc,456,7.289753,7.07106,7.508446,133.514675,33916,603.669,18.4382
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc_meritkv,456,7.265272,7.047314,7.48323,137.629569,34491,602.249,18.7121
gemma4_e2b,2.3,daily_dialog,templated,vllm_no_cache,789,8.879538,8.613152,9.145924,112.609032,0,764.712,0.0
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc,789,7.290331,7.071621,7.509041,133.523127,33916,603.7,17.8974
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc_meritkv,789,7.273596,7.055388,7.491804,137.472065,34491,602.73,18.0859
gemma4_e2b,2.3,daily_dialog,templated,vllm_no_cache,999,8.93597,8.667891,9.204049,111.897893,0,769.559,0.0
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc,999,7.290696,7.071975,7.509417,133.528457,33916,603.72,18.4118
gemma4_e2b,2.3,daily_dialog,templated,vllm_apc_meritkv,999,7.266592,7.048594,7.48459,137.604556,34491,602.323,18.6816
gemma4_e2b,2.3,dolly,rag,vllm_no_cache,42,9.480323,9.195913,9.764733,105.473254,0,842.245,0.0
gemma4_e2b,2.3,dolly,rag,vllm_apc,42,7.734228,7.502201,7.966255,129.285111,27142,660.692,18.4181
gemma4_e2b,2.3,dolly,rag,vllm_apc_meritkv,42,7.709158,7.477883,7.940433,129.705545,27510,659.193,18.6825
gemma4_e2b,2.3,dolly,rag,vllm_no_cache,123,9.344401,9.064069,9.624733,107.00745,0,834.375,0.0
gemma4_e2b,2.3,dolly,rag,vllm_apc,123,7.618438,7.389885,7.846991,127.736725,27142,654.098,18.4706
gemma4_e2b,2.3,dolly,rag,vllm_apc_meritkv,123,7.592982,7.365193,7.820771,131.690102,27510,652.568,18.743
gemma4_e2b,2.3,dolly,rag,vllm_no_cache,456,9.34378,9.063467,9.624093,107.014556,0,834.298,0.0
gemma4_e2b,2.3,dolly,rag,vllm_apc,456,7.619043,7.390472,7.847614,127.744812,27142,654.133,18.4587
gemma4_e2b,2.3,dolly,rag,vllm_apc_meritkv,456,7.593759,7.365946,7.821572,131.676616,27510,652.613,18.7293
gemma4_e2b,2.3,dolly,rag,vllm_no_cache,789,9.343161,9.062866,9.623456,107.021656,0,834.22,0.0
gemma4_e2b,2.3,dolly,rag,vllm_apc,789,7.619647,7.391058,7.848236,127.752898,27142,654.167,18.4468
gemma4_e2b,2.3,dolly,rag,vllm_apc_meritkv,789,7.594537,7.366701,7.822373,131.663133,27510,652.658,18.7156
gemma4_e2b,2.3,dolly,rag,vllm_no_cache,999,9.341969,9.06171,9.622228,107.035312,0,834.1,0.0
gemma4_e2b,2.3,dolly,rag,vllm_apc,999,7.620029,7.391428,7.84863,127.757998,27142,654.189,18.4323
gemma4_e2b,2.3,dolly,rag,vllm_apc_meritkv,999,7.59513,7.367276,7.822984,131.652848,27510,652.692,18.6988
gemma4_e2b,2.3,dolly,templated,vllm_no_cache,42,9.453881,9.170265,9.737497,105.767478,0,825.474,0.0
gemma4_e2b,2.3,dolly,templated,vllm_apc,42,7.681237,7.4508,7.911674,130.176058,25728,644.898,18.7504
gemma4_e2b,2.3,dolly,templated,vllm_apc_meritkv,42,7.651541,7.421995,7.881087,130.68127,26058,643.153,19.0646
gemma4_e2b,2.3,dolly,templated,vllm_no_cache,123,9.318314,9.038765,9.597863,107.306234,0,817.759,0.0
gemma4_e2b,2.3,dolly,templated,vllm_apc,123,7.56624,7.339253,7.793227,128.617002,25728,638.462,18.8025
gemma4_e2b,2.3,dolly,templated,vllm_apc_meritkv,123,7.536237,7.31015,7.762324,132.680696,26058,636.689,19.1245
gemma4_e2b,2.3,dolly,templated,vllm_no_cache,456,9.3177,9.038169,9.597231,107.313297,0,817.683,0.0
gemma4_e2b,2.3,dolly,templated,vllm_apc,456,7.566841,7.339836,7.793846,128.625144,25728,638.495,18.7907
gemma4_e2b,2.3,dolly,templated,vllm_apc_meritkv,456,7.537008,7.310898,7.763118,132.667122,26058,636.733,19.1109
gemma4_e2b,2.3,dolly,templated,vllm_no_cache,789,9.257328,8.979608,9.535048,108.013149,0,812.363,0.0
gemma4_e2b,2.3,dolly,templated,vllm_apc,789,7.567441,7.340418,7.794464,128.633286,25728,638.529,18.2546
gemma4_e2b,2.3,dolly,templated,vllm_apc_meritkv,789,7.545418,7.319055,7.771781,132.519251,26058,637.228,18.4925
gemma4_e2b,2.3,dolly,templated,vllm_no_cache,999,9.315906,9.036429,9.595383,107.333969,0,817.49,0.0
gemma4_e2b,2.3,dolly,templated,vllm_apc,999,7.56782,7.340785,7.794855,128.638421,25728,638.55,18.7645
gemma4_e2b,2.3,dolly,templated,vllm_apc_meritkv,999,7.538367,7.312216,7.764518,132.643205,26058,636.81,19.0807
gemma4_e2b,2.3,samsum,rag,vllm_no_cache,42,10.312097,10.002734,10.62146,96.965823,0,998.896,0.0
gemma4_e2b,2.3,samsum,rag,vllm_apc,42,8.462744,8.208862,8.716626,118.155648,35334,788.227,17.9338
gemma4_e2b,2.3,samsum,rag,vllm_apc_meritkv,42,8.442604,8.189326,8.695882,118.437508,35958,786.914,18.1291
gemma4_e2b,2.3,samsum,rag,vllm_no_cache,123,10.164289,9.85936,10.469218,98.375896,0,989.567,0.0
gemma4_e2b,2.3,samsum,rag,vllm_apc,123,8.336047,8.085966,8.586128,116.740554,35334,780.36,17.9869
gemma4_e2b,2.3,samsum,rag,vllm_apc_meritkv,123,8.315351,8.06589,8.564812,120.250006,35958,779.004,18.1905
gemma4_e2b,2.3,samsum,rag,vllm_no_cache,456,10.163605,9.858697,10.468513,98.382514,0,989.474,0.0
gemma4_e2b,2.3,samsum,rag,vllm_apc,456,8.336709,8.086608,8.58681,116.747945,35334,780.401,17.9749
gemma4_e2b,2.3,samsum,rag,vllm_apc_meritkv,456,8.316208,8.066722,8.565694,120.237612,35958,779.058,18.1766
gemma4_e2b,2.3,samsum,rag,vllm_no_cache,789,10.162922,9.858034,10.46781,98.389126,0,989.381,0.0
gemma4_e2b,2.3,samsum,rag,vllm_apc,789,8.337371,8.08725,8.587492,116.755335,35334,780.442,17.9629
gemma4_e2b,2.3,samsum,rag,vllm_apc_meritkv,789,8.317065,8.067553,8.566577,120.225222,35958,779.112,18.1627
gemma4_e2b,2.3,samsum,rag,vllm_no_cache,999,10.161614,9.856766,10.466462,98.401785,0,989.237,0.0
gemma4_e2b,2.3,samsum,rag,vllm_apc,999,8.337788,8.087654,8.587922,116.759996,35334,780.468,17.9482
gemma4_e2b,2.3,samsum,rag,vllm_apc_meritkv,999,8.317721,8.068189,8.567253,120.215735,35958,779.153,18.1457
gemma4_e2b,2.3,samsum,templated,vllm_no_cache,42,10.11747,9.813946,10.420994,98.832157,0,974.37,0.0
gemma4_e2b,2.3,samsum,templated,vllm_apc,42,8.228021,7.98118,8.474862,121.527574,35026,761.928,18.6751
gemma4_e2b,2.3,samsum,templated,vllm_apc_meritkv,42,8.196388,7.950496,8.44228,121.996593,35639,759.878,18.9878
gemma4_e2b,2.3,samsum,templated,vllm_no_cache,123,9.972392,9.67322,10.271564,100.269965,0,965.263,0.0
gemma4_e2b,2.3,samsum,templated,vllm_apc,123,8.104838,7.861693,8.347983,120.072096,35026,754.324,18.7272
gemma4_e2b,2.3,samsum,templated,vllm_apc_meritkv,123,8.072846,7.830661,8.315031,123.86356,35639,752.239,19.048
gemma4_e2b,2.3,samsum,templated,vllm_no_cache,456,9.971736,9.672584,10.270888,100.276568,0,965.174,0.0
gemma4_e2b,2.3,samsum,templated,vllm_apc,456,8.105482,7.862318,8.348646,120.079698,35026,754.363,18.7154
gemma4_e2b,2.3,samsum,templated,vllm_apc_meritkv,456,8.073678,7.831468,8.315888,123.850794,35639,752.291,19.0344
gemma4_e2b,2.3,samsum,templated,vllm_no_cache,789,9.971079,9.671947,10.270211,100.283175,0,965.085,0.0
gemma4_e2b,2.3,samsum,templated,vllm_apc,789,8.106125,7.862941,8.349309,120.087299,35026,754.403,18.7036
gemma4_e2b,2.3,samsum,templated,vllm_apc_meritkv,789,8.07451,7.832275,8.316745,123.838031,35639,752.343,19.0207
gemma4_e2b,2.3,samsum,templated,vllm_no_cache,999,9.969812,9.670718,10.268906,100.295915,0,964.946,0.0
gemma4_e2b,2.3,samsum,templated,vllm_apc,999,8.106531,7.863335,8.349727,120.092093,35026,754.428,18.6892
gemma4_e2b,2.3,samsum,templated,vllm_apc_meritkv,999,8.075147,7.832893,8.317401,123.828257,35639,752.384,19.004
gemma4_e2b,2.3,xsum,rag,vllm_no_cache,42,14.189379,13.763698,14.61506,70.468207,0,1599.243,0.0
gemma4_e2b,2.3,xsum,rag,vllm_apc,42,11.577952,11.230613,11.925291,86.362433,30316,1254.728,18.4041
gemma4_e2b,2.3,xsum,rag,vllm_apc_meritkv,42,11.540313,11.194104,11.886522,86.644104,30775,1251.873,18.6694
gemma4_e2b,2.3,xsum,rag,vllm_no_cache,123,13.985944,13.566366,14.405522,71.493217,0,1584.301,0.0
gemma4_e2b,2.3,xsum,rag,vllm_apc,123,11.404617,11.062478,11.746756,85.328112,30316,1242.205,18.4566
gemma4_e2b,2.3,xsum,rag,vllm_apc_meritkv,123,11.366389,11.025397,11.707381,87.969902,30775,1239.291,18.7299
gemma4_e2b,2.3,xsum,rag,vllm_no_cache,456,13.985016,13.565466,14.404566,71.49796,0,1584.153,0.0
gemma4_e2b,2.3,xsum,rag,vllm_apc,456,11.405522,11.063356,11.747688,85.333513,30316,1242.271,18.4447
gemma4_e2b,2.3,xsum,rag,vllm_apc_meritkv,456,11.367556,11.026529,11.708583,87.960871,30775,1239.376,18.7162
gemma4_e2b,2.3,xsum,rag,vllm_no_cache,789,13.89401,13.47719,14.31083,71.966271,0,1573.802,0.0
gemma4_e2b,2.3,xsum,rag,vllm_apc,789,11.406428,11.064235,11.748621,85.338915,30316,1242.336,17.904
gemma4_e2b,2.3,xsum,rag,vllm_apc_meritkv,789,11.380427,11.039014,11.72184,87.861386,30775,1240.354,18.0911
gemma4_e2b,2.3,xsum,rag,vllm_no_cache,999,13.982302,13.562833,14.401771,71.511838,0,1583.777,0.0
gemma4_e2b,2.3,xsum,rag,vllm_apc,999,11.406998,11.064788,11.749208,85.342322,30316,1242.378,18.4183
gemma4_e2b,2.3,xsum,rag,vllm_apc_meritkv,999,11.369615,11.028527,11.710703,87.944941,30775,1239.527,18.6857
gemma4_e2b,2.3,xsum,templated,vllm_no_cache,42,12.978022,12.588681,13.367363,77.048461,0,1487.323,0.0
gemma4_e2b,2.3,xsum,templated,vllm_apc,42,10.654212,10.334586,10.973838,93.853645,29513,1174.045,17.9057
gemma4_e2b,2.3,xsum,templated,vllm_apc_meritkv,42,10.629945,10.311047,10.948843,94.067904,29948,1172.173,18.0927
gemma4_e2b,2.3,xsum,templated,vllm_no_cache,123,12.792004,12.408244,13.175764,78.16888,0,1473.432,0.0
gemma4_e2b,2.3,xsum,templated,vllm_apc,123,10.494707,10.179866,10.809548,92.729605,29513,1162.328,17.9589
gemma4_e2b,2.3,xsum,templated,vllm_apc_meritkv,123,10.469745,10.155653,10.783837,95.507261,29948,1160.392,18.154
gemma4_e2b,2.3,xsum,templated,vllm_no_cache,456,12.86255,12.476674,13.248427,77.740153,0,1481.518,0.0
gemma4_e2b,2.3,xsum,templated,vllm_apc,456,10.49554,10.180674,10.810406,92.735475,29513,1162.389,18.4023
gemma4_e2b,2.3,xsum,templated,vllm_apc_meritkv,456,10.461567,10.14772,10.775414,95.58192,29948,1159.755,18.6665
gemma4_e2b,2.3,xsum,templated,vllm_no_cache,789,12.861696,12.475845,13.247547,77.745318,0,1481.38,0.0
gemma4_e2b,2.3,xsum,templated,vllm_apc,789,10.496373,10.181482,10.811264,92.741346,29513,1162.45,18.3904
gemma4_e2b,2.3,xsum,templated,vllm_apc_meritkv,789,10.46264,10.148761,10.776519,95.572115,29948,1159.835,18.6527
gemma4_e2b,2.3,xsum,templated,vllm_no_cache,999,12.788637,12.404978,13.172296,78.189463,0,1472.94,0.0
gemma4_e2b,2.3,xsum,templated,vllm_apc,999,10.496898,10.181991,10.811805,92.745048,29513,1162.489,17.9201
gemma4_e2b,2.3,xsum,templated,vllm_apc_meritkv,999,10.472713,10.158532,10.786894,95.480189,29948,1160.614,18.1092
gemma4_e4b,4.0,ag_news,rag,vllm_no_cache,42,13.305591,12.906423,13.704759,75.151505,0,1437.416,0.0
gemma4_e4b,4.0,ag_news,rag,vllm_apc,42,10.90238,10.575309,11.229451,91.717144,25606,1132.495,18.0617
gemma4_e4b,4.0,ag_news,rag,vllm_apc_meritkv,42,10.869118,10.543044,11.195192,91.997821,25933,1130.076,18.3116
gemma4_e4b,4.0,ag_news,rag,vllm_no_cache,123,13.114875,12.721429,13.508321,76.244352,0,1423.991,0.0
gemma4_e4b,4.0,ag_news,rag,vllm_apc,123,10.739185,10.417009,11.061361,90.618692,25606,1121.192,18.1145
gemma4_e4b,4.0,ag_news,rag,vllm_apc_meritkv,123,10.704967,10.383818,11.026116,93.40852,25933,1118.693,18.3754
gemma4_e4b,4.0,ag_news,rag,vllm_no_cache,456,13.113994,12.720574,13.507414,76.249475,0,1423.857,0.0
gemma4_e4b,4.0,ag_news,rag,vllm_apc,456,10.740037,10.417836,11.062238,90.624428,25606,1121.251,18.1025
gemma4_e4b,4.0,ag_news,rag,vllm_apc_meritkv,456,10.706144,10.38496,11.027328,93.398254,25933,1118.776,18.3609
gemma4_e4b,4.0,ag_news,rag,vllm_no_cache,789,13.186307,12.790718,13.581896,75.831327,0,1431.67,0.0
gemma4_e4b,4.0,ag_news,rag,vllm_apc,789,10.74089,10.418663,11.063117,90.630165,25606,1121.31,18.5451
gemma4_e4b,4.0,ag_news,rag,vllm_apc_meritkv,789,10.694871,10.374025,11.015717,93.496699,25933,1117.949,18.8941
gemma4_e4b,4.0,ag_news,rag,vllm_no_cache,999,13.111426,12.718083,13.504769,76.264412,0,1423.516,0.0
gemma4_e4b,4.0,ag_news,rag,vllm_apc,999,10.741427,10.419184,11.06367,90.633783,25606,1121.348,18.0758
gemma4_e4b,4.0,ag_news,rag,vllm_apc_meritkv,999,10.708255,10.387007,11.029503,93.379841,25933,1118.925,18.3288
gemma4_e4b,4.0,ag_news,templated,vllm_no_cache,42,13.31733,12.91781,13.71685,75.084968,0,1347.089,0.0
gemma4_e4b,4.0,ag_news,templated,vllm_apc,42,10.813425,10.489022,11.137828,92.471282,25494,1051.742,18.8019
gemma4_e4b,4.0,ag_news,templated,vllm_apc_meritkv,42,10.759994,10.437194,11.082794,92.930469,25818,1048.104,19.2031
gemma4_e4b,4.0,ag_news,templated,vllm_no_cache,123,13.126369,12.732578,13.52016,76.177292,0,1334.5,0.0
gemma4_e4b,4.0,ag_news,templated,vllm_apc,123,10.651561,10.332014,10.971108,91.363798,25494,1041.245,18.8537
gemma4_e4b,4.0,ag_news,templated,vllm_apc_meritkv,123,10.597489,10.279564,10.915414,94.355488,25818,1037.547,19.2656
gemma4_e4b,4.0,ag_news,templated,vllm_no_cache,456,13.125505,12.73174,13.51927,76.182309,0,1334.376,0.0
gemma4_e4b,4.0,ag_news,templated,vllm_apc,456,10.652407,10.332835,10.971979,91.369582,25494,1041.3,18.8419
gemma4_e4b,4.0,ag_news,templated,vllm_apc_meritkv,456,10.598655,10.280695,10.916615,94.345114,25818,1037.624,19.2514
gemma4_e4b,4.0,ag_news,templated,vllm_no_cache,789,13.040373,12.649162,13.431584,76.679651,0,1325.686,0.0
gemma4_e4b,4.0,ag_news,templated,vllm_apc,789,10.653252,10.333654,10.97285,91.375366,25494,1041.355,18.3056
gemma4_e4b,4.0,ag_news,templated,vllm_apc_meritkv,789,10.614147,10.295723,10.932571,94.207409,25818,1038.681,18.6055
gemma4_e4b,4.0,ag_news,templated,vllm_no_cache,999,13.122973,12.729284,13.516662,76.197009,0,1334.061,0.0
gemma4_e4b,4.0,ag_news,templated,vllm_apc,999,10.653785,10.334171,10.973399,91.379013,25494,1041.39,18.8158
gemma4_e4b,4.0,ag_news,templated,vllm_apc_meritkv,999,10.600746,10.282724,10.918768,94.326505,25818,1037.762,19.2199
gemma4_e4b,4.0,daily_dialog,rag,vllm_no_cache,42,13.45187,13.048314,13.855426,74.334449,0,1443.571,0.0
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc,42,10.959686,10.630895,11.288477,91.237771,34184,1130.89,18.5267
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc_meritkv,42,10.911833,10.584478,11.239188,91.637884,34768,1127.434,18.8824
gemma4_e4b,4.0,daily_dialog,rag,vllm_no_cache,123,13.185439,12.789876,13.581002,75.836483,0,1422.148,0.0
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc,123,10.795633,10.471764,11.119502,90.14506,34184,1119.603,18.1246
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc_meritkv,123,10.75989,10.437093,11.082687,92.931926,34768,1117.01,18.3957
gemma4_e4b,4.0,daily_dialog,rag,vllm_no_cache,456,13.258128,12.860384,13.655872,75.420702,0,1429.95,0.0
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc,456,10.79649,10.472595,11.120385,90.150767,34184,1119.662,18.567
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc_meritkv,456,10.748183,10.425738,11.070628,93.033148,34768,1116.157,18.9314
gemma4_e4b,4.0,daily_dialog,rag,vllm_no_cache,789,13.257248,12.859531,13.654965,75.425709,0,1429.817,0.0
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc,789,10.797347,10.473427,11.121267,90.156473,34184,1119.721,18.5551
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc_meritkv,789,10.749375,10.426894,11.071856,93.022833,34768,1116.241,18.917
gemma4_e4b,4.0,daily_dialog,rag,vllm_no_cache,999,13.181972,12.786513,13.577431,75.856431,0,1421.674,0.0
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc,999,10.797887,10.47395,11.121824,90.160072,34184,1119.758,18.086
gemma4_e4b,4.0,daily_dialog,rag,vllm_apc_meritkv,999,10.763228,10.440331,11.086125,92.90311,34768,1117.244,18.3489
gemma4_e4b,4.0,daily_dialog,templated,vllm_no_cache,42,13.560652,13.153832,13.967472,73.738527,0,1418.014,0.0
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc,42,11.080809,10.748385,11.413233,90.240927,33916,1114.136,18.287
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc_meritkv,42,11.039459,10.708275,11.370643,90.578938,34491,1111.226,18.592
gemma4_e4b,4.0,daily_dialog,templated,vllm_no_cache,123,13.452592,13.049014,13.85617,74.330841,0,1413.841,0.0
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc,123,10.914943,10.587495,11.242391,89.160155,33916,1103.017,18.8636
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc_meritkv,123,10.857568,10.531841,11.183295,92.096357,34491,1098.96,19.2901
gemma4_e4b,4.0,daily_dialog,templated,vllm_no_cache,456,13.365364,12.964403,13.766325,74.815956,0,1404.636,0.0
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc,456,10.915809,10.588335,11.243283,89.165799,33916,1103.075,18.3276
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc_meritkv,456,10.873896,10.547679,11.200113,91.958065,34491,1100.112,18.6412
gemma4_e4b,4.0,daily_dialog,templated,vllm_no_cache,789,13.36447,12.963536,13.765404,74.820962,0,1404.505,0.0
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc,789,10.916676,10.589176,11.244176,89.171444,33916,1103.133,18.3157
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc_meritkv,789,10.875102,10.548849,11.201355,91.947872,34491,1100.194,18.6268
gemma4_e4b,4.0,daily_dialog,templated,vllm_no_cache,999,13.449112,13.045639,13.852585,74.350076,0,1413.376,0.0
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc,999,10.917222,10.589705,11.244739,89.175003,33916,1103.169,18.8257
gemma4_e4b,4.0,daily_dialog,templated,vllm_apc_meritkv,999,10.860937,10.535109,11.186765,92.067791,34491,1099.19,19.2442
gemma4_e4b,4.0,dolly,rag,vllm_no_cache,42,13.786498,13.372903,14.200093,72.530164,0,1502.077,0.0
gemma4_e4b,4.0,dolly,rag,vllm_apc,42,11.245918,10.90854,11.583296,88.915547,27142,1178.148,18.428
gemma4_e4b,4.0,dolly,rag,vllm_apc_meritkv,42,11.200876,10.86485,11.536902,89.273104,27510,1174.845,18.7547
gemma4_e4b,4.0,dolly,rag,vllm_no_cache,123,13.58885,13.181185,13.996516,73.585104,0,1488.043,0.0
gemma4_e4b,4.0,dolly,rag,vllm_apc,123,11.07758,10.745253,11.409907,87.850648,27142,1166.39,18.4804
