block_id	cell_id	model_slug	model_id	arm	seed	dataset	prompt_mode	requests	reset_before
11	1	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	xsum	rag	256	flush_cache+action_counters
11	2	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	xsum	templated	256	flush_cache+action_counters
11	3	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	dolly	rag	256	flush_cache+action_counters
11	4	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	dolly	templated	256	flush_cache+action_counters
11	5	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	ag_news	rag	256	flush_cache+action_counters
11	6	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	ag_news	templated	256	flush_cache+action_counters
11	7	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	samsum	rag	256	flush_cache+action_counters
11	8	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	samsum	templated	256	flush_cache+action_counters
11	9	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	daily_dialog	rag	256	flush_cache+action_counters
11	10	gemma4_31b	google/gemma-4-31B-it	native_baseline	2	daily_dialog	templated	256	flush_cache+action_counters
12	1	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	xsum	rag	256	flush_cache+action_counters
12	2	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	xsum	templated	256	flush_cache+action_counters
12	3	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	dolly	rag	256	flush_cache+action_counters
12	4	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	dolly	templated	256	flush_cache+action_counters
12	5	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	ag_news	rag	256	flush_cache+action_counters
12	6	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	ag_news	templated	256	flush_cache+action_counters
12	7	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	samsum	rag	256	flush_cache+action_counters
12	8	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	samsum	templated	256	flush_cache+action_counters
12	9	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	daily_dialog	rag	256	flush_cache+action_counters
12	10	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	2	daily_dialog	templated	256	flush_cache+action_counters
13	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	xsum	rag	256	flush_cache+action_counters
13	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	xsum	templated	256	flush_cache+action_counters
13	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	dolly	rag	256	flush_cache+action_counters
13	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	dolly	templated	256	flush_cache+action_counters
13	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	ag_news	rag	256	flush_cache+action_counters
13	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	ag_news	templated	256	flush_cache+action_counters
13	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	samsum	rag	256	flush_cache+action_counters
13	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	samsum	templated	256	flush_cache+action_counters
13	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	daily_dialog	rag	256	flush_cache+action_counters
13	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	2	daily_dialog	templated	256	flush_cache+action_counters
14	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	xsum	rag	256	flush_cache+action_counters
14	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	xsum	templated	256	flush_cache+action_counters
14	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	dolly	rag	256	flush_cache+action_counters
14	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	dolly	templated	256	flush_cache+action_counters
14	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	ag_news	rag	256	flush_cache+action_counters
14	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	ag_news	templated	256	flush_cache+action_counters
14	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	samsum	rag	256	flush_cache+action_counters
14	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	samsum	templated	256	flush_cache+action_counters
14	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	daily_dialog	rag	256	flush_cache+action_counters
14	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	2	daily_dialog	templated	256	flush_cache+action_counters
15	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	xsum	rag	256	flush_cache+action_counters
15	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	xsum	templated	256	flush_cache+action_counters
15	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	dolly	rag	256	flush_cache+action_counters
15	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	dolly	templated	256	flush_cache+action_counters
15	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	ag_news	rag	256	flush_cache+action_counters
15	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	ag_news	templated	256	flush_cache+action_counters
15	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	samsum	rag	256	flush_cache+action_counters
15	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	samsum	templated	256	flush_cache+action_counters
15	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	daily_dialog	rag	256	flush_cache+action_counters
15	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	2	daily_dialog	templated	256	flush_cache+action_counters
16	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	xsum	rag	256	flush_cache+action_counters
16	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	xsum	templated	256	flush_cache+action_counters
16	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	dolly	rag	256	flush_cache+action_counters
16	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	dolly	templated	256	flush_cache+action_counters
16	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	ag_news	rag	256	flush_cache+action_counters
16	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	ag_news	templated	256	flush_cache+action_counters
16	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	samsum	rag	256	flush_cache+action_counters
16	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	samsum	templated	256	flush_cache+action_counters
16	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	daily_dialog	rag	256	flush_cache+action_counters
16	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	2	daily_dialog	templated	256	flush_cache+action_counters
17	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	daily_dialog	templated	256	flush_cache+action_counters
17	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	daily_dialog	rag	256	flush_cache+action_counters
17	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	samsum	templated	256	flush_cache+action_counters
17	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	samsum	rag	256	flush_cache+action_counters
17	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	ag_news	templated	256	flush_cache+action_counters
17	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	ag_news	rag	256	flush_cache+action_counters
17	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	dolly	templated	256	flush_cache+action_counters
17	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	dolly	rag	256	flush_cache+action_counters
17	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	xsum	templated	256	flush_cache+action_counters
17	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_enforced	3	xsum	rag	256	flush_cache+action_counters
18	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	daily_dialog	templated	256	flush_cache+action_counters
18	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	daily_dialog	rag	256	flush_cache+action_counters
18	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	samsum	templated	256	flush_cache+action_counters
18	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	samsum	rag	256	flush_cache+action_counters
18	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	ag_news	templated	256	flush_cache+action_counters
18	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	ag_news	rag	256	flush_cache+action_counters
18	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	dolly	templated	256	flush_cache+action_counters
18	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	dolly	rag	256	flush_cache+action_counters
18	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	xsum	templated	256	flush_cache+action_counters
18	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	native_baseline	3	xsum	rag	256	flush_cache+action_counters
19	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	daily_dialog	templated	256	flush_cache+action_counters
19	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	daily_dialog	rag	256	flush_cache+action_counters
19	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	samsum	templated	256	flush_cache+action_counters
19	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	samsum	rag	256	flush_cache+action_counters
19	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	ag_news	templated	256	flush_cache+action_counters
19	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	ag_news	rag	256	flush_cache+action_counters
19	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	dolly	templated	256	flush_cache+action_counters
19	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	dolly	rag	256	flush_cache+action_counters
19	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	xsum	templated	256	flush_cache+action_counters
19	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	forced_recompute	3	xsum	rag	256	flush_cache+action_counters
20	1	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	daily_dialog	templated	256	flush_cache+action_counters
20	2	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	daily_dialog	rag	256	flush_cache+action_counters
20	3	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	samsum	templated	256	flush_cache+action_counters
20	4	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	samsum	rag	256	flush_cache+action_counters
20	5	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	ag_news	templated	256	flush_cache+action_counters
20	6	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	ag_news	rag	256	flush_cache+action_counters
20	7	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	dolly	templated	256	flush_cache+action_counters
20	8	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	dolly	rag	256	flush_cache+action_counters
20	9	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	xsum	templated	256	flush_cache+action_counters
20	10	qwen25_32b	Qwen/Qwen2.5-32B-Instruct	meritkv_write_through	3	xsum	rag	256	flush_cache+action_counters
21	1	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	daily_dialog	templated	256	flush_cache+action_counters
21	2	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	daily_dialog	rag	256	flush_cache+action_counters
21	3	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	samsum	templated	256	flush_cache+action_counters
21	4	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	samsum	rag	256	flush_cache+action_counters
21	5	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	ag_news	templated	256	flush_cache+action_counters
21	6	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	ag_news	rag	256	flush_cache+action_counters
21	7	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	dolly	templated	256	flush_cache+action_counters
21	8	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	dolly	rag	256	flush_cache+action_counters
21	9	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	xsum	templated	256	flush_cache+action_counters
21	10	gemma4_31b	google/gemma-4-31B-it	meritkv_enforced	3	xsum	rag	256	flush_cache+action_counters
22	1	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	daily_dialog	templated	256	flush_cache+action_counters
22	2	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	daily_dialog	rag	256	flush_cache+action_counters
22	3	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	samsum	templated	256	flush_cache+action_counters
22	4	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	samsum	rag	256	flush_cache+action_counters
22	5	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	ag_news	templated	256	flush_cache+action_counters
22	6	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	ag_news	rag	256	flush_cache+action_counters
22	7	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	dolly	templated	256	flush_cache+action_counters
22	8	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	dolly	rag	256	flush_cache+action_counters
22	9	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	xsum	templated	256	flush_cache+action_counters
22	10	gemma4_31b	google/gemma-4-31B-it	native_baseline	3	xsum	rag	256	flush_cache+action_counters
23	1	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	daily_dialog	templated	256	flush_cache+action_counters
23	2	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	daily_dialog	rag	256	flush_cache+action_counters
23	3	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	samsum	templated	256	flush_cache+action_counters
23	4	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	samsum	rag	256	flush_cache+action_counters
23	5	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	ag_news	templated	256	flush_cache+action_counters
23	6	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	ag_news	rag	256	flush_cache+action_counters
23	7	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	dolly	templated	256	flush_cache+action_counters
23	8	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	dolly	rag	256	flush_cache+action_counters
23	9	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	xsum	templated	256	flush_cache+action_counters
23	10	gemma4_31b	google/gemma-4-31B-it	forced_recompute	3	xsum	rag	256	flush_cache+action_counters
24	1	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	daily_dialog	templated	256	flush_cache+action_counters
24	2	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	daily_dialog	rag	256	flush_cache+action_counters
24	3	gemma4_31b	google/gemma-4-31B-it	meritkv_write_through	3	samsum	templated	256	flush_cache+action_counters
