model_slug,model_params_B,dataset,mode,engine,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_no_cache_pct
google_gemma-4-E2B-it,2.3,samsum,rag,vllm_apc,27.8004,27.1852,28.4155,35.959,140,9.01,25.0898
google_gemma-4-E2B-it,2.3,samsum,rag,vllm_apc_shadowkv_plus,23.723,23.1067,24.3392,42.6045,140,6.35,38.2864
google_gemma-4-E2B-it,2.3,samsum,templated,vllm_no_cache,38.3808,37.4767,39.2849,26.6303,0,11.88,0.0
google_gemma-4-E2B-it,2.3,samsum,templated,vllm_apc,28.7856,28.1361,29.4352,36.141,140,8.89,22.6147
google_gemma-4-E2B-it,2.3,samsum,templated,vllm_apc_shadowkv_plus,24.5637,24.1015,25.0259,41.0344,140,7.09,32.458
google_gemma-4-E2B-it,2.3,xsum,rag,vllm_no_cache,50.9696,49.6979,52.2413,18.9832,0,14.17,0.0
google_gemma-4-E2B-it,2.3,xsum,rag,vllm_apc,38.2272,37.1022,39.3522,26.2401,220,12.42,28.8868
google_gemma-4-E2B-it,2.3,xsum,rag,vllm_apc_shadowkv_plus,32.6205,32.1267,33.1144,31.6509,220,8.97,39.1755
google_gemma-4-E2B-it,2.3,xsum,templated,vllm_no_cache,53.3187,52.4243,54.2131,18.0334,0,17.48,0.0
google_gemma-4-E2B-it,2.3,xsum,templated,vllm_apc,39.989,38.8162,41.1619,25.9074,220,12.53,26.6702
google_gemma-4-E2B-it,2.3,xsum,templated,vllm_apc_shadowkv_plus,34.124,33.1226,35.1254,30.1975,220,9.17,36.2744
google_gemma-4-E2B-it,2.3,alpaca_eval,rag,vllm_no_cache,33.3275,32.6365,34.0184,29.8696,0,10.34,0.0
google_gemma-4-E2B-it,2.3,alpaca_eval,rag,vllm_apc,24.9956,24.4534,25.5378,41.2969,125,8.16,25.7371
google_gemma-4-E2B-it,2.3,alpaca_eval,rag,vllm_apc_shadowkv_plus,21.3296,21.0165,21.6426,44.6564,125,6.34,39.4825
google_gemma-4-E2B-it,2.3,alpaca_eval,templated,vllm_no_cache,36.4849,35.9585,37.0113,26.2115,0,11.65,0.0
google_gemma-4-E2B-it,2.3,alpaca_eval,templated,vllm_apc,27.3637,26.9246,27.8027,36.2097,125,7.62,25.2226
google_gemma-4-E2B-it,2.3,alpaca_eval,templated,vllm_apc_shadowkv_plus,23.3503,22.9747,23.726,42.7944,125,5.93,35.8275
google_gemma-4-E2B-it,2.3,oasst1,rag,vllm_no_cache,38.3488,37.6173,39.0802,26.521,0,12.06,0.0
google_gemma-4-E2B-it,2.3,oasst1,rag,vllm_apc,28.7616,28.2329,29.2903,35.6109,150,8.03,27.1121
google_gemma-4-E2B-it,2.3,oasst1,rag,vllm_apc_shadowkv_plus,24.5432,24.2492,24.8372,40.7011,150,6.65,40.9959
google_gemma-4-E2B-it,2.3,oasst1,templated,vllm_no_cache,37.939,37.2785,38.5996,26.2088,0,12.41,0.0
google_gemma-4-E2B-it,2.3,oasst1,templated,vllm_apc,28.4543,28.1132,28.7954,35.7966,150,8.61,31.7652
google_gemma-4-E2B-it,2.3,oasst1,templated,vllm_apc_shadowkv_plus,24.281,23.864,24.698,40.765,150,6.29,36.5949
google_gemma-4-E2B-it,2.3,ultrachat,rag,vllm_no_cache,45.8765,45.0005,46.7525,22.1524,0,14.15,0.0
google_gemma-4-E2B-it,2.3,ultrachat,rag,vllm_apc,34.4074,34.0486,34.7661,29.8971,175,9.79,19.3737
google_gemma-4-E2B-it,2.3,ultrachat,rag,vllm_apc_shadowkv_plus,29.361,28.7358,29.9861,32.5896,175,8.53,31.7747
google_gemma-4-E2B-it,2.3,ultrachat,templated,vllm_no_cache,43.0743,41.8943,44.2542,22.8177,0,12.01,0.0
google_gemma-4-E2B-it,2.3,ultrachat,templated,vllm_apc,32.3057,31.9808,32.6306,32.0637,175,9.0,24.3305
google_gemma-4-E2B-it,2.3,ultrachat,templated,vllm_apc_shadowkv_plus,27.5675,27.1537,27.9814,35.0938,175,7.85,34.7223
google_gemma-4-E2B-it,2.3,cnn_dailymail,rag,vllm_no_cache,46.3158,45.1209,47.5107,21.0251,0,13.41,0.0
google_gemma-4-E2B-it,2.3,cnn_dailymail,rag,vllm_apc,34.7369,34.3531,35.1206,29.4837,200,10.48,30.3496
google_gemma-4-E2B-it,2.3,cnn_dailymail,rag,vllm_apc_shadowkv_plus,29.6421,29.0634,30.2209,34.6737,200,8.2,36.6274
google_gemma-4-E2B-it,2.3,cnn_dailymail,templated,vllm_no_cache,48.696,47.2883,50.1037,19.5978,0,15.44,0.0
google_gemma-4-E2B-it,2.3,cnn_dailymail,templated,vllm_apc,36.522,35.7759,37.2681,27.2659,200,11.97,21.5248
google_gemma-4-E2B-it,2.3,cnn_dailymail,templated,vllm_apc_shadowkv_plus,31.1655,30.5552,31.7757,31.7711,200,8.92,35.9131
google_gemma-4-12B-it,12.0,ag_news,rag,vllm_no_cache,45.2612,44.7421,45.7804,21.1678,0,61.36,0.0
google_gemma-4-12B-it,12.0,ag_news,rag,vllm_apc,32.5881,32.083,33.0932,31.0944,90,43.66,23.7166
google_gemma-4-12B-it,12.0,ag_news,rag,vllm_apc_shadowkv_plus,28.9672,28.1013,29.8331,34.6273,90,35.03,34.073
google_gemma-4-12B-it,12.0,ag_news,templated,vllm_no_cache,41.7371,40.7339,42.7403,24.8048,0,57.05,0.0
google_gemma-4-12B-it,12.0,ag_news,templated,vllm_apc,30.0507,29.317,30.7844,32.3288,90,39.49,28.9571
google_gemma-4-12B-it,12.0,ag_news,templated,vllm_apc_shadowkv_plus,26.7117,26.2635,27.1599,37.2626,90,32.06,35.9727
google_gemma-4-12B-it,12.0,banking77,rag,vllm_no_cache,37.99,37.1047,38.8752,25.9919,0,46.91,0.0
google_gemma-4-12B-it,12.0,banking77,rag,vllm_apc,27.3528,27.0425,27.663,37.7723,75,33.34,25.5226
google_gemma-4-12B-it,12.0,banking77,rag,vllm_apc_shadowkv_plus,24.3136,23.7112,24.916,42.4116,75,30.01,37.0133
google_gemma-4-12B-it,12.0,banking77,templated,vllm_no_cache,38.5059,37.867,39.1449,24.989,0,49.6,0.0
google_gemma-4-12B-it,12.0,banking77,templated,vllm_apc,27.7243,27.031,28.4175,37.3972,75,38.41,30.798
google_gemma-4-12B-it,12.0,banking77,templated,vllm_apc_shadowkv_plus,24.6438,24.1014,25.1862,39.9762,75,30.55,33.7013
google_gemma-4-12B-it,12.0,dolly,rag,vllm_no_cache,47.5415,46.8528,48.2301,20.2102,0,67.44,0.0
google_gemma-4-12B-it,12.0,dolly,rag,vllm_apc,34.2298,33.3655,35.0942,29.4307,100,48.21,29.3114
google_gemma-4-12B-it,12.0,dolly,rag,vllm_apc_shadowkv_plus,30.4265,29.5292,31.3238,33.9126,100,37.99,35.9114
google_gemma-4-12B-it,12.0,dolly,templated,vllm_no_cache,44.5903,43.3158,45.8648,23.1653,0,56.41,0.0
google_gemma-4-12B-it,12.0,dolly,templated,vllm_apc,32.105,31.3328,32.8773,30.5528,100,41.23,27.8474
google_gemma-4-12B-it,12.0,dolly,templated,vllm_apc_shadowkv_plus,28.5378,27.7559,29.3197,35.2736,100,34.15,36.7675
google_gemma-4-12B-it,12.0,daily_dialog,rag,vllm_no_cache,49.0791,48.5582,49.5999,20.8767,0,61.41,0.0
google_gemma-4-12B-it,12.0,daily_dialog,rag,vllm_apc,35.3369,34.7426,35.9312,27.9313,105,48.97,29.0065
google_gemma-4-12B-it,12.0,daily_dialog,rag,vllm_apc_shadowkv_plus,31.4106,30.7399,32.0813,30.515,105,34.91,32.8471
google_gemma-4-12B-it,12.0,daily_dialog,templated,vllm_no_cache,49.0048,47.8542,50.1554,19.9411,0,67.13,0.0
google_gemma-4-12B-it,12.0,daily_dialog,templated,vllm_apc,35.2834,34.6187,35.9482,27.699,105,49.2,24.2253
google_gemma-4-12B-it,12.0,daily_dialog,templated,vllm_apc_shadowkv_plus,31.3631,30.7798,31.9464,31.1935,105,39.65,35.1592
google_gemma-4-12B-it,12.0,samsum,rag,vllm_no_cache,60.2291,59.5721,60.8861,16.4294,0,81.5,0.0
google_gemma-4-12B-it,12.0,samsum,rag,vllm_apc,43.365,42.6699,44.06,22.3942,140,53.37,24.9621
google_gemma-4-12B-it,12.0,samsum,rag,vllm_apc_shadowkv_plus,38.5466,37.9082,39.1851,24.6655,140,49.38,32.7494
google_gemma-4-12B-it,12.0,samsum,templated,vllm_no_cache,58.5294,57.1204,59.9384,17.0859,0,82.84,0.0
google_gemma-4-12B-it,12.0,samsum,templated,vllm_apc,42.1412,41.659,42.6233,24.5882,140,50.8,25.2659
google_gemma-4-12B-it,12.0,samsum,templated,vllm_apc_shadowkv_plus,37.4588,36.3941,38.5235,27.6627,140,46.42,37.2274
google_gemma-4-12B-it,12.0,xsum,rag,vllm_no_cache,82.9886,81.4655,84.5118,11.5861,0,99.56,0.0
google_gemma-4-12B-it,12.0,xsum,rag,vllm_apc,59.7518,58.1967,61.3069,16.9336,220,84.55,29.453
google_gemma-4-12B-it,12.0,xsum,rag,vllm_apc_shadowkv_plus,53.1127,52.488,53.7375,19.4765,220,61.51,35.2348
google_gemma-4-12B-it,12.0,xsum,templated,vllm_no_cache,81.4805,80.0207,82.9402,12.04,0,104.64,0.0
google_gemma-4-12B-it,12.0,xsum,templated,vllm_apc,58.6659,57.882,59.4499,17.0635,220,71.83,27.8992
google_gemma-4-12B-it,12.0,xsum,templated,vllm_apc_shadowkv_plus,52.1475,50.6812,53.6138,18.8875,220,66.55,37.8296
google_gemma-4-12B-it,12.0,alpaca_eval,rag,vllm_no_cache,56.4451,55.6139,57.2763,17.09,0,70.36,0.0
google_gemma-4-12B-it,12.0,alpaca_eval,rag,vllm_apc,40.6405,39.6161,41.6648,24.9887,125,50.44,27.7043
google_gemma-4-12B-it,12.0,alpaca_eval,rag,vllm_apc_shadowkv_plus,36.1248,35.4066,36.8431,28.3861,125,46.39,33.6447
google_gemma-4-12B-it,12.0,alpaca_eval,templated,vllm_no_cache,57.0422,55.8278,58.2566,17.7681,0,77.57,0.0
google_gemma-4-12B-it,12.0,alpaca_eval,templated,vllm_apc,41.0704,40.1445,41.9963,23.4986,125,49.79,24.5098
google_gemma-4-12B-it,12.0,alpaca_eval,templated,vllm_apc_shadowkv_plus,36.507,35.9208,37.0932,26.7748,125,40.61,33.3343
google_gemma-4-12B-it,12.0,oasst1,rag,vllm_no_cache,60.9915,59.8303,62.1527,15.6692,0,86.3,0.0
google_gemma-4-12B-it,12.0,oasst1,rag,vllm_apc,43.9139,42.7157,45.1121,23.5809,150,59.61,29.415
google_gemma-4-12B-it,12.0,oasst1,rag,vllm_apc_shadowkv_plus,39.0346,38.283,39.7861,25.7575,150,50.43,39.6043
google_gemma-4-12B-it,12.0,oasst1,templated,vllm_no_cache,61.8577,60.2372,63.4781,16.4116,0,79.15,0.0
google_gemma-4-12B-it,12.0,oasst1,templated,vllm_apc,44.5375,43.9578,45.1173,21.4693,150,54.41,31.1114
google_gemma-4-12B-it,12.0,oasst1,templated,vllm_apc_shadowkv_plus,39.5889,38.9211,40.2567,25.8009,150,48.37,34.166
google_gemma-4-12B-it,12.0,ultrachat,rag,vllm_no_cache,67.507,66.2409,68.7731,14.7235,0,89.98,0.0
google_gemma-4-12B-it,12.0,ultrachat,rag,vllm_apc,48.6051,47.7566,49.4536,20.1273,175,63.32,28.6632
google_gemma-4-12B-it,12.0,ultrachat,rag,vllm_apc_shadowkv_plus,43.2045,42.2558,44.1532,23.8152,175,54.29,34.7835
google_gemma-4-12B-it,12.0,ultrachat,templated,vllm_no_cache,66.4458,64.8798,68.0118,14.725,0,92.11,0.0
google_gemma-4-12B-it,12.0,ultrachat,templated,vllm_apc,47.841,46.4954,49.1866,21.6828,175,61.36,31.4864
google_gemma-4-12B-it,12.0,ultrachat,templated,vllm_apc_shadowkv_plus,42.5253,41.9798,43.0709,23.1623,175,56.77,39.7902
google_gemma-4-12B-it,12.0,cnn_dailymail,rag,vllm_no_cache,75.218,73.5706,76.8653,13.877,0,96.0,0.0
google_gemma-4-12B-it,12.0,cnn_dailymail,rag,vllm_apc,54.1569,52.7579,55.556,19.0431,200,74.3,31.0462
google_gemma-4-12B-it,12.0,cnn_dailymail,rag,vllm_apc_shadowkv_plus,48.1395,46.9468,49.3322,21.1581,200,59.08,37.6026
google_gemma-4-12B-it,12.0,cnn_dailymail,templated,vllm_no_cache,75.4571,74.1565,76.7577,13.0705,0,93.72,0.0
google_gemma-4-12B-it,12.0,cnn_dailymail,templated,vllm_apc,54.3291,52.7561,55.9021,18.3811,200,68.15,25.8645
google_gemma-4-12B-it,12.0,cnn_dailymail,templated,vllm_apc_shadowkv_plus,48.2925,47.7351,48.85,21.4203,200,54.25,38.1651
google_gemma-4-26B-A4B-it,26.0,ag_news,rag,vllm_no_cache,55.3691,53.8368,56.9014,17.2258,0,142.53,0.0
google_gemma-4-26B-A4B-it,26.0,ag_news,rag,vllm_apc,43.1879,42.6428,43.733,22.8692,90,107.16,21.9715
google_gemma-4-26B-A4B-it,26.0,ag_news,rag,vllm_apc_shadowkv_plus,38.7584,37.7731,39.7437,26.5982,90,88.54,27.2004
google_gemma-4-26B-A4B-it,26.0,ag_news,templated,vllm_no_cache,53.0962,51.847,54.3454,18.3394,0,139.71,0.0
google_gemma-4-26B-A4B-it,26.0,ag_news,templated,vllm_apc,41.415,40.3808,42.4492,24.0225,90,110.95,21.1938
google_gemma-4-26B-A4B-it,26.0,ag_news,templated,vllm_apc_shadowkv_plus,37.1673,36.1946,38.1401,26.822,90,97.09,29.6948
google_gemma-4-26B-A4B-it,26.0,banking77,rag,vllm_no_cache,49.2631,47.8006,50.7257,20.2214,0,125.37,0.0
google_gemma-4-26B-A4B-it,26.0,banking77,rag,vllm_apc,38.4252,37.6356,39.2149,27.238,75,108.73,20.8955
google_gemma-4-26B-A4B-it,26.0,banking77,rag,vllm_apc_shadowkv_plus,34.4842,34.0439,34.9245,28.2738,75,86.8,29.5073
google_gemma-4-26B-A4B-it,26.0,banking77,templated,vllm_no_cache,47.4119,46.8405,47.9833,21.8213,0,135.02,0.0
google_gemma-4-26B-A4B-it,26.0,banking77,templated,vllm_apc,36.9813,36.047,37.9155,26.4263,75,106.38,18.7078
google_gemma-4-26B-A4B-it,26.0,banking77,templated,vllm_apc_shadowkv_plus,33.1883,32.5661,33.8106,31.4762,75,76.73,29.2726
google_gemma-4-26B-A4B-it,26.0,dolly,rag,vllm_no_cache,56.8068,56.2084,57.4051,16.8171,0,151.22,0.0
google_gemma-4-26B-A4B-it,26.0,dolly,rag,vllm_apc,44.3093,42.9849,45.6337,22.2863,100,106.78,26.3464
google_gemma-4-26B-A4B-it,26.0,dolly,rag,vllm_apc_shadowkv_plus,39.7647,38.6997,40.8298,25.525,100,103.02,28.4603
google_gemma-4-26B-A4B-it,26.0,dolly,templated,vllm_no_cache,56.4451,54.9439,57.9463,18.0637,0,139.35,0.0
google_gemma-4-26B-A4B-it,26.0,dolly,templated,vllm_apc,44.0272,43.1919,44.8625,21.5895,100,107.3,21.7525
google_gemma-4-26B-A4B-it,26.0,dolly,templated,vllm_apc_shadowkv_plus,39.5116,38.4567,40.5665,25.4326,100,101.12,31.6816
google_gemma-4-26B-A4B-it,26.0,daily_dialog,rag,vllm_no_cache,57.3577,56.4536,58.2618,17.0878,0,138.82,0.0
google_gemma-4-26B-A4B-it,26.0,daily_dialog,rag,vllm_apc,44.739,43.5812,45.8968,22.256,105,109.78,27.9518
google_gemma-4-26B-A4B-it,26.0,daily_dialog,rag,vllm_apc_shadowkv_plus,40.1504,39.2697,41.0311,23.702,105,98.59,30.9395
google_gemma-4-26B-A4B-it,26.0,daily_dialog,templated,vllm_no_cache,57.551,56.4814,58.6206,17.5754,0,145.2,0.0
google_gemma-4-26B-A4B-it,26.0,daily_dialog,templated,vllm_apc,44.8898,43.8444,45.9351,21.3537,105,130.79,21.3812
google_gemma-4-26B-A4B-it,26.0,daily_dialog,templated,vllm_apc_shadowkv_plus,40.2857,39.459,41.1124,24.8409,105,108.26,32.8585
google_gemma-4-26B-A4B-it,26.0,samsum,rag,vllm_no_cache,72.1918,70.7911,73.5925,14.0399,0,210.58,0.0
google_gemma-4-26B-A4B-it,26.0,samsum,rag,vllm_apc,56.3096,55.7282,56.891,18.2713,140,145.19,24.6106
google_gemma-4-26B-A4B-it,26.0,samsum,rag,vllm_apc_shadowkv_plus,50.5343,49.394,51.6746,20.3258,140,129.53,29.5875
google_gemma-4-26B-A4B-it,26.0,samsum,templated,vllm_no_cache,69.6655,68.208,71.1229,14.8043,0,173.33,0.0
google_gemma-4-26B-A4B-it,26.0,samsum,templated,vllm_apc,54.3391,53.2907,55.3874,18.7625,140,148.41,27.8031
google_gemma-4-26B-A4B-it,26.0,samsum,templated,vllm_apc_shadowkv_plus,48.7658,48.2166,49.315,21.0725,140,118.37,31.7805
google_gemma-4-26B-A4B-it,26.0,xsum,rag,vllm_no_cache,95.5872,94.25,96.9244,9.9824,0,276.4,0.0
google_gemma-4-26B-A4B-it,26.0,xsum,rag,vllm_apc,74.558,72.3375,76.7785,13.4701,220,188.61,27.3973
google_gemma-4-26B-A4B-it,26.0,xsum,rag,vllm_apc_shadowkv_plus,66.911,65.9862,67.8359,14.7315,220,173.01,35.5509
google_gemma-4-26B-A4B-it,26.0,xsum,templated,vllm_no_cache,98.4729,97.243,99.7027,10.0211,0,282.45,0.0
google_gemma-4-26B-A4B-it,26.0,xsum,templated,vllm_apc,76.8088,74.6664,78.9512,12.8718,220,223.75,23.2819
google_gemma-4-26B-A4B-it,26.0,xsum,templated,vllm_apc_shadowkv_plus,68.931,67.5558,70.3062,15.1228,220,169.4,33.1885
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,rag,vllm_no_cache,68.9558,68.1574,69.7542,14.6506,0,195.32,0.0
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,rag,vllm_apc,53.7855,52.9021,54.6689,17.8116,125,147.73,18.6547
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,rag,vllm_apc_shadowkv_plus,48.2691,47.2046,49.3335,20.5641,125,122.65,27.3316
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,templated,vllm_no_cache,64.3391,62.5761,66.102,15.3135,0,188.26,0.0
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,templated,vllm_apc,50.1845,48.699,51.67,20.819,125,122.19,26.5793
google_gemma-4-26B-A4B-it,26.0,alpaca_eval,templated,vllm_apc_shadowkv_plus,45.0373,44.2597,45.815,22.8723,125,114.21,36.097
google_gemma-4-26B-A4B-it,26.0,oasst1,rag,vllm_no_cache,73.8666,72.2304,75.5029,13.9188,0,178.27,0.0
google_gemma-4-26B-A4B-it,26.0,oasst1,rag,vllm_apc,57.616,56.1427,59.0892,17.1243,150,149.72,25.2887
google_gemma-4-26B-A4B-it,26.0,oasst1,rag,vllm_apc_shadowkv_plus,51.7066,50.5638,52.8495,19.6862,150,137.95,31.6254
google_gemma-4-26B-A4B-it,26.0,oasst1,templated,vllm_no_cache,78.6184,76.9298,80.307,12.7571,0,204.94,0.0
google_gemma-4-26B-A4B-it,26.0,oasst1,templated,vllm_apc,61.3223,60.403,62.2417,15.6769,150,170.87,19.9403
google_gemma-4-26B-A4B-it,26.0,oasst1,templated,vllm_apc_shadowkv_plus,55.0328,54.0566,56.0091,18.283,150,128.31,26.394
google_gemma-4-26B-A4B-it,26.0,ultrachat,rag,vllm_no_cache,84.8729,82.3329,87.4129,11.5297,0,244.66,0.0
google_gemma-4-26B-A4B-it,26.0,ultrachat,rag,vllm_apc,66.2009,65.3765,67.0253,15.6385,175,174.47,25.3935
google_gemma-4-26B-A4B-it,26.0,ultrachat,rag,vllm_apc_shadowkv_plus,59.411,58.288,60.534,16.1381,175,150.74,32.7014
google_gemma-4-26B-A4B-it,26.0,ultrachat,templated,vllm_no_cache,83.7919,82.3718,85.212,11.4151,0,224.85,0.0
google_gemma-4-26B-A4B-it,26.0,ultrachat,templated,vllm_apc,65.3577,63.5912,67.1241,15.6245,175,188.78,24.4476
google_gemma-4-26B-A4B-it,26.0,ultrachat,templated,vllm_apc_shadowkv_plus,58.6543,57.1367,60.1719,17.064,175,132.72,29.1442
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,rag,vllm_no_cache,90.3087,87.9781,92.6393,10.5486,0,242.91,0.0
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,rag,vllm_apc,70.4408,68.6042,72.2774,14.2696,200,191.64,21.5715
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,rag,vllm_apc_shadowkv_plus,63.2161,62.1929,64.2393,16.6091,200,161.53,32.7008
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,templated,vllm_no_cache,96.214,93.6675,98.7605,9.9505,0,280.21,0.0
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,templated,vllm_apc,75.0469,73.6211,76.4728,13.565,200,193.49,22.8177
google_gemma-4-26B-A4B-it,26.0,cnn_dailymail,templated,vllm_apc_shadowkv_plus,67.3498,65.6253,69.0743,15.0554,200,154.39,31.3182
google_gemma-4-31B-it,31.0,ag_news,rag,vllm_no_cache,55.8008,54.2264,57.3752,17.1241,0,160.88,0.0
google_gemma-4-31B-it,31.0,ag_news,rag,vllm_apc,35.7125,35.2378,36.1872,27.5048,90,115.99,35.4371
google_gemma-4-31B-it,31.0,ag_news,rag,vllm_apc_shadowkv_plus,31.2485,30.3479,32.149,33.2654,90,95.82,42.9547
google_gemma-4-31B-it,31.0,ag_news,templated,vllm_no_cache,56.9381,55.7414,58.1348,16.9046,0,170.5,0.0
google_gemma-4-31B-it,31.0,ag_news,templated,vllm_apc,36.4404,35.7097,37.1711,26.5328,90,123.63,32.8122
google_gemma-4-31B-it,31.0,ag_news,templated,vllm_apc_shadowkv_plus,31.8853,31.1464,32.6243,32.0543,90,93.37,45.1234
google_gemma-4-31B-it,31.0,banking77,rag,vllm_no_cache,49.7627,48.4438,51.0817,19.1476,0,141.03,0.0
google_gemma-4-31B-it,31.0,banking77,rag,vllm_apc,31.8481,31.1623,32.534,31.8735,75,104.58,35.0511
google_gemma-4-31B-it,31.0,banking77,rag,vllm_apc_shadowkv_plus,27.8671,27.2323,28.5019,35.8775,75,81.96,42.4329
google_gemma-4-31B-it,31.0,banking77,templated,vllm_no_cache,51.7062,50.6897,52.7227,19.9293,0,167.15,0.0
google_gemma-4-31B-it,31.0,banking77,templated,vllm_apc,33.092,32.7127,33.4712,28.8889,75,101.91,32.9719
google_gemma-4-31B-it,31.0,banking77,templated,vllm_apc_shadowkv_plus,28.9555,28.5478,29.3632,34.9042,75,79.93,42.6941
google_gemma-4-31B-it,31.0,dolly,rag,vllm_no_cache,61.8958,60.2112,63.5803,16.9242,0,178.7,0.0
google_gemma-4-31B-it,31.0,dolly,rag,vllm_apc,39.6133,38.7722,40.4544,24.7874,100,122.66,32.9418
google_gemma-4-31B-it,31.0,dolly,rag,vllm_apc_shadowkv_plus,34.6616,34.1431,35.1801,27.6871,100,95.24,42.0167
google_gemma-4-31B-it,31.0,dolly,templated,vllm_no_cache,61.1771,60.2616,62.0927,16.9431,0,177.73,0.0
google_gemma-4-31B-it,31.0,dolly,templated,vllm_apc,39.1534,38.3095,39.9973,25.0623,100,128.48,35.2504
google_gemma-4-31B-it,31.0,dolly,templated,vllm_apc_shadowkv_plus,34.2592,33.5639,34.9545,29.1856,100,94.49,40.5176
google_gemma-4-31B-it,31.0,daily_dialog,rag,vllm_no_cache,65.3669,64.0524,66.6813,16.0122,0,192.17,0.0
google_gemma-4-31B-it,31.0,daily_dialog,rag,vllm_apc,41.8348,41.3742,42.2954,23.8913,105,140.39,34.1661
google_gemma-4-31B-it,31.0,daily_dialog,rag,vllm_apc_shadowkv_plus,36.6054,35.8949,37.316,27.4186,105,112.27,41.0999
google_gemma-4-31B-it,31.0,daily_dialog,templated,vllm_no_cache,64.974,63.3789,66.5691,15.7969,0,197.12,0.0
google_gemma-4-31B-it,31.0,daily_dialog,templated,vllm_apc,41.5834,40.6932,42.4735,23.3138,105,131.01,30.5923
