model,dataset,mode,runtime,native_arm,overlay_arm,native_mean_latency_ms,overlay_mean_latency_ms,latency_ratio_overlay_vs_native,native_p95_latency_ms,overlay_p95_latency_ms,p95_ratio_overlay_vs_native,throughput_ratio_overlay_vs_native,energy_ratio_overlay_vs_native,overlay_allows,overlay_bypasses
google/gemma-4-12B-it,daily_dialog,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,44.920389640367375,41.84216863296797,0.9314738578172709,49.326198000926524,46.12998949596658,0.9352026177874098,1.073572624164773,0.9789918087327628,255,1
google/gemma-4-12B-it,daily_dialog,templated,lmcache,lmcache,lmcache_shadowkv_plus,27.248996652701862,27.546809226436153,1.010929304206317,33.609832244110294,34.75609374982014,1.0341049457606475,0.9892015766763657,1.0001255761971954,255,1
google/gemma-4-12B-it,dolly,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,23.469095859184108,26.214767008070794,1.1169909213955607,32.30819474993041,35.84071700424829,1.1093382741332365,0.8952716371350565,1.0375250924812123,255,1
google/gemma-4-12B-it,dolly,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,45.00582630527106,45.19884337867097,1.0042887130233027,51.51784025292727,51.70582574646687,1.0036489397190698,0.9957380852270801,0.9932967631040059,255,1
google/gemma-4-12B-it,dolly,rag,lmcache,lmcache,lmcache_shadowkv_plus,27.879371531469133,28.702348175755787,1.0295191964193924,35.558909254177706,38.24424549929972,1.075517958830712,0.9713323152816865,1.0047011118069162,255,1
google/gemma-4-12B-it,dolly,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,23.526704632445217,26.486832851389863,1.1258199252802448,31.883606756309746,35.426872003881726,1.1111312554647153,0.8882487722683763,1.0390270263900745,255,1
google/gemma-4-12B-it,dolly,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,44.58859220727618,44.62338795718779,1.0007803733688172,51.25070849680924,51.06601374427555,0.9963962497699873,0.9992354464867943,0.9975680617309569,255,1
google/gemma-4-12B-it,dolly,templated,lmcache,lmcache,lmcache_shadowkv_plus,26.047856179559403,26.82962464447769,1.0300127756975166,35.66548399976455,35.765946999163134,1.0028168130116852,0.9708736652235358,1.0049781708135541,255,1
google/gemma-4-12B-it,samsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,24.675985281760404,27.9690893126201,1.1334538010643829,33.81115150114056,37.92765825346578,1.1217499721116082,0.8822634747723581,1.0450661504098888,255,1
google/gemma-4-12B-it,samsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,47.94745487095042,44.526631328437816,0.9286547419102915,57.92955150536727,53.8380962498195,0.9293718810308985,1.0768359475798086,0.9715951543272456,255,1
google/gemma-4-12B-it,samsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,31.236323867346982,31.71355288654354,1.0152780148273284,43.93457624610164,44.66154624969931,1.0165466488062957,0.9849588259431871,0.99761603562775,255,1
google/gemma-4-12B-it,samsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,23.71304386298334,27.112408101572782,1.1433541918208119,32.64946025592508,36.940916994353756,1.1314403578126497,0.8746191701971068,1.041672427956762,255,1
google/gemma-4-12B-it,samsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,48.13277782881187,44.507476113324174,0.9246812280732815,58.75418674986577,53.867360002186615,0.9168258975571589,1.081469614213534,0.9678801996811199,255,1
google/gemma-4-12B-it,samsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,30.36932320651431,30.84628690632485,1.0157054438311695,43.69504325222806,44.272740746237105,1.0132211219170628,0.9845414886766651,1.0070958483998098,255,1
google/gemma-4-12B-it,xsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,36.207657425563866,40.290643347674404,1.1127658128810014,45.085651752742706,49.25869725229859,1.0925581717758361,0.8986697600988732,1.0411417945622066,255,1
google/gemma-4-12B-it,xsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,57.43781036710516,57.39679439079737,0.9992859063386009,68.6710712434433,68.99231125134975,1.004677952478237,1.0007253531239044,0.9974050651812107,255,1
google/gemma-4-12B-it,xsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,41.00142391502004,41.971298527556655,1.0236546568369622,46.972633244877215,48.318167000616086,1.0286450569786953,0.9768977212771706,1.007339716221863,255,1
google/gemma-4-12B-it,xsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,35.300796425815406,39.18471067174778,1.11002341700971,44.221485248272074,48.97661474933557,1.1075298460548495,0.900886731106855,1.0314857131530737,255,1
google/gemma-4-12B-it,xsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,57.15420838322416,56.833069136416725,0.9943811793410878,68.68893624778138,68.23031599560636,0.9933232296607325,1.0056602539912616,0.9944413975146723,255,1
google/gemma-4-12B-it,xsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,40.48216505839264,41.67049288307112,1.0293543545154862,47.14039175087237,49.740903752535814,1.055165260726017,0.9714948203427131,1.0043161066492854,255,1
google/gemma-4-26B-A4B-it,ag_news,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,27.127790644328797,27.28411103913686,1.0057623710259922,30.63594125342206,30.89423425080895,1.0084310449367386,0.9942775404151444,1.0040183813698247,255,1
google/gemma-4-26B-A4B-it,ag_news,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,39.7905940938017,40.491899613641635,1.0176249069864776,43.25163475004956,43.75413299567299,1.0116180174119975,0.9826813661250331,1.0019806469181778,255,1
google/gemma-4-26B-A4B-it,ag_news,rag,lmcache,lmcache,lmcache_shadowkv_plus,34.23999644945752,31.108856820367237,0.9085531555556019,36.73712524869188,33.79589500036673,0.9199384756315443,1.1006775906721076,0.9570314296142641,255,1
google/gemma-4-26B-A4B-it,ag_news,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,26.121821198728412,26.65029376566963,1.0202310766512308,29.18426574615296,31.030054999064305,1.0632460404851767,0.9801840884184247,1.0033546169127519,255,1
google/gemma-4-26B-A4B-it,ag_news,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,39.823495577365975,41.017302749253304,1.0299774581457344,43.0870429991046,44.32459150484647,1.0287220570176419,0.9708980769442545,1.0097055399055654,255,1
google/gemma-4-26B-A4B-it,ag_news,templated,lmcache,lmcache,lmcache_shadowkv_plus,33.41195378501993,30.520649379013776,0.9134649705129648,35.00777975023084,32.53782450337894,0.9294455328365802,1.094753610675066,0.9567358850683357,255,1
google/gemma-4-26B-A4B-it,daily_dialog,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,26.514032875297744,26.89002132419205,1.014180734053649,32.690796004317235,33.45399124737014,1.0233458751800388,0.986030220419602,1.0018216762084278,255,1
google/gemma-4-26B-A4B-it,daily_dialog,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,40.302200481448835,41.042978328391655,1.0183805806654105,54.4475090027845,55.63049674310605,1.0217271232786986,0.9819540364710748,1.0016266595077,255,1
google/gemma-4-26B-A4B-it,daily_dialog,rag,lmcache,lmcache,lmcache_shadowkv_plus,32.30625715596602,32.31874024629633,1.000386398531716,36.763944997801445,37.29147950434708,1.0143492355506782,0.999626161422585,0.9916994821778072,255,1
google/gemma-4-26B-A4B-it,daily_dialog,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,26.23034444525274,25.424372511537285,0.9692732996549985,33.591656749194954,32.115513749886304,0.9560562609242539,1.0317361681517527,0.9786100371094082,255,1
google/gemma-4-26B-A4B-it,daily_dialog,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,40.97115353198433,40.981170625912,1.0002444913814754,54.56276074619382,54.92910574685084,1.0067141947300124,0.9997662112399603,1.0075705837880558,255,1
google/gemma-4-26B-A4B-it,daily_dialog,templated,lmcache,lmcache,lmcache_shadowkv_plus,31.73497303151862,31.550028269180075,0.9941722098785192,36.0451742526493,35.863456749211764,0.9949586177011148,1.0058736707414178,0.9923822898385258,255,1
google/gemma-4-26B-A4B-it,dolly,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,26.63720925056623,25.61382821090774,0.9615807710923495,35.305608245835174,34.571605749079026,0.9792100311189871,1.0399705471604404,0.9838851803573829,255,1
google/gemma-4-26B-A4B-it,dolly,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,41.494476843979555,41.70603300366338,1.005098417326221,59.21674475030159,59.01391575753223,0.9965748034002102,0.9949367206220594,0.9923220992200704,255,1
google/gemma-4-26B-A4B-it,dolly,rag,lmcache,lmcache,lmcache_shadowkv_plus,33.95475797242398,31.454998842775694,0.926379709975302,40.295106249686796,38.183623502845876,0.9475995240276273,1.079482008226556,0.9638411200100223,255,1
google/gemma-4-26B-A4B-it,dolly,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,25.636437812920576,26.458490699326376,1.0320657999525773,34.3112340051448,35.456207500828896,1.033370221995292,0.9689427218037511,1.0015658555750944,255,1
google/gemma-4-26B-A4B-it,dolly,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,42.257269312869994,41.1211564377254,0.9731143802328331,59.437361247546505,58.98319450352574,0.9923589012956137,1.02764653241953,0.9872278680204614,255,1
google/gemma-4-26B-A4B-it,dolly,templated,lmcache,lmcache,lmcache_shadowkv_plus,34.12810832423929,31.51252739036181,0.9233599205374129,40.62257575060357,37.58308300530189,0.9251772520786912,1.0830321072846647,0.9647545604338135,255,1
google/gemma-4-26B-A4B-it,samsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,28.573212156686623,29.09744274239756,1.0183469251841977,35.72010799689451,36.66187124690623,1.0263650728629823,0.9819848291605581,0.9970351782888743,255,1
google/gemma-4-26B-A4B-it,samsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,46.164347074693524,46.571989168057826,1.0088302363012898,59.36563824798213,59.88986900410964,1.0088305419026693,0.9912573151651904,1.006627572258866,255,1
google/gemma-4-26B-A4B-it,samsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,37.253890527438216,34.557395242529765,0.927618424633464,42.421299249326694,39.436860253772466,0.9296476287061953,1.0780574542414936,0.9609381759519497,255,1
google/gemma-4-26B-A4B-it,samsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,27.345778543462984,26.899308761841212,0.9836731735060255,35.64587599976221,35.72442975382728,1.0022037262898404,1.0166199684681234,0.9933638411069794,255,1
google/gemma-4-26B-A4B-it,samsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,45.86851119915991,46.13697758958324,1.0058529562744614,58.32682150503388,59.1743725053675,1.014531067842613,0.9941917820209729,1.0008800167397058,255,1
google/gemma-4-26B-A4B-it,samsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,35.89360078512982,33.642577063687895,0.9372862105722619,41.51931074738968,39.39495675149374,0.9488345553513433,1.0669281412833704,0.9675345577050533,255,1
google/gemma-4-26B-A4B-it,xsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,36.10736321894592,36.868866148694224,1.0210899623196172,40.87521774999914,42.32794374911464,1.0355405078940658,0.9793652752682604,1.008233015352796,255,1
google/gemma-4-26B-A4B-it,xsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,58.51573503508689,59.56440786286521,1.0179212108871147,64.35304924525553,65.72575699465233,1.021330888986554,0.9823982694565642,1.0018158567732356,255,1
google/gemma-4-26B-A4B-it,xsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,41.67884807375799,38.807624199023394,0.9311107670333532,45.171246498284745,42.12548750729184,0.932573058591408,1.0740049218118504,0.9624904587579385,255,1
google/gemma-4-26B-A4B-it,xsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,36.46846781663271,36.22266387100126,0.9932598225166086,40.871055996831274,41.12320300191641,1.0061693293440885,1.0068027279092802,0.9912539881565717,255,1
google/gemma-4-26B-A4B-it,xsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,58.19406825747819,58.9820005270667,1.013539735117028,63.99179974323488,65.6125879904721,1.025328061622592,0.9866507422769509,1.003143038798277,255,1
google/gemma-4-26B-A4B-it,xsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,42.47573636735069,38.95009700335095,0.9169963921635563,45.67994825265487,42.99209999589948,0.9411591221187696,1.090537294873465,0.9557590623700758,255,1
google/gemma-4-31B-it,ag_news,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,52.64403537870521,48.95144167153376,0.9298573203857179,55.49568825517781,51.479046247550286,0.927622448988138,1.0754500749419895,0.9632834844086816,255,1
google/gemma-4-31B-it,ag_news,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,100.33688198831214,92.82363557807116,0.9251197938250048,103.41220449845423,96.08831525292771,0.9291777089459882,1.0809464786201992,0.9605176844576533,255,1
google/gemma-4-31B-it,ag_news,rag,lmcache,lmcache,lmcache_shadowkv_plus,58.291046648434985,59.430648527268204,1.019550204437165,60.66366850063787,63.29253625335696,1.0433351265707158,0.9808341487102924,1.0221109800204669,255,1
google/gemma-4-31B-it,ag_news,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,48.450340316378515,48.207219991979855,0.9949820718944161,50.972464498045156,50.74396800409886,0.9955172563030563,1.005056761016117,0.99186551243786,255,1
google/gemma-4-31B-it,ag_news,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,100.09048021501599,92.62223654292256,0.9253850750236184,102.9562712446932,95.97797849892231,0.9322208092677932,1.0806301774611682,0.9623249626833675,255,1
google/gemma-4-31B-it,ag_news,templated,lmcache,lmcache,lmcache_shadowkv_plus,57.922885714560834,61.55659879294717,1.0627336334086146,59.96899649471743,63.542365500325104,1.0595869401603617,0.9409813006300359,1.0512998711550472,255,1
google/gemma-4-31B-it,daily_dialog,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,54.249077456915984,50.119898187915624,0.9238848020543813,63.21610549639445,58.24331650728709,0.9213366759932564,1.0823989094508364,0.9662008957223471,255,1
google/gemma-4-31B-it,daily_dialog,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,102.97564528545422,98.17638858970668,0.9533942547051418,113.16388275008649,107.9826862533082,0.954215104935728,1.0488866162799497,0.9806014704078944,255,1
google/gemma-4-31B-it,daily_dialog,rag,lmcache,lmcache,lmcache_shadowkv_plus,63.91949665260199,65.6090298394929,1.0264322041844824,86.64397500251653,87.88963474944467,1.0143767613026984,0.9742599061956276,1.026037611136802,255,1
google/gemma-4-31B-it,daily_dialog,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,53.246200168416635,49.446155989016916,0.9286325753315681,62.43984250977519,58.46866700085229,0.9363999755716681,1.0768647639497784,0.9612739978262561,255,1
google/gemma-4-31B-it,daily_dialog,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,102.07521323843594,98.44786468764255,0.9644639630355676,111.8130437516811,108.04721000204154,0.9663202644049036,1.036846990429954,0.9845630818616564,255,1
google/gemma-4-31B-it,daily_dialog,templated,lmcache,lmcache,lmcache_shadowkv_plus,61.25366141031918,65.36191716398321,1.067069554032764,84.15074400181766,86.98605074823718,1.0336931869117911,0.9371527621620919,1.0598152950236484,255,1
google/gemma-4-31B-it,dolly,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,55.380022050712796,52.09203244595528,0.9406285970463026,66.73367600888014,63.80398575493018,0.9560987730758289,1.063132013632982,0.9622113714215934,255,1
google/gemma-4-31B-it,dolly,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,103.17378647678765,99.24374494559629,0.9619085267159837,114.77792274854437,114.01125675547519,0.9933204402492212,1.0396015920590038,0.976278327452758,255,1
google/gemma-4-31B-it,dolly,rag,lmcache,lmcache,lmcache_shadowkv_plus,64.34641564084131,68.09697444177232,1.0582869886935937,88.34027576085646,91.97070575100952,1.0410959775581967,0.9449299087638648,1.0476512132394504,255,1
google/gemma-4-31B-it,dolly,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,55.06992334727556,51.75743430118018,0.9398493979153276,66.40038474506582,62.29865099521703,0.9382272592907892,1.0640160371413105,0.9670706578108759,255,1
google/gemma-4-31B-it,dolly,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,102.56107405834314,97.51598766445113,0.9508089551497672,114.90889425112982,111.77006725301908,0.9726842119701288,1.0517407980524343,0.9784422917732671,255,1
google/gemma-4-31B-it,dolly,templated,lmcache,lmcache,lmcache_shadowkv_plus,59.23845530469407,60.56718855492704,1.0224302481116128,86.51891675617662,86.89791899996635,1.0043805708392977,0.9780730075712624,1.0020951033524108,255,1
google/gemma-4-31B-it,samsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,59.594446062476436,56.46209566009475,0.9474388871892885,89.12343100018916,84.52350649531581,0.9483870352246249,1.055479279647926,0.9637971240535341,255,1
google/gemma-4-31B-it,samsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,110.20892481221267,101.67387984759557,0.9225557732356056,139.5132362486038,129.23388099807198,0.9263198566176571,1.083946022933324,0.9675509924812813,255,1
google/gemma-4-31B-it,samsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,73.52330519506722,74.6301141171557,1.015053851552946,108.95046649966389,110.24469150106597,1.0118790221187908,0.9851783812811988,1.0206525267348776,255,1
google/gemma-4-31B-it,samsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,59.29376323820179,55.727481245639865,0.9398540116565879,88.73442700132728,83.50267850255477,0.9410403754712446,1.0640017793284047,0.9687784497992911,255,1
google/gemma-4-31B-it,samsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,109.75645442971427,103.86196490185284,0.9462948255891763,138.31152049897355,132.3370549998799,0.9568042815411173,1.0567568847544875,0.972266721831996,255,1
google/gemma-4-31B-it,samsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,71.69798590263099,74.30368724595837,1.0363427411596475,107.61853550138767,112.00547575208475,1.040763798078636,0.9649388360937585,1.028826638883213,255,1
google/gemma-4-31B-it,xsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,82.99416931993164,83.35807149995844,1.0043846716342688,109.637992005446,109.84384800394764,1.001877597306702,0.9956443996196596,1.0066822059422253,255,1
google/gemma-4-31B-it,xsum,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,135.75746768731278,130.8480014176041,0.9638364919930847,164.98105825303355,161.30193450044317,0.9776997202494139,1.037523939317132,0.9777994144568811,255,1
google/gemma-4-31B-it,xsum,rag,lmcache,lmcache,lmcache_shadowkv_plus,101.18726485978868,104.81253526199907,1.0358273386204657,116.7588030002662,120.13291099901835,1.028898103715096,0.9654170047223866,1.0308244221102996,255,1
google/gemma-4-31B-it,xsum,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,83.74680034768289,80.70882946049096,0.9637243348452776,111.82175448993803,108.67274650081526,0.9718390396977171,1.0376493213969586,0.9699897764237155,255,1
google/gemma-4-31B-it,xsum,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,134.35073794894947,133.3111538868934,0.9922621633648854,163.38761199949658,162.15114249826001,0.9924322934517191,1.0078022074336437,0.9913998859256196,255,1
google/gemma-4-31B-it,xsum,templated,lmcache,lmcache,lmcache_shadowkv_plus,99.23569498812412,101.37004771087277,1.0215079132866864,115.2302107475407,118.70230924614589,1.0301318419542966,0.9789515533822483,1.0141587221218915,255,1
google/gemma-4-E2B-it,ag_news,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,7.945336039171025,7.9398923792837195,0.9993148609623976,8.87667999631958,8.869730245351093,0.9992170776719033,1.000706295951797,1.0137029443634578,255,1
google/gemma-4-E2B-it,ag_news,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,21.828674831908756,21.61645451931804,0.9902779113150517,25.19555499384296,24.93412475087098,0.9896239537872507,1.0098426450098144,0.9723008370853226,255,1
google/gemma-4-E2B-it,ag_news,rag,lmcache,lmcache,lmcache_shadowkv_plus,9.736623055289328,9.991609261476242,1.026188361687515,10.710847749578534,11.464486498880433,1.0703621941906096,0.9744677547490874,0.9821101189970972,255,1
google/gemma-4-E2B-it,ag_news,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,7.771068957254101,8.122905519712731,1.0452751821395432,8.77497249894077,9.297019245423144,1.059492693173157,0.9566976411944695,1.0066457460955418,255,1
google/gemma-4-E2B-it,ag_news,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,21.32200178914445,22.169909699215395,1.0397668060652088,24.573077742388705,25.07577175674669,1.020457104300404,0.9617579096041851,1.0123608637872248,255,1
google/gemma-4-E2B-it,ag_news,templated,lmcache,lmcache,lmcache_shadowkv_plus,9.542251004575064,9.932640996169084,1.040911729465809,10.333315003663301,10.679275750590023,1.0334801316715956,0.9607209711913077,0.9929286755994079,255,1
google/gemma-4-E2B-it,daily_dialog,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,8.06785712111946,8.551580066352926,1.0599568061223112,9.151114500127733,10.710862748965155,1.1704435289073971,0.9434344423141667,0.9881373848802223,255,1
google/gemma-4-E2B-it,daily_dialog,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,22.538838062132527,21.51038842202979,0.9543698908848973,25.39332624655799,23.767503502313048,0.9359744080606487,1.0478346958925324,0.959779285692309,255,1
google/gemma-4-E2B-it,daily_dialog,rag,lmcache,lmcache,lmcache_shadowkv_plus,9.708624159884494,9.998437315800857,1.0298511046615497,11.282756004220573,11.802932491264073,1.0461036724403963,0.9710302567225125,1.007761505128627,255,1
google/gemma-4-E2B-it,daily_dialog,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,7.946884652454855,7.793048753910625,0.9806419867316548,9.448433746001683,9.321359506429872,0.9865507614290479,1.0197795060826624,0.9490391673295393,255,1
google/gemma-4-E2B-it,daily_dialog,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,21.955501199613536,22.477198816261534,1.02376158994982,24.68666400091024,25.756429498869693,1.043333740756548,0.9767905604909347,1.0013629750740771,255,1
google/gemma-4-E2B-it,daily_dialog,templated,lmcache,lmcache,lmcache_shadowkv_plus,9.568950546338328,9.728724757621876,1.0166971509059253,10.978296242683427,11.253983746428275,1.0251120481403098,0.9835941373176051,1.0133443897890295,255,1
google/gemma-4-E2B-it,dolly,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,7.9444105350319205,8.219363632406385,1.0346096285132826,9.90982925031858,10.671142747014528,1.0768240781415557,0.9665486894145555,1.0286319183904957,255,1
google/gemma-4-E2B-it,dolly,rag,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,21.553213644324387,22.008945203083385,1.0211444829657226,24.12830699904589,25.076589749005507,1.0393016696114283,0.9793102197983155,1.0063366279364026,255,1
google/gemma-4-E2B-it,dolly,rag,lmcache,lmcache,lmcache_shadowkv_plus,10.059791273477003,10.337855305238008,1.0276411333199458,12.341798999841558,13.505326256563421,1.0942753367427878,0.9731178725161489,0.9967145531883768,255,1
google/gemma-4-E2B-it,dolly,templated,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,7.990641640702734,7.897253780924984,0.9883128459544412,10.231371503323317,10.383194003225071,1.0148389196748882,1.0118480099944394,0.953723597261598,255,1
google/gemma-4-E2B-it,dolly,templated,sglang_radix_attention,sglang_radix_attention,sglang_radix_attention_shadowkv_plus,22.086456953445577,21.70306727720117,0.982641413375965,24.98436524911085,24.87188750274072,0.9954980746859624,1.0176879847740072,0.9589058145935958,255,1
google/gemma-4-E2B-it,dolly,templated,lmcache,lmcache,lmcache_shadowkv_plus,9.543406363150098,10.113393499864287,1.0597257535752724,12.115879751945613,13.02251349989092,1.0748302035433883,0.9436269394495749,1.0589767602560374,255,1
google/gemma-4-E2B-it,samsum,rag,vllm_apc,vllm_apc,vllm_apc_shadowkv_plus,10.178410597916354,8.637426847428742,0.8486027130008814,12.270485753106186,10.887822500080802,0.8873179692437707,1.1784723095582246,0.9333750847698964,255,1
