path,bytes,sha256
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/DESIGN_OVERVIEW.md,6726,182f34e9ea8610e9ffc391360d2497319421511b2e59564f6fb81d44f13dbe29
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/ENGINE_FAILURES.md,5135,c935af12b5badb12c2476fb29241bbd3c17dc28814bb057a68d70bbece3eb8a4
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/FIDELITY_DEEP_ANALYSIS.md,5958,4c090006f5d641af3098709d22541a5b26d8e5459eaf6671f7d7bb4aad6fb589
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/FIDELITY_FINAL_RESULTS.md,2894,b74dcb01fd58977c925e21624ca82d11600e76a4d204118114d0d6f3d2bdf99c
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/FIDELITY_RESULTS.md,10001,49b261f651daac8d405701718470822c38e1f09cf8ce30eae563b57e56884738
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/PAPER_EXPERIMENTAL_SETUP.md,6141,4fa138d6c1de07c8840e2e95b13f67875f4b8fdb0c0296d0d8d827be59b35245
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/PAPER_RESULTS_TABLE.md,7566,ca7f71f120ff88e953e853d80625c365017c51abab9d59c6b71edc15d77e26d6
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/PAPER_REVISION_PLAN.md,8246,1130ec9ec2cccdf5a8af569a5fd7f1e94e5bfcac388e23f85d8d65736aa8ce7f
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/VERSION_B_PROPOSAL.md,7576,3d8dc2559feb41d02dfdc7d9dc7b77994d99b043f504073cc82d4845db3ddbef
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/__init__.py,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/analyze_qwen.py,1398,0868b673c960d41e3596200f17b70893b5688122ec3de129d9ca43a0c6341e2e
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/analyze_shadowkv_results.py,2914,d3d5d3c9e177e52611ab47c11679fa4630648298b59be4dcc42bd709f1c4b0a7
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/audit_counts.py,1161,bf8306b5a4cc889eceed9a7b7517f1f3ae67a5e5bace47f2121379ccac2190d9
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/build_policy_dataset_from_traces.py,2452,2dcbc93cb7d77464612dfb3d8eece0bf5666328eadb90f9852adf2d540d2d7c4
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/check_final.py,840,88089d49aa9be42e7ef924d096722f23ea3b9d7578bf9c04ffe75adf1346f1e8
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/check_final2.py,208,837bca06d7e1d667a0476f56420188ba2bf18f7cbe0357a3dcd836a5c6a9c757
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/check_kv_format.py,1183,9e7fae109f320f51e2d73c7aba6ad92ad49c84a2a11d65be00fb85a904e94ec9
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/check_kv_format2.py,1305,e495bd8a5ddf0e008cc9b1181619d865d223e18ec5dc81ca126df3499d2b352d
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/check_kv_format3.py,1942,e7cddc02424270c43d1af8ed3e0f88aff7d83ea838c78c8b25143a6f9eaf6574
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/check_kv_format4.py,1454,493d19367438c0087fce93b8314ad4e729da45f2ba841693f1371bf851c2b408
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/check_results.py,441,852f354e95633ca6cd57f26d87bc232337efda22da602d94a1e4e1f992b2bb61
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_filter.py,2006,e7fa100a0ca8c1501730984c6be90659a127e0a82f906293054f4a3c452f1b25
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen.py,1716,ee6be1bb5ae75c3060e8ba7c0122e10dccf5d4a03ae1b2174d3f5d8767fad1a5
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen10.py,2013,7787d00f3981a68ca49660e6452e871b3c701d7d983dd29e30932431016971ae
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen11.py,1746,08e533470abcf0722d1ce15a008c0189fd521ee689af91799bccce393b6cedda
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen12.py,1935,9105ef8f704c7808a84e54849ba2293ce0464ccc2e80951cdef4fea03f24ad9b
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen2.py,1560,09d413d015caa2af8187fd6153ea19fbaf9a09c2ed5ebef05b1f59195b50971d
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen3.py,1522,55e3008c6679f6e0e935b1c1891d0fa327c533f6b7c90ffb20a339169eff1c10
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen4.py,1587,456f80cfa1ccdd3404afe31db35657d336b6817b7d7788c17dd87f7a9d7d9a2e
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen5.py,1922,9eaed6c7bab4ebf21a67aa35cfe916a5f421650d8533648ce3f9b5153aa271d0
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen6.py,1887,b2136e017e9fb503d572f4e4071065cb3b3b5f8a07f92d181cf8dd1e32505360
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen7.py,1867,2e2b692d808cfa2f2cb8cb354af859652b0f32714b3ed55273d101230849e27a
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen8.py,3529,6430096ec00035c6d8b83100928dc6347a31112b74c353cdce13f14321609950
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen9.py,1631,4859b3077846809fe4d51695fd3d07b4692bc198519781c72367b77a164a8f00
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_qwen_layers.py,2664,99be5fe3220cb47c9d646be7e2d11b15d918035ae495d412e68889d44ec4b27e
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_reuse.py,2073,835341c5932318fb64f679e580d7dc994013a4e1e506b7ca9ab1fd08075cd579
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_shuffle.py,1689,57b1836d25f1b8b21824f831c9f47a79e13cb72191e2f89fff5f32ce907b6a39
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/debug_shuffle2.py,1158,ffcf8bc853cfc9f6832e7aaa71a3ea23c34e87c2f2599ef454057d359f6a0cd0
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/eval_colab_results.py,1660,59e5ec5d0ec7ccf1ee7c27068d8d08491232832e8662c273d3513e7669cffc65
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/eval_colab_rouge.py,2922,19198c30e730ba2a483241eef11b8246a73b53a1d7974c7dcc2a796d488cb6df
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/eval_comprehensive.py,3203,66e22269b47b97b1ab4c338f3f33be495a9559f04a928bba0efae5b3ad58dbb7
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/eval_control.py,714,a6f514a2228db6429b085c5527bda4d93919b3653ac732b2f40568840d316aac
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/eval_debug.py,2501,8262f1ea6c91a4444a20eaec7125f49f5acd9f212a05bbb0488fa1f348222491
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/eval_debug2.py,3247,49c5ac46b87941b22bf8e86a486a1b2ae9a5121cee2f920418d42dba32d60e89
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/eval_fidelity.py,8097,646e621663629306fce7d5dc5bfcf0d89968b20d6d4888208c7d7db8ac4f3a99
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/eval_full.py,2246,f9ebbd14544ac8a507f3481f0674567d250134c2d39008b5f1cc6ec90861882f
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/fidelity_README.md,1356,cc576118c0169fa6f58657fd573d4d02eb3ddf0f1cc5b548736c9acd5a030f27
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/fidelity_requirements.txt,148,8b34ef8e46b29e804d0a6585b6a93c99cc517b33b480e092ba7734896a57c428
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/fig_architecture_v2.png,83378,83df5772840cb1d010c82dc0c944ce6f4ad825ac7f385435e7fd9d801839b878
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/fig_architecture_v2.tex,3692,56b4286defcc1e8386b301a6ca9c82ac8c2b65262960ac128bac946d40c9afd0
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/gen_fig_architecture.py,4589,c46a600e85c669276ea6e5f534baf6367a7f1cf3fb875f1fc50db964fdefb4e9
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/hw_detect.py,7868,37831ab37aa1157dbb1fea3b534432681349f0f0aeababe3724c30ad6ed4ba52
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/profile_plan.py,2528,8c330df775ec901521c7e9b8de8bee1565d24d424775ba7d84e176d44cd2f225
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/quick_eval.py,2869,71ae34528f30a8ac54b2b361678c58047e77ecf25325ca54f9bc741f63d59f94
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/render_report.py,2811,5bbb1f72e0032402baa5b38696c3d03169bca3d5ff1b9d46cc72b5544614ce7f
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_all_baselines_sweep.py,16563,d37b306d29107cb454e3d48aba70adf703affc6103bfe290c5fc493d56d72218
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_benchmark.py,46095,065737d66a0d516c98ac11f3e944b8ef4eee5a0a5b85c732e5735a948977e71c
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_cached_dataset_benchmark.py,3442,580a3daf08b77851d2d1d886125b25237a037d9f2d8c4dd8b719bb2f05bb5a10
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_cpu_benchmark.sh,252,d8fa020bb4a0498d1951c639d5c51c331e3639cb7b45901a619ff3ca54c2f85c
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_cpu_matrix.py,7929,22473b07431ea21bbf10d2059cc0adfda00aa4a84ee5787433ec4e6df4715cfb
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_fidelity_equiv.py,9712,4acbbc4654b0e0ead94902dba23844b2aff18f4b31217843827674685fea0b8a
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_gpu_benchmark.sh,639,01d32865cdc944d49b5e256c7505877c5de7256efe3d5b8ed94a740058f247c2
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_semantic_ablation_matrix.py,6013,24d7f0babe4605655fd6d4516fbe6fa23a0ac05b6e05eefcf9c8e65b28fcc2ef
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_semantic_fidelity.py,12023,109aaa88362fd5d7d45a2dff0bf5123a86e16a73e03579019f164db82a77b145
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/run_semantic_novelty_matrix.py,2061,03944f90fe8a4d8a0b1083868d13bc35babca2a30166e1a8df306f71bb52a3ae
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/runall_for_6000.py,17502,77a9862f1d098fd7dfb661097f043794be1bffec57fac0ad8a7e2bbfc72a3529
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/show_gemma.py,476,0250fbc9590b0cda03059972392b61dfc1b39381cc69b7f1f16db10a7ece39cb
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/show_qwen.py,465,4327374af932390dd033666d4708c49179a1d61c60691c7aac153dc78d0cb19a
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/show_qwen_ratios.py,440,8c4d41bfcc0821bebb74050445bf39764a973380b8aff28fae7d8e323031d2b4
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/show_ratios.py,441,108aa53566aea7e7f6f399cc738c474ebcc021d855f1697ce716e17aa04a6d97
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/show_results.py,484,f30e5b702b68db10011593dc5fbb5d40f827d6fa1dbc2311dd3e0a99ea89843e
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/show_results3.py,484,f471f2334414ff18a493ce76251eba14ae0a5e601fa6ec8c4746492c9e9311ef
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/smoke_test.py,1386,551468b605a75df0ac42a522ba0c3a501cf435119b06c7d65e4dce8eaaddec12
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/verify_coupling.py,808,8865f9ca823c333baf0dad3c4eb2901ad62b8ef0a9c0eaa122e8ea3f9be32631
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/experiments/verify_paper_numbers.py,1743,fbc8252a1cab664309ca18438e2665401ad36cd525243da6d347046e0c2abcbe
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/run_gemma4_e2b_append_longprefix_n128_20260714.sh,7197,a390e554c3c558931a5c7f3aed53a0654d546b576cbf9ae4287a8a471aa3cbc9
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/run_seven_models_longprefix_n128_20260713.sh,7226,d9892ea60abfb416627f7e0f9852c30a3126e3bafedd8268e3879f02d9d933cd
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/__init__.py,139,4f210c5a2bd323c1ddd836ef4c714dea99f8c982e186404a3ef31a9d11411438
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/backend/__init__.py,131,2b053c2fc4e20944bb0c202fd4407f89f7c1eb811e6c827e725defc69e32235a
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/backend/fake_backend.py,1963,1e1fffa08bfe3e9d3f0c06ae028be32b1137c55e2815694099b6aa3c0e9a7bd6
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/backend_adapters.py,5276,46ffcf826749ad07b1512a4794174660ec094cc0d5231da0dafccc7dc9f067d9
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/base_policy.py,1057,946784cdafea2f73195e074035b28eba36c05f3658d115902f7b326086d798d1
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/cache.py,29644,92fe42b1b6ea57ebddd07ab898d3ec82dc71c87affff00c5b352e2ae04f09743
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/config_loader.py,8290,59b61dd6b35849a24ae3c425a2395b6e4b47bc2dec90f31215e4d26cb3c61b8d
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/config_watcher.py,1274,92757b201dc639a50b0cc345f8f48700031dd16eaad553d61af44ca7a0ef55fa
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/controller.py,2554,0ce4f7c4bc6311ea006360ac1855cbce658dfa91a4e0a03b17a7f77762ab68fe
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/datasets.py,27111,e1b6eb4daaa8923bb672a2035c8ddc3302329f4bcd1cbe5c079b7d4e6b75a934
experiments/archive/blackwell_longprefix_source_snapshots/hf_blackwell_7model_longprefix_gemma4_e2b_20260713/source_snapshot/src/proactive_kv_cache/energy.py,6178,c776af80d965c835481da4dafebf2e9d32ae2ca8c230bd22f8c53d505992ba64
