model_slug,model_params_B,dataset,mode,engine,seed,mean_latency_ms,latency_ci_95_lower,latency_ci_95_upper,throughput_rps,cached_tokens_mean,gpu_energy_j,speedup_vs_no_cache_pct
gemma4_e2b,2.3,dolly,rag,sglang_no_cache,123,24.422019,23.689358,25.15468,40.944879,0,1669.297,0.0
gemma4_e2b,2.3,dolly,rag,sglang_radix_attention,123,20.065319,19.463359,20.667279,48.236414,33587,1318.758,17.8392
gemma4_e2b,2.3,dolly,rag,sglang_radix_attention_meritkv,123,19.863839,19.267924,20.459754,50.340552,34151,1309.488,18.6642
gemma4_e2b,2.3,dolly,rag,sglang_no_cache,456,24.420802,23.688178,25.153426,40.94692,0,1669.16,0.0
gemma4_e2b,2.3,dolly,rag,sglang_radix_attention,456,20.067236,19.465219,20.669253,48.240088,33587,1318.841,17.8273
gemma4_e2b,2.3,dolly,rag,sglang_radix_attention_meritkv,456,19.866993,19.270983,20.463003,50.332559,34151,1309.629,18.6473
gemma4_e2b,2.3,dolly,rag,sglang_no_cache,789,24.262651,23.534771,24.990531,41.213823,0,1658.297,0.0
gemma4_e2b,2.3,dolly,rag,sglang_radix_attention,789,20.069153,19.467078,20.671228,48.243761,33587,1318.925,17.2838
gemma4_e2b,2.3,dolly,rag,sglang_radix_attention_meritkv,789,19.925698,19.327927,20.523469,50.18427,34151,1312.325,17.875
gemma4_e2b,2.3,dolly,rag,sglang_no_cache,999,24.416727,23.684225,25.149229,40.953754,0,1668.794,0.0
gemma4_e2b,2.3,dolly,rag,sglang_radix_attention,999,20.070362,19.468251,20.672473,48.246077,33587,1318.977,17.8008
gemma4_e2b,2.3,dolly,rag,sglang_radix_attention_meritkv,999,19.872877,19.276691,20.469063,50.317657,34151,1309.892,18.6096
gemma4_e2b,2.3,dolly,templated,sglang_no_cache,42,24.412621,23.680242,25.145,40.960545,0,1658.626,0.0
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention,42,20.19278,19.586997,20.798563,49.520386,29436,1319.158,17.2855
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention_meritkv,42,20.050316,19.448807,20.651825,49.872244,29869,1312.643,17.8691
gemma4_e2b,2.3,dolly,templated,sglang_no_cache,123,23.989533,23.269847,24.709219,41.68294,0,1639.82,0.0
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention,123,19.83001,19.23511,20.42491,48.808688,29436,1303.359,17.3389
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention_meritkv,123,19.684741,19.094199,20.275283,50.798447,29869,1296.675,17.9445
gemma4_e2b,2.3,dolly,templated,sglang_no_cache,456,24.121918,23.39826,24.845576,41.454177,0,1648.816,0.0
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention,456,19.831904,19.236947,20.426861,48.812405,29436,1303.442,17.7847
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention_meritkv,456,19.64124,19.052003,20.230477,50.910955,29869,1294.67,18.5751
gemma4_e2b,2.3,dolly,templated,sglang_no_cache,789,24.120713,23.397092,24.844334,41.456247,0,1648.68,0.0
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention,789,19.833799,19.238785,20.428813,48.816121,29436,1303.524,17.7727
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention_meritkv,789,19.64434,19.05501,20.23367,50.90292,29869,1294.808,18.5582
gemma4_e2b,2.3,dolly,templated,sglang_no_cache,999,23.984264,23.264736,24.703792,41.692098,0,1639.32,0.0
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention,999,19.834994,19.239944,20.430044,48.818465,29436,1303.576,17.3
gemma4_e2b,2.3,dolly,templated,sglang_radix_attention_meritkv,999,19.69363,19.102821,20.284439,50.775519,29869,1297.073,17.8894
gemma4_e2b,2.3,samsum,rag,sglang_no_cache,42,25.539346,24.773166,26.305526,39.153739,0,1879.135,0.0
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention,42,21.015583,20.385116,21.64605,47.581877,37481,1486.813,17.7129
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention_meritkv,42,20.815734,20.191262,21.440206,48.038703,38183,1476.916,18.4954
gemma4_e2b,2.3,samsum,rag,sglang_no_cache,123,25.096648,24.343749,25.849547,39.844401,0,1857.822,0.0
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention,123,20.638031,20.01889,21.257172,46.898039,37481,1469.006,17.7658
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention_meritkv,123,20.43603,19.822949,21.049111,48.93127,38183,1458.941,18.5707
gemma4_e2b,2.3,samsum,rag,sglang_no_cache,456,24.933999,24.185979,25.682019,40.104312,0,1845.723,0.0
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention,456,20.640003,20.020803,21.259203,46.90161,37481,1469.099,17.2214
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention_meritkv,456,20.497199,19.882283,21.112115,48.785246,38183,1461.984,17.7942
gemma4_e2b,2.3,samsum,rag,sglang_no_cache,789,24.932727,24.184745,25.680709,40.106358,0,1845.569,0.0
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention,789,20.641974,20.022715,21.261233,46.905181,37481,1469.192,17.2093
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention_meritkv,789,20.500468,19.885454,21.115482,48.777466,38183,1462.142,17.7769
gemma4_e2b,2.3,samsum,rag,sglang_no_cache,999,25.091199,24.338463,25.843935,39.853054,0,1857.262,0.0
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention,999,20.643218,20.023921,21.262515,46.907434,37481,1469.251,17.7273
gemma4_e2b,2.3,samsum,rag,sglang_radix_attention_meritkv,999,20.445384,19.832022,21.058746,48.908883,38183,1459.394,18.5157
gemma4_e2b,2.3,samsum,templated,sglang_no_cache,42,25.69713,24.926216,26.468044,38.913256,0,1897.952,0.0
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention,42,21.195208,20.559352,21.831064,47.178541,34115,1505.237,17.5192
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention_meritkv,42,21.017447,20.386924,21.64797,47.577567,34696,1496.4,18.2109
gemma4_e2b,2.3,samsum,templated,sglang_no_cache,123,25.111511,24.358166,25.864856,39.820741,0,1866.009,0.0
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention,123,20.814429,20.189996,21.438862,46.500499,34115,1487.21,17.112
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention_meritkv,123,20.683864,20.063348,21.30438,48.344884,34696,1480.679,17.6319
gemma4_e2b,2.3,samsum,templated,sglang_no_cache,456,25.250462,24.492948,26.007976,39.601612,0,1876.273,0.0
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention,456,20.816417,20.191924,21.44091,46.50404,34115,1487.304,17.5603
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention_meritkv,456,20.637415,20.018293,21.256537,48.453694,34696,1478.351,18.2692
gemma4_e2b,2.3,samsum,templated,sglang_no_cache,789,25.249191,24.491715,26.006667,39.603605,0,1876.118,0.0
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention,789,20.818406,20.193854,21.442958,46.507582,34115,1487.398,17.5482
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention_meritkv,789,20.640693,20.021472,21.259914,48.446,34696,1478.51,18.2521
gemma4_e2b,2.3,samsum,templated,sglang_no_cache,999,25.246222,24.488835,26.003609,39.608263,0,1875.86,0.0
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention,999,20.81966,20.19507,21.44425,46.509815,34115,1487.457,17.5336
gemma4_e2b,2.3,samsum,templated,sglang_radix_attention_meritkv,999,20.643528,20.024222,21.262834,48.439345,34696,1478.649,18.2312
gemma4_e2b,2.3,xsum,rag,sglang_no_cache,42,28.71203,27.850669,29.573391,34.827211,0,2409.955,0.0
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention,42,23.643127,22.933833,24.352421,42.293894,33320,1908.168,17.6543
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention_meritkv,42,23.428751,22.725888,24.131614,42.680888,33875,1896.057,18.4009
gemma4_e2b,2.3,xsum,rag,sglang_no_cache,123,28.05793,27.216192,28.899668,35.639119,0,2369.414,0.0
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention,123,23.21837,22.521819,23.914921,41.686054,33320,1885.315,17.2485
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention_meritkv,123,23.056794,22.36509,23.748498,43.369425,33875,1876.131,17.8243
gemma4_e2b,2.3,xsum,rag,sglang_no_cache,456,28.212933,27.366545,29.059321,35.443316,0,2382.427,0.0
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention,456,23.220588,22.52397,23.917206,41.689228,33320,1885.434,17.6952
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention_meritkv,456,23.005129,22.314975,23.695283,43.466824,33875,1873.188,18.4589
gemma4_e2b,2.3,xsum,rag,sglang_no_cache,789,28.21152,27.365174,29.057866,35.445091,0,2382.23,0.0
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention,789,23.222807,22.526123,23.919491,41.692403,33320,1885.554,17.6832
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention_meritkv,789,23.00878,22.318517,23.699043,43.459928,33875,1873.389,18.4419
gemma4_e2b,2.3,xsum,rag,sglang_no_cache,999,28.208211,27.361965,29.054457,35.44925,0,2381.903,0.0
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention,999,23.224205,22.527479,23.920931,41.694404,33320,1885.629,17.6686
gemma4_e2b,2.3,xsum,rag,sglang_radix_attention_meritkv,999,23.011937,22.321579,23.702295,43.453965,33875,1873.564,18.4211
gemma4_e2b,2.3,xsum,templated,sglang_no_cache,42,28.48774,27.633108,29.342372,35.101537,0,2384.61,0.0
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention,42,23.362923,22.662035,24.063811,42.8013,29971,1880.413,17.9896
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention_meritkv,42,23.11303,22.419639,23.806421,43.264057,30420,1866.334,18.8667
gemma4_e2b,2.3,xsum,templated,sglang_no_cache,123,27.993874,27.154058,28.83369,35.720797,0,2357.559,0.0
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention,123,22.9432,22.254904,23.631496,42.186167,29971,1857.893,18.0421
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention_meritkv,123,22.691578,22.010831,23.372325,44.067603,30420,1843.629,18.9409
gemma4_e2b,2.3,xsum,templated,sglang_no_cache,456,27.992489,27.152714,28.832264,35.722564,0,2357.367,0.0
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention,456,22.945392,22.25703,23.633754,42.18938,29971,1858.01,18.0302
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention_meritkv,456,22.695165,22.01431,23.37602,44.060639,30420,1843.826,18.9241
gemma4_e2b,2.3,xsum,templated,sglang_no_cache,789,27.9911,27.151367,28.830833,35.724336,0,2357.174,0.0
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention,789,22.947584,22.259156,23.636012,42.192592,29971,1858.128,18.0183
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention_meritkv,789,22.698753,22.01779,23.379716,44.053674,30420,1844.023,18.9072
gemma4_e2b,2.3,xsum,templated,sglang_no_cache,999,27.987837,27.148202,28.827472,35.728501,0,2356.851,0.0
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention,999,22.948966,22.260497,23.637435,42.194618,29971,1858.202,18.0038
gemma4_e2b,2.3,xsum,templated,sglang_radix_attention_meritkv,999,22.70185,22.020795,23.382905,44.047664,30420,1844.195,18.8867
gemma4_e4b,4.0,ag_news,rag,sglang_no_cache,42,30.022813,29.122129,30.923497,33.306548,0,2564.81,0.0
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention,42,24.825686,24.080915,25.570457,40.279099,30796,2039.256,17.3106
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention_meritkv,42,24.623354,23.884653,25.362055,40.610075,31270,2027.622,17.9845
gemma4_e4b,4.0,ag_news,rag,sglang_no_cache,123,29.502522,28.617446,30.387598,33.893925,0,2535.731,0.0
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention,123,24.379754,23.648361,25.111147,39.700215,30796,2014.833,17.3638
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention_meritkv,123,24.172694,23.447513,24.897875,41.367183,31270,2002.858,18.0657
gemma4_e4b,4.0,ag_news,rag,sglang_no_cache,456,29.665545,28.775579,30.555511,33.707665,0,2549.661,0.0
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention,456,24.382083,23.650621,25.113545,39.703238,30796,2014.961,17.8101
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention_meritkv,456,24.104925,23.381777,24.828073,41.483484,31270,1998.931,18.7444
gemma4_e4b,4.0,ag_news,rag,sglang_no_cache,789,29.664058,28.774136,30.55398,33.709355,0,2549.451,0.0
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention,789,24.384412,23.65288,25.115944,39.706261,30796,2015.088,17.7981
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention_meritkv,789,24.109118,23.385844,24.832392,41.476269,31270,1999.167,18.7262
gemma4_e4b,4.0,ag_news,rag,sglang_no_cache,999,29.496023,28.611142,30.380904,33.901393,0,2534.958,0.0
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention,999,24.385881,23.654305,25.117457,39.708168,30796,2015.169,17.3249
gemma4_e4b,4.0,ag_news,rag,sglang_radix_attention_meritkv,999,24.184856,23.45931,24.910402,41.346381,31270,2003.544,18.0064
gemma4_e4b,4.0,ag_news,templated,sglang_no_cache,42,30.130398,29.226486,31.03431,33.187927,0,2605.938,0.0
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention,42,24.689741,23.949049,25.430433,40.501253,28201,2053.253,18.057
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention_meritkv,42,24.372471,23.641297,25.103645,41.02848,28598,2034.784,19.11
gemma4_e4b,4.0,ag_news,templated,sglang_no_cache,123,29.60807,28.719828,30.496312,33.773408,0,2576.378,0.0
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention,123,24.246251,23.518863,24.973639,39.919176,28201,2028.663,18.1093
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention_meritkv,123,23.92644,23.208647,24.644233,41.793324,28598,2009.935,19.1895
gemma4_e4b,4.0,ag_news,templated,sglang_no_cache,456,29.416675,28.534175,30.299175,33.993149,0,2559.641,0.0
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention,456,24.248567,23.52111,24.976024,39.922216,28201,2028.791,17.5686
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention_meritkv,456,24.012907,23.29252,24.733294,41.642831,28598,2014.993,18.3697
gemma4_e4b,4.0,ag_news,templated,sglang_no_cache,789,29.415188,28.532732,30.297644,33.994868,0,2559.429,0.0
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention,789,24.250884,23.523357,24.978411,39.925256,28201,2028.919,17.5566
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention_meritkv,789,24.017064,23.296552,24.737576,41.635624,28598,2015.229,18.3515
gemma4_e4b,4.0,ag_news,templated,sglang_no_cache,999,29.601674,28.713624,30.489724,33.780706,0,2575.603,0.0
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention,999,24.252345,23.524775,24.979915,39.927173,28201,2029.0,18.071
gemma4_e4b,4.0,ag_news,templated,sglang_radix_attention_meritkv,999,23.93845,23.220296,24.656603,41.772355,28598,2010.621,19.1314
gemma4_e4b,4.0,daily_dialog,rag,sglang_no_cache,42,31.323846,30.384131,32.263561,31.923355,0,2685.966,0.0
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention,42,25.812494,25.038119,26.586869,38.739467,37963,2128.247,17.5947
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention_meritkv,42,25.548524,24.782068,26.31498,39.139728,38683,2113.012,18.4375
gemma4_e4b,4.0,daily_dialog,rag,sglang_no_cache,123,30.780937,29.857509,31.704365,32.486414,0,2655.507,0.0
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention,123,25.348836,24.588371,26.109301,38.18271,37963,2102.758,17.6476
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention_meritkv,123,25.080696,24.328275,25.833117,39.869798,38683,2087.192,18.5187
gemma4_e4b,4.0,daily_dialog,rag,sglang_no_cache,456,30.779385,29.856003,31.702767,32.488052,0,2655.288,0.0
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention,456,25.351258,24.59072,26.111796,38.185618,37963,2102.892,17.6356
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention_meritkv,456,25.085107,24.332554,25.83766,39.862787,38683,2087.441,18.5003
gemma4_e4b,4.0,daily_dialog,rag,sglang_no_cache,789,30.948914,30.020447,31.877381,32.310092,0,2669.827,0.0
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention,789,25.35368,24.59307,26.11429,38.188526,37963,2103.025,18.0789
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention_meritkv,789,25.012789,24.262405,25.763173,39.978039,38683,2083.235,19.1804
gemma4_e4b,4.0,daily_dialog,rag,sglang_no_cache,999,30.774209,29.850983,31.697435,32.493516,0,2654.702,0.0
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention,999,25.355207,24.594551,26.115863,38.190359,37963,2103.109,17.6089
gemma4_e4b,4.0,daily_dialog,rag,sglang_radix_attention_meritkv,999,25.093486,24.340681,25.846291,39.849476,38683,2087.916,18.4594
gemma4_e4b,4.0,daily_dialog,templated,sglang_no_cache,42,31.354852,30.414206,32.295498,31.891728,0,2705.748,0.0
gemma4_e4b,4.0,daily_dialog,templated,sglang_radix_attention,42,25.732596,24.960618,26.504574,38.859678,34589,2135.172,17.9311
gemma4_e4b,4.0,daily_dialog,templated,sglang_radix_attention_meritkv,42,25.415773,24.6533,26.178246,39.344087,35187,2116.77,18.9415
gemma4_e4b,4.0,daily_dialog,templated,sglang_no_cache,123,30.811328,29.886988,31.735668,32.454311,0,2675.058,0.0
gemma4_e4b,4.0,daily_dialog,templated,sglang_radix_attention,123,25.270374,24.512263,26.028485,38.301194,34589,2109.6,17.9835
gemma4_e4b,4.0,daily_dialog,templated,sglang_radix_attention_meritkv,123,24.950459,24.201945,25.698973,40.077836,35187,2090.909,19.0218
gemma4_e4b,4.0,daily_dialog,templated,sglang_no_cache,456,30.80979,29.885496,31.734084,32.45593,0,2674.839,0.0
gemma4_e4b,4.0,daily_dialog,templated,sglang_radix_attention,456,25.272788,24.514604,26.030972,38.30411,34589,2109.734,17.9716
gemma4_e4b,4.0,daily_dialog,templated,sglang_radix_attention_meritkv,456,24.954829,24.206184,25.703474,40.070817,35187,2091.158,19.0036
gemma4_e4b,4.0,daily_dialog,templated,sglang_no_cache,789,30.610289,29.69198,31.528598,32.66746,0,2657.433,0.0
gemma4_e4b,4.0,daily_dialog,templated,sglang_radix_attention,789,25.275202,24.516946,26.033458,38.307027,34589,2109.868,17.4291
gemma4_e4b,4.0,daily_dialog,templated,sglang_radix_attention_meritkv,789,25.046954,24.295545,25.798363,39.923434,35187,2096.534,18.1747
